"SPECIES_CODE","KINGDOM_TAXON","SUBKINGDOM_TAXON","PHYLUM_TAXON","SUBPHYLUM_TAXON","SUPERCLASS_TAXON","CLASS_TAXON","SUBCLASS_TAXON","INFRACLASS_TAXON","DIVISION_TAXON","SUBDIVISION_TAXON","SUPERORDER_TAXON","ORDER_TAXON","SUBORDER_TAXON","INFRAORDER_TAXON","SUPERFAMILY_TAXON","FAMILY_TAXON","SUBFAMILY_TAXON","TRIBE_TAXON","SUBTRIBE_TAXON","GENUS_TAXON","SUBGENUS_TAXON","SECTION_TAXON","SUBSECTION_TAXON","SPECIES_TAXON","SUBSPECIES_TAXON","REPORT_NAME_SCIENTIFIC"
22288,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Scorpaeniformes","Cottoidei",NA,"Cyclopteroidea","Liparidae",NA,NA,NA,"Elassodiscus",NA,NA,NA,"obscurus",NA,"Elassodiscus obscurus"
22289,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Scorpaeniformes","Cottoidei",NA,"Cyclopteroidea","Liparidae",NA,NA,NA,"Lopholiparis",NA,NA,NA,NA,NA,"Lopholiparis sp."
22290,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Scorpaeniformes","Cottoidei",NA,"Cyclopteroidea","Liparidae",NA,NA,NA,"Careproctus",NA,NA,NA,"sp. cf. melanurus (Orr et al.)",NA,"Careproctus sp. cf. melanurus (Orr et al.)"
22291,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Scorpaeniformes","Cottoidei",NA,"Cyclopteroidea","Liparidae",NA,NA,NA,"Careproctus",NA,NA,NA,"sp. M (Orr)",NA,"Careproctus sp. M (Orr)"
22300,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Stephanoberyciformes",NA,NA,"Stephanoberycoidea","Melamphaidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melamphaidae unid."
22310,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Stephanoberyciformes",NA,NA,"Stephanoberycoidea","Melamphaidae",NA,NA,NA,"Poromitra",NA,NA,NA,"curilensis",NA,"Poromitra curilensis"
22311,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Stephanoberyciformes",NA,NA,"Stephanoberycoidea","Melamphaidae",NA,NA,NA,"Poromitra",NA,NA,NA,"cristiceps",NA,"Poromitra cristiceps"
22320,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Stephanoberyciformes",NA,NA,"Stephanoberycoidea","Melamphaidae",NA,NA,NA,"Melamphaes",NA,NA,NA,"lugubris",NA,"Melamphaes lugubris"
22321,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Stephanoberyciformes",NA,NA,"Stephanoberycoidea","Melamphaidae",NA,NA,NA,"Scopeloberyx",NA,NA,NA,"robustus",NA,"Scopeloberyx robustus"
22390,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Zeiformes","Zeioidei",NA,NA,"Oreosomatidae","Oreosomatinae",NA,NA,"Allocyttus",NA,NA,NA,"folletti",NA,"Allocyttus folletti"
22400,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Stenopterygii","Stomiiformes","Photichthyoidei",NA,NA,"Stomiidae","Melanostomiinae",NA,NA,NA,NA,NA,NA,NA,NA,"Melanostomiinae unid."
22401,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Stenopterygii","Stomiiformes","Photichthyoidei",NA,NA,"Stomiidae","Melanostomiinae",NA,NA,"Flagellostomias",NA,NA,NA,"boureei",NA,"Flagellostomias boureei"
22410,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Stenopterygii","Stomiiformes","Photichthyoidei",NA,NA,"Stomiidae","Melanostomiinae",NA,NA,"Tactostoma",NA,NA,NA,"macropus",NA,"Tactostoma macropus"
22420,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Stenopterygii","Stomiiformes","Photichthyoidei",NA,NA,"Stomiidae","Melanostomiinae",NA,NA,"Bathophilus",NA,NA,NA,"flemingi",NA,"Bathophilus flemingi"
22450,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Stenopterygii","Stomiiformes","Photichthyoidei",NA,NA,"Stomiidae","Astronesthinae",NA,NA,"Borostomias",NA,NA,NA,"panamensis",NA,"Borostomias panamensis"
22461,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Perciformes","Percoidei",NA,NA,"Caristiidae",NA,NA,NA,"Caristius",NA,NA,NA,"macropus",NA,"Caristius macropus"
22500,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Paracanthopterygii","Gadiformes",NA,NA,NA,"Merlucciidae","Merlucciinae",NA,NA,"Merluccius",NA,NA,NA,"productus",NA,"Merluccius productus"
22501,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Paracanthopterygii","Gadiformes",NA,NA,NA,"Merlucciidae","Merlucciinae",NA,NA,"Merluccius",NA,NA,NA,"productus",NA,"Merluccius productus"
22502,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Paracanthopterygii","Gadiformes",NA,NA,NA,"Merlucciidae","Merlucciinae",NA,NA,"Merluccius",NA,NA,NA,"productus",NA,"Merluccius productus"
22570,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Cyclosquamata","Aulopiformes","Alepisauroidei",NA,NA,"Paralepididae",NA,NA,NA,"Anotopterus",NA,NA,NA,"nikparini",NA,"Anotopterus nikparini"
22582,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Acanthopterygii","Tetraodontiformes","Tetraodontoidei",NA,NA,"Molidae",NA,NA,NA,"Mola",NA,NA,NA,"mola",NA,"Mola mola"
22595,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Neoscopelidae",NA,NA,NA,"Scopelengys",NA,NA,NA,"tristis",NA,"Scopelengys tristis"
22600,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myctophidae unid."
22601,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Stenobrachius",NA,NA,NA,NA,NA,"Stenobrachius sp."
22602,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Stenobrachius",NA,NA,NA,"leucopsarus",NA,"Stenobrachius leucopsarus"
22603,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Stenobrachius",NA,NA,NA,"nannochir",NA,"Stenobrachius nannochir"
22609,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Diaphus",NA,NA,NA,NA,NA,"Diaphus sp."
22610,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Diaphus",NA,NA,NA,"theta",NA,"Diaphus theta"
22620,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Lampanyctus",NA,NA,NA,NA,NA,"Lampanyctus sp."
22623,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Nannobrachium",NA,NA,NA,"ritteri",NA,"Nannobrachium ritteri"
22624,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Nannobrachium",NA,NA,NA,"regale",NA,"Nannobrachium regale"
22625,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Lampanyctus",NA,NA,NA,"jordani",NA,"Lampanyctus jordani"
22626,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Nannobrachium",NA,NA,NA,NA,NA,"Nannobrachium sp."
22627,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Nannobrachium",NA,NA,NA,"nigrum",NA,"Nannobrachium nigrum"
22630,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Ceratoscopelus",NA,NA,NA,"townsendi",NA,"Ceratoscopelus townsendi"
22640,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Myctophinae",NA,NA,"Hygophum",NA,NA,NA,"reinhardtii",NA,"Hygophum reinhardtii"
22642,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Lampanyctinae",NA,NA,"Notoscopelus",NA,NA,NA,"resplendens",NA,"Notoscopelus resplendens"
22647,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Myctophinae",NA,NA,"Protomyctophum",NA,NA,NA,"crockeri",NA,"Protomyctophum crockeri"
22648,"Animalia",NA,"Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei",NA,NA,"Scopelomorpha","Myctophiformes",NA,NA,NA,"Myctophidae","Myctophinae",NA,NA,"Protomyctophum",NA,NA,NA,NA,NA,"Protomyctophum sp."
44079,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Errinopora",NA,NA,NA,"pourtalesi",NA,"Errinopora pourtalesi"
44080,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Errinopora",NA,NA,NA,"zarhyncha",NA,"Errinopora zarhyncha"
44081,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Errinopora",NA,NA,NA,NA,NA,"Errinopora sp."
44082,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Errinopora",NA,NA,NA,"nanneca",NA,"Errinopora nanneca"
44083,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"sp. B",NA,"Plumarella sp. B"
44084,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Isididae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isididae unid."
44085,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Isididae",NA,NA,NA,"Isidella",NA,NA,NA,NA,NA,"Isidella sp."
44087,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Thouarella",NA,NA,NA,NA,NA,"Thouarella sp."
44088,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Isididae",NA,NA,NA,"Keratoisis",NA,NA,NA,NA,NA,"Keratoisis sp."
44089,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Fanellia",NA,NA,NA,NA,NA,"Fanellia sp."
44090,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Fanellia",NA,NA,NA,"compressa",NA,"Fanellia compressa"
44091,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Fanellia",NA,NA,NA,"fraseri",NA,"Fanellia fraseri"
44092,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Holaxonia",NA,NA,"Plexauridae",NA,NA,NA,"Muriceides",NA,NA,NA,"nigra",NA,"Muriceides nigra"
44093,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Holaxonia",NA,NA,"Plexauridae",NA,NA,NA,"Muriceides",NA,NA,NA,NA,NA,"Muriceides sp."
44094,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Amphilaphis",NA,NA,NA,NA,NA,"Amphilaphis sp."
44095,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"sp. A",NA,"Plumarella sp. A"
44096,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"sp. B",NA,"Plumarella sp. B"
44097,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"nuttingi",NA,"Plumarella nuttingi"
44098,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Arthrogorgia",NA,NA,NA,NA,NA,"Arthrogorgia sp."
44099,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Arthrogorgia",NA,NA,NA,"utinomi",NA,"Arthrogorgia utinomi"
44100,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Holaxonia",NA,NA,"Acanthogorgiidae",NA,NA,NA,"Acanthogorgia",NA,NA,NA,NA,NA,"Acanthogorgia sp."
44101,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"aleutiana",NA,"Plumarella aleutiana"
44103,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"hapala",NA,"Plumarella hapala"
44104,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"sp. D",NA,"Plumarella sp. D"
44105,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Scleraxonia",NA,NA,"Anthothelidae",NA,NA,NA,"Anthothela",NA,NA,NA,"grandiflora",NA,"Anthothela grandiflora"
44106,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Thouarella",NA,NA,NA,"cristata",NA,"Thouarella cristata"
44107,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Primnoa",NA,NA,NA,"wingi",NA,"Primnoa wingi"
44108,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Primnoa",NA,NA,NA,"sp. 1 (Clark, 2006)",NA,"Primnoa sp. 1 (Clark, 2006)"
44109,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"spicata",NA,"Plumarella spicata"
44110,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Isididae",NA,NA,NA,"Lepidisis",NA,NA,NA,NA,NA,"Lepidisis sp."
44111,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Plumarella",NA,NA,NA,"robusta",NA,"Plumarella robusta"
44114,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Arthrogorgia",NA,NA,NA,"otsukai",NA,"Arthrogorgia otsukai"
44115,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Calcaxonia",NA,NA,"Primnoidae",NA,NA,NA,"Arthrogorgia",NA,NA,NA,"kinoshitai",NA,"Arthrogorgia kinoshitai"
44116,"Animalia",NA,"Cnidaria",NA,NA,"Anthozoa","Octocorallia",NA,NA,NA,NA,"Alcyonacea","Holaxonia",NA,NA,"Acanthogorgiidae",NA,NA,NA,"Acanthogorgia",NA,NA,NA,NA,NA,"Acanthogorgia sp."
44120,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Errinopora",NA,NA,NA,"fisheri",NA,"Errinopora fisheri"
44121,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Errinopora",NA,NA,NA,"dichotoma",NA,"Errinopora dichotoma"
44122,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Stylaster",NA,NA,NA,"crassiseptum",NA,"Stylaster crassiseptum"
44123,"Animalia",NA,"Cnidaria",NA,NA,"Hydrozoa","Hydroidolina",NA,NA,NA,NA,"Anthoathecatae",NA,NA,NA,"Stylasteridae",NA,NA,NA,"Stylaster",NA,NA,NA,"leptostylus",NA,"Stylaster leptostylus"
45000,"Animalia",NA,"Ctenophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophora unid."
45005,"Animalia",NA,"Ctenophora",NA,NA,"Nuda",NA,NA,NA,NA,NA,"Beroida",NA,NA,NA,"Beroidae",NA,NA,NA,"Beroe",NA,NA,NA,NA,NA,"Beroe sp."
45010,"Animalia",NA,"Ctenophora",NA,NA,"Nuda",NA,NA,NA,NA,NA,"Beroida",NA,NA,NA,"Beroidae",NA,NA,NA,"Beroe",NA,NA,NA,"abyssicola",NA,"Beroe abyssicola"
50000,"Animalia",NA,"Annelida",NA,NA,"Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polychaeta unid."
50001,"Animalia",NA,"Annelida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Annelida unid."
50005,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Eunicida",NA,NA,"Eunicidae",NA,NA,NA,"Eunice",NA,NA,NA,"valens",NA,"Eunice valens"
50010,"Animalia",NA,"Annelida",NA,NA,"Polychaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polychaeta unid."
50013,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Canalipalpata","Spionida",NA,NA,"Chaetopteridae",NA,NA,NA,"Chaetopterus",NA,NA,NA,NA,NA,"Chaetopterus sp."
50020,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata",NA,NA,NA,"Spintheridae",NA,NA,NA,"Spinther",NA,NA,NA,"alaskensis",NA,"Spinther alaskensis"
50021,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata",NA,NA,NA,"Spintheridae",NA,NA,NA,"Spinther",NA,NA,NA,"sp. A (Clark 2006)",NA,"Spinther sp. A (Clark 2006)"
50050,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Canalipalpata","Terebellida",NA,NA,"Ampharetidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ampharetidae unid."
50100,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Canalipalpata","Sabellida",NA,NA,"Oweniidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oweniidae unid."
50160,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Aphroditidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aphroditidae unid."
50161,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Aphroditidae",NA,NA,NA,"Aphrodita",NA,NA,NA,NA,NA,"Aphrodita sp."
50190,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Aphroditidae",NA,NA,NA,"Aphrodita",NA,NA,NA,"japonica",NA,"Aphrodita japonica"
50192,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Aphroditidae",NA,NA,NA,"Aphrodita",NA,NA,NA,"negligens",NA,"Aphrodita negligens"
50201,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Polynoidae",NA,NA,NA,"Halosydna",NA,NA,NA,"brevisetosa",NA,"Halosydna brevisetosa"
50205,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Eunicida",NA,NA,"Euphrosinidae",NA,NA,NA,"Euphrosine",NA,NA,NA,"multibranchiata",NA,"Euphrosine multibranchiata"
50215,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Eunicida",NA,NA,"Onuphidae",NA,NA,NA,"Nothria",NA,NA,NA,"conchylega",NA,"Nothria conchylega"
50220,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Scolecida",NA,NA,NA,NA,NA,NA,NA,NA,"Opheliidae",NA,NA,NA,"Travisia",NA,NA,NA,NA,NA,"Travisia sp."
50221,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Scolecida",NA,NA,NA,NA,NA,NA,NA,NA,"Opheliidae",NA,NA,NA,"Travisia",NA,NA,NA,"pupa",NA,"Travisia pupa"
50301,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Polynoidae",NA,NA,NA,"Arctonoe",NA,NA,NA,"vittata",NA,"Arctonoe vittata"
52715,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Glyceridae",NA,NA,NA,"Glycera",NA,NA,NA,NA,NA,"Glycera sp."
53700,"Animalia",NA,"Annelida",NA,NA,"Polychaeta","Palpata",NA,NA,NA,NA,"Aciculata","Phyllodocida",NA,NA,"Nephtyidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nephtyidae unid."
