"Hauljoin","Predjoin","Pred_nodc","Pred_name","Prey_nodc","Prey_name","Prey_cnt","Prey_twt","Pred_stomwt","Pred_len","Pred_full","Pred_wt","Pred_lh","Pred_dig","Prey_lh","Pred_sex","Prey_parts","Vessel","Cruise","Haul","Cruise_type","Rlat","Rlong","Year","Month","Day","Region","Gear_depth","Bottom_depth","Start_hour","Surface_temp","Gear_temp","INPFC_area","Stationid","Start_date","Stratum"
11011846,9783705,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.12,2.75,43,4,1002.6,8,4,"C",2,NA,95,199401,97,"Race_Groundfish",51.87,-174.95,1994,6,30,"AI",274,156,10,5.8,4.5,541,"201-21","1994-06-30",612
11011846,9783705,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,2.6,2.75,43,4,1002.6,8,3,"C",2,NA,95,199401,97,"Race_Groundfish",51.87,-174.95,1994,6,30,"AI",274,156,10,5.8,4.5,541,"201-21","1994-06-30",612
11011532,9783692,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.735e+09,"Teleostei (fish)",NA,3.2,22.67,49,7,1575.6,8,2,"C",2,"8",95,199401,76,"Race_Groundfish",52.2,-172.69,1994,6,20,"AI",307,174,15,4.5,4.1,541,"231-29","1994-06-20",622
11011532,9783693,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",0,"Empty",NA,0,0,45,1,1173.4,8,1,NA,2,NA,95,199401,76,"Race_Groundfish",52.2,-172.69,1994,6,20,"AI",307,174,15,4.5,4.1,541,"231-29","1994-06-20",622
11011843,9783694,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.04,14.44,43,6,1002.6,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783694,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.04,14.44,43,6,1002.6,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783694,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,14.36,14.44,43,6,1002.6,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783695,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,6.63,6.63,44,5,1085.6,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783696,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.02,7.08,42,5,924.2,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783696,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,7.02,7.08,42,5,924.2,8,5,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783696,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.04,7.08,42,5,924.2,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783697,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,1.6,21.41,44,7,1085.6,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783697,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,19.81,21.41,44,7,1085.6,8,5,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783698,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.36,81.7,45,7,1173.4,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783698,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,81.34,81.7,45,7,1173.4,8,5,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11011843,9783699,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.16,32.92,45,7,1173.4,8,4,"C",2,NA,95,199401,94,"Race_Groundfish",51.88,-174.55,1994,6,29,"AI",252,145,15,5.2,4.3,541,"207-21","1994-06-29",612
11013391,9783986,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.179e+09,"Caridea (shrimp)",NA,0.01,0.58,30,3,307.6,8,5,"C",1,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783986,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.01,0.58,30,3,307.6,8,4,"C",1,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783986,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.01,0.58,30,3,307.6,8,4,"C",1,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783987,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.08,2.13,31,5,323.1,8,4,"C",2,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783987,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,1.93,2.13,31,5,323.1,8,4,"C",2,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783987,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.01,2.13,31,5,323.1,8,4,"C",2,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783987,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.11,2.13,31,5,323.1,8,5,"C",2,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783988,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.78,0.87,32,3,373.1,8,3,"C",3,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783988,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.179e+09,"Caridea (shrimp)",NA,0.04,0.87,32,3,373.1,8,5,"C",3,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783988,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.03,0.87,32,3,373.1,8,4,"C",3,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783988,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.02,0.87,32,3,373.1,8,4,"C",3,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013391,9783989,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.45,0.51,31,3,345.5,8,3,"C",1,NA,95,199401,206,"Race_Groundfish",53.07,172.85,1994,8,1,"AI",157,92,11,8.5,4.1,543,"39-48","1994-08-01",211
11013383,9783947,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,1.12,1.27,38,3,711.1,8,4,"C",1,NA,95,199401,198,"Race_Groundfish",52.94,170.99,1994,7,30,"AI",324,183,10,8.4,3.8,543,"14-45","1994-07-30",213
11013383,9783947,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.1e+09,"Gastropoda (snail)",NA,0.03,1.27,38,3,711.1,8,5,"C",1,NA,95,199401,198,"Race_Groundfish",52.94,170.99,1994,7,30,"AI",324,183,10,8.4,3.8,543,"14-45","1994-07-30",213
11012597,9783887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",NA,0.03,1.09,36,3,542.1,8,5,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783887,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.735e+09,"Teleostei (fish)",1,0.02,1.09,36,3,542.1,8,3,"6",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783888,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,6.11,6.59,35,6,491.7,8,4,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783888,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.16,6.59,35,6,491.7,8,4,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783888,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.2,6.59,35,6,491.7,8,3,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783888,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.413e+09,"Copelata (larvacea)",NA,0.04,6.59,35,6,491.7,8,3,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783888,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.08,6.59,35,6,491.7,8,5,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783889,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,3.81,4.17,39,5,715.1,8,4,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783889,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",NA,0.08,4.17,39,5,715.1,8,5,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783889,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.04,4.17,39,5,715.1,8,2,"C",2,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11012597,9783884,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.705e+09,"Teuthida (squid)",NA,0.06,3.7,37,5,646.9,8,4,"C",1,NA,95,199401,172,"Race_Groundfish",51.87,177.81,1994,7,21,"AI",179,103,13,5.8,4.8,542,"105-21","1994-07-21",412
11011310,9783681,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.16,11.86,42,5,1014,8,5,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783682,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,11.51,17.11,46,6,1266.1,8,4,"C",2,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783682,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,3.2,17.11,46,6,1266.1,8,4,"C",2,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783682,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8735010000,"Non-gadoid fish remains",NA,2.4,17.11,46,6,1266.1,8,3,"C",2,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783683,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.113e+09,"Thecosomata (pteropod)",NA,0.32,39.83,42,7,1014,8,3,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783683,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,38.23,39.83,42,7,1014,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783683,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.96,39.83,42,7,1014,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011309,9783662,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.735e+09,"Teleostei (fish)",NA,3.04,52.67,42,7,924.2,8,3,"C",2,"8",95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783662,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.16,52.67,42,7,924.2,8,4,"C",2,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011310,9783675,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.113e+09,"Thecosomata (pteropod)",NA,0.08,25.91,42,7,1014,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783675,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,25.43,25.91,42,7,1014,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783675,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.16,25.91,42,7,1014,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783675,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.16,25.91,42,7,1014,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783675,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.179e+09,"Caridea (shrimp)",NA,0.08,25.91,42,7,1014,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783676,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.68,12.64,41,6,931,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783676,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.169e+09,"Gammaridea (amphipod)",NA,0.04,12.64,41,6,931,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783676,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.16,12.64,41,6,931,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783676,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8735010000,"Non-gadoid fish remains",NA,11.76,12.64,41,6,931,8,3,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783677,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,22.31,22.79,39,7,779.7,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783677,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.17e+09,"Hyperiidea (amphipod)",NA,0.16,22.79,39,7,779.7,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783677,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.32,22.79,39,7,779.7,8,3,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783678,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.705e+09,"Teuthida (squid)",NA,2.49,7.6,43,5,1102.2,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783678,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.118e+09,"Calanoida (copepod)",NA,0.03,7.6,43,5,1102.2,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011310,9783678,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6.174e+09,"Euphausiacea (euphausiid)",NA,0.04,7.6,43,5,1102.2,8,4,"C",1,NA,95,199401,57,"Race_Groundfish",52.22,-172.84,1994,6,17,"AI",300,172,7,5.3,3.6,541,"229-29","1994-06-17",522
11011309,9783658,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",6170011000,"Themisto sp. (amphipod)",NA,0.64,6.78,40,5,852.9,8,4,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11011309,9783659,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",5.113e+09,"Thecosomata (pteropod)",NA,0.16,15.25,41,7,931,8,3,"C",1,NA,95,199401,56,"Race_Groundfish",52.25,-172.87,1994,6,16,"AI",293,168,16,5.7,3.5,541,"229-30","1994-06-16",522
11012592,9783853,8827010501,"Pleurogrammus monopterygius (Atka mackerel)",8.3e+09,"Chaetognatha (arrow worm)",NA,0.02,5.21,35,5,531.2,8,3,"C",1,NA,95,199401,167,"Race_Groundfish",51.91,178.42,1994,7,19,"AI",168,97,21,6.6,4.1,542,"113-22","1994-07-19",321
