"year","model","race_group","stratum_bin","wgtcpue","numcpue","area","stations","bottom_temp_mean","surface_temp_mean","bio_t_km2","bio_tons","nn","tl","bb","ss91","qq","guild","b_index","bio_tons_q","bio_t_km2_q"
1990,"WGOA","Anemones","Shumagin_slope",24.2351037675048,22.9583095006949,9261.873,15,NA,7.72,0.00161567358450032,14.9641635490967,96,2.525,0.08886787,"0.036675964",2.423054807,"Structural epifauna","n/a",36.258988420373,0.00391486564546642
1990,"WGOA","Arrowtooth","Chirikof_gully",1148346.1972612,1541022.17696045,21121.824,83,5.10666666666667,10.2422222222222,13.8354963525445,292230.918911087,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",261823.724578175,12.3958861023638
1990,"WGOA","Arrowtooth","Chirikof_shelf",801786.599586974,795382.330615834,38780.307,64,5.775,10.5282051282051,12.5279156185465,485836.413757327,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",435284.191897398,11.2243616817525
1990,"WGOA","Arrowtooth","Chirikof_slope",6880.58542514608,4170.96967182776,8151.034,9,4.4,10.5333333333333,0.764509491682898,6231.54286003002,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",5583.1387300192,0.684960795160369
1990,"WGOA","Arrowtooth","Kodiak_gully",761110.682557391,744283.06662873,17779.462,58,5.31764705882353,11.9282051282051,13.1225979751274,233312.732040055,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",209036.089411275,11.7571661848528
1990,"WGOA","Arrowtooth","Kodiak_shelf",1235117.16652226,1483840.50105066,73935.803,145,6.05357142857143,12.243,8.51804942429146,629788.824178677,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",564258.074602778,7.63172984816
1990,"WGOA","Arrowtooth","Kodiak_slope",17885.9438981243,12481.0896766402,9773.081,12,4.82,12.55,1.49049532484369,14566.7315398187,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",13051.0348490747,1.33540639324228
1990,"WGOA","Arrowtooth","Shumagin_gully",220786.946913357,365237.955504194,6523.558,21,3.93333333333333,8.63076923076923,10.5136641387313,68586.4978015335,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",61449.9395788917,9.41969697807419
1990,"WGOA","Arrowtooth","Shumagin_shelf",342832.675354686,572019.777018248,49442.31,99,3.9,6.83333333333333,3.462956316714,171216.559727432,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",153401.14435645,3.10262899036169
1990,"WGOA","Arrowtooth","Shumagin_slope",4137.21966875931,5429.82364288927,9261.873,15,NA,7.72,0.275814644583954,2554.56020967672,37,4.324494625,5.766471,"6.436166631",0.895948059,"Apex predators","good index",2288.75326145849,0.247115595458768
1990,"WGOA","Atka mackerel","Chirikof_shelf",27.5258563049177,20.2247290998661,38780.307,64,5.775,10.5282051282051,0.000430091504764339,16.679080592853,68,3.526269014,0.4544861,"0.100248454",4.533597079,"Pelagic foragers","good index",75.6162310561642,0.00194986158970232
1990,"WGOA","Atka mackerel","Shumagin_shelf",87105.2295914443,115443.452003838,49442.31,99,3.9,6.83333333333333,0.879850803953982,43501.856202842,68,3.526269014,0.4544861,"0.100248454",4.533597079,"Pelagic foragers","good index",197219.888212283,3.98888903476158
1990,"WGOA","Bairdi","Chirikof_gully",65.7805737819375,301.182049102914,21121.824,83,5.10666666666667,10.2422222222222,0.000792537033517319,16.7398277354349,84,3.411025005,0.664471848,"0.011448588",58.03963471,"Motile epifauna","n/a",971.573486872969,0.0459985599194922
1990,"WGOA","Bairdi","Chirikof_shelf",91.1808666497861,374.609892302695,38780.307,64,5.775,10.5282051282051,0.00142470104140291,55.2503437688245,84,3.411025005,0.664471848,"0.011448588",58.03963471,"Motile epifauna","n/a",3206.7097699445,0.0826891280139814
1990,"WGOA","Bairdi","Chirikof_slope",35.8580204007987,208.61619685899,8151.034,9,4.4,10.5333333333333,0.00398422448897763,32.4755492732893,84,3.411025005,0.664471848,"0.011448588",58.03963471,"Motile epifauna","n/a",1884.86901682832,0.231242933942898
1990,"WGOA","Bairdi","Kodiak_gully",715.767025667693,3443.51035587587,17779.462,58,5.31764705882353,11.9282051282051,0.012340810787374,219.412976443306,84,3.411025005,0.664471848,"0.011448588",58.03963471,"Motile epifauna","n/a",12734.6490034033,0.716256150124415
1990,"WGOA","Bairdi","Kodiak_shelf",1126.85669658757,5175.26791680171,73935.803,145,6.05357142857143,12.243,0.0077714254937074,574.586584331928,84,3.411025005,0.664471848,"0.011448588",58.03963471,"Motile epifauna","n/a",33348.7954638917,0.451050696830759
1990,"WGOA","Bairdi","Shumagin_gully",81.2270097106754,201.565684757781,6523.558,21,3.93333333333333,8.63076923076923,0.0038679528433655,25.2328147149597,84,3.411025005,0.664471848,"0.011448588",58.03963471,"Motile epifauna","n/a",1464.50334876138,0.224494570104439
1990,"WGOA","Bairdi","Shumagin_shelf",129.028420367834,452.781719034389,49442.31,99,3.9,6.83333333333333,0.00130331737745287,64.4390218044116,84,3.411025005,0.664471848,"0.011448588",58.03963471,"Motile epifauna","n/a",3740.01728659777,0.0756440644985595
1990,"WGOA","Bathylagidae","Chirikof_slope",0.991957385863399,44.0869949272622,8151.034,9,4.4,10.5333333333333,0.000110217487318155,0.898386486524854,77,3.5225,0.073140497,"#N/A",0,"Pelagic foragers","poor survey est",0,0
1990,"WGOA","Bathylagidae","Kodiak_shelf",3.83057993212212,378.848564715375,73935.803,145,6.05357142857143,12.243,2.6417792635325e-05,1.95322071198024,77,3.5225,0.073140497,"#N/A",0,"Pelagic foragers","poor survey est",0,0
1990,"WGOA","Bathylagidae","Shumagin_slope",15.237859697968,424.171630642411,9261.873,15,NA,7.72,0.00101585731319787,9.40874142095988,77,3.5225,0.073140497,"#N/A",0,"Pelagic foragers","poor survey est",0,0
1990,"WGOA","Big skate","Chirikof_gully",312.947693373353,22.9973319645321,21121.824,83,5.10666666666667,10.2422222222222,0.00377045413702835,79.6388686823848,51,4.339791085,0.106,"0.075809129",1.398248487,"Apex predators","good index",111.354927641536,0.00527203179240279
1990,"WGOA","Big skate","Chirikof_shelf",6434.03717629281,264.161522141375,38780.307,64,5.775,10.5282051282051,0.100531830879575,3898.65526478201,51,4.339791085,0.106,"0.075809129",1.398248487,"Apex predators","good index",5451.28882531602,0.140568480422706
1990,"WGOA","Big skate","Kodiak_gully",479.496209316079,21.1418081709029,17779.462,58,5.31764705882353,11.9282051282051,0.00826717602269101,146.985941942746,51,4.339791085,0.106,"0.075809129",1.398248487,"Apex predators","good index",205.522870931714,0.0115595663654904
1990,"WGOA","Big skate","Kodiak_shelf",4426.13354537803,287.029870108377,73935.803,145,6.05357142857143,12.243,0.0305250589336416,2256.89474388111,51,4.339791085,0.106,"0.075809129",1.398248487,"Apex predators","good index",3155.69966095002,0.0426816174695501
1990,"WGOA","Big skate","Shumagin_gully",426.179958791159,23.199780010406,6523.558,21,3.93333333333333,8.63076923076923,0.0202942837519599,132.390937124368,51,4.339791085,0.106,"0.075809129",1.398248487,"Apex predators","good index",185.11542752666,0.0283764515509267
1990,"WGOA","Big skate","Shumagin_shelf",4609.0596584972,207.923175102804,49442.31,99,3.9,6.83333333333333,0.0465561581666384,2301.84400448397,51,4.339791085,0.106,"0.075809129",1.398248487,"Apex predators","good index",3218.54989657973,0.0650970777170348
1990,"WGOA","Bivalves","Chirikof_gully",31.2527802971463,538.781507381332,21121.824,83,5.10666666666667,10.2422222222222,0.000376539521652365,7.95320150538543,102,2.525,14.67153669,"0.003052307",4806.703352,"Infauna","n/a",38228.6803350676,1.8099137808869
1990,"WGOA","Bivalves","Chirikof_shelf",320.892902734473,2966.37867176726,38780.307,64,5.775,10.5282051282051,0.00501395160522613,194.442582533812,102,2.525,14.67153669,"0.003052307",4806.703352,"Infauna","n/a",934627.813236812,24.1005779876062
1990,"WGOA","Bivalves","Kodiak_gully",24.5842452364691,474.166273717083,17779.462,58,5.31764705882353,11.9282051282051,0.000423866297180502,7.53611472380145,102,2.525,14.67153669,"0.003052307",4806.703352,"Infauna","n/a",36223.867903953,2.03739955145735
1990,"WGOA","Bivalves","Kodiak_shelf",819.227912415014,14334.9587097398,73935.803,145,6.05357142857143,12.243,0.00564984767182769,417.72602444426,102,2.525,14.67153669,"0.003052307",4806.703352,"Infauna","n/a",2007885.08191386,27.1571417424635
1990,"WGOA","Bivalves","Shumagin_shelf",328.128000752973,4281.81748551055,49442.31,99,3.9,6.83333333333333,0.00331442425003003,163.872791241502,102,2.525,14.67153669,"0.003052307",4806.703352,"Infauna","n/a",787687.894962126,15.9314541525694
1990,"WGOA","Brittle stars","Chirikof_gully",144.057386253832,1027.09300130753,21121.824,83,5.10666666666667,10.2422222222222,0.00173563115968472,36.6596958837766,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",35653.3698294093,1.68798726044726
1990,"WGOA","Brittle stars","Chirikof_shelf",82.9391963166064,339.70520943139,38780.307,64,5.775,10.5282051282051,0.00129592494244698,50.256367117051,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",48876.8059829905,1.26035118760124
1990,"WGOA","Brittle stars","Chirikof_slope",23.6902142384892,131.089924454624,8151.034,9,4.4,10.5333333333333,0.0026322460264988,21.4555268583566,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",20866.5624611561,2.55998962354422
1990,"WGOA","Brittle stars","Kodiak_gully",292.080527663442,4244.35136105371,17779.462,58,5.31764705882353,11.9282051282051,0.00503587116661107,89.5350800436572,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",87077.2995941563,4.89763411255956
1990,"WGOA","Brittle stars","Kodiak_shelf",468.82391205583,54219.912696328,73935.803,145,6.05357142857143,12.243,0.00323326835900572,239.05429243758,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",232492.138631096,3.14451360771853
1990,"WGOA","Brittle stars","Kodiak_slope",22.3198492545661,532.093209868694,9773.081,12,4.82,12.55,0.00185998743788051,18.1778078893886,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",17678.8184338195,1.80892989977465
1990,"WGOA","Brittle stars","Shumagin_gully",62.8404066604815,70.5445973800845,6523.558,21,3.93333333333333,8.63076923076923,0.00299240031716579,19.5210970282494,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",18985.2336481592,2.91025750796716
1990,"WGOA","Brittle stars","Shumagin_shelf",112.334301324014,394.15563374617,49442.31,99,3.9,6.83333333333333,0.00113468991236377,56.1016904009626,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",54561.6723679837,1.10354213563209
1990,"WGOA","Brittle stars","Shumagin_slope",877.263240220305,0,9261.873,15,NA,7.72,0.058484216014687,541.673381232597,90,2.15,4.544021,"0.004672277",972.5495253,"Motile epifauna","n/a",526804.189785408,56.8787965226265
1990,"WGOA","Capelin","Chirikof_gully",14.1075312538923,1223.34882643459,21121.824,83,5.10666666666667,10.2422222222222,0.000169970256070991,3.59008183396641,79,3.5225,6.716609253,"0.000305884",21958.00984,"Pelagic foragers","poor index",78831.0522366397,3.73220855531415
1990,"WGOA","Capelin","Chirikof_shelf",20.6354528383414,1818.40014028963,38780.307,64,5.775,10.5282051282051,0.000322428950599084,12.5038936899203,79,3.5225,6.716609253,"0.000305884",21958.00984,"Pelagic foragers","poor index",274560.620681584,7.07989806995556
1990,"WGOA","Capelin","Kodiak_gully",1.94939311215148,21.4219023313349,17779.462,58,5.31764705882353,11.9282051282051,3.36102260715772e-05,0.597571737251016,79,3.5225,6.716609253,"0.000305884",21958.00984,"Pelagic foragers","poor index",13121.4860866637,0.738013674804317
1990,"WGOA","Capelin","Kodiak_shelf",218.700802239808,28712.2060576709,73935.803,145,6.05357142857143,12.243,0.00150828139475729,111.515996071341,79,3.5225,6.716609253,"0.000305884",21958.00984,"Pelagic foragers","poor index",2448669.3390519,33.1188577075696
1990,"WGOA","Corals","Chirikof_gully",1.01821242626445,0,21121.824,83,5.10666666666667,10.2422222222222,1.22676195935476e-05,0.259114501953864,97,2.525,0.005190301,"0.02466631",0.210420647,"Structural epifauna","n/a",0.0545230411482148,2.58136045202416e-06
1990,"WGOA","Corals","Chirikof_shelf",1.28782410955548,28.6183135456774,38780.307,64,5.775,10.5282051282051,2.01222517118044e-05,0.780347098915051,97,2.525,0.005190301,"0.02466631",0.210420647,"Structural epifauna","n/a",0.164201141438278,4.23413722429474e-06
1990,"WGOA","Corals","Kodiak_shelf",936.061918954258,0,73935.803,145,6.05357142857143,12.243,0.00645559944106385,477.299928521407,97,2.525,0.005190301,"0.02466631",0.210420647,"Structural epifauna","n/a",100.433759772528,0.00135839141116149
1990,"WGOA","Corals","Shumagin_gully",7.74233673960602,0,6523.558,21,3.93333333333333,8.63076923076923,0.000368682701886001,2.40512298935004,97,2.525,0.005190301,"0.02466631",0.210420647,"Structural epifauna","n/a",0.506087535533609,7.75784526685604e-05
1990,"WGOA","Corals","Shumagin_shelf",620.051189321674,0,49442.31,99,3.9,6.83333333333333,0.00626314332648156,309.664273922332,97,2.525,0.005190301,"0.02466631",0.210420647,"Structural epifauna","n/a",65.1597568715224,0.00131789467101198
1990,"WGOA","Corals","Shumagin_slope",53.4273101186802,0,9261.873,15,NA,7.72,0.00356182067457868,32.9891307367221,97,2.525,0.005190301,"0.02466631",0.210420647,"Structural epifauna","n/a",6.94159423358865,0.000749480610842823
1990,"WGOA","Dogfish","Chirikof_gully",79.1319150398929,43.622885909533,21121.824,83,5.10666666666667,10.2422222222222,0.000953396566745698,20.1374744850069,29,4.292806209,0.09010817,"#N/A",0,"Apex predators","poor survey est",0,0
1990,"WGOA","Dogfish","Chirikof_shelf",224.057740007943,58.1137958780814,38780.307,64,5.775,10.5282051282051,0.00350090218762411,135.766061613035,29,4.292806209,0.09010817,"#N/A",0,"Apex predators","poor survey est",0,0
1990,"WGOA","Dogfish","Kodiak_gully",2981.33651814184,1154.72447040983,17779.462,58,5.31764705882353,11.9282051282051,0.0514023537610661,913.906195405433,29,4.292806209,0.09010817,"#N/A",0,"Apex predators","poor survey est",0,0
1990,"WGOA","Dogfish","Kodiak_shelf",22891.5538983826,8552.7730370329,73935.803,145,6.05357142857143,12.243,0.157872785506087,11672.4511682393,29,4.292806209,0.09010817,"#N/A",0,"Apex predators","poor survey est",0,0
1990,"WGOA","Dogfish","Shumagin_shelf",624.056470077102,216.411940543695,49442.31,99,3.9,6.83333333333333,0.00630360070784951,311.664580313715,29,4.292806209,0.09010817,"#N/A",0,"Apex predators","poor survey est",0,0
1990,"WGOA","Dogfish","Shumagin_slope",64.4724871336453,28.427022545699,9261.873,15,NA,7.72,0.00429816580890969,39.8090658550638,29,4.292806209,0.09010817,"#N/A",0,"Apex predators","poor survey est",0,0
1990,"WGOA","Dover Sole","Chirikof_gully",21667.7300526277,26932.4120343773,21121.824,83,5.10666666666667,10.2422222222222,0.261056988585876,5513.99976688087,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",4225.68153947798,0.200062340235293
1990,"WGOA","Dover Sole","Chirikof_shelf",22120.5920632197,19492.0141585386,38780.307,64,5.775,10.5282051282051,0.345634250987808,13403.8023630223,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",10272.071563085,0.264878551969303
1990,"WGOA","Dover Sole","Chirikof_slope",2413.90976071415,2732.2480562197,8151.034,9,4.4,10.5333333333333,0.268212195634905,2186.20672583477,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",1675.4105537564,0.205545769255337
1990,"WGOA","Dover Sole","Kodiak_gully",50642.2974269341,54103.0320519065,17779.462,58,5.31764705882353,11.9282051282051,0.873143059085071,15524.0138395668,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",11896.9063246018,0.669137588336577
1990,"WGOA","Dover Sole","Kodiak_shelf",91804.0961049884,112483.046301406,73935.803,145,6.05357142857143,12.243,0.633131697275782,46811.1004428379,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",35873.9229863705,0.485203670356708
1990,"WGOA","Dover Sole","Kodiak_slope",5434.2698080934,8362.09538018,9773.081,12,4.82,12.55,0.452855817341117,4425.79658419594,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",3391.73154044232,0.347048340276963
1990,"WGOA","Dover Sole","Shumagin_gully",743.65649012432,1044.67595887499,6523.558,21,3.93333333333333,8.63076923076923,0.0354122138154438,231.013630733449,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",177.038461376346,0.0271383287120841
1990,"WGOA","Dover Sole","Shumagin_shelf",1583.79357961169,1665.31882976126,49442.31,99,3.9,6.83333333333333,0.0159979149455727,790.973870092637,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",606.166815808667,0.0122600828280205
1990,"WGOA","Dover Sole","Shumagin_slope",2139.41810927279,3068.67745768054,9261.873,15,NA,7.72,0.142627873951519,1321.00125479898,46,3.370930694,0.3184661,"0.415559475",0.766355045,"Benthic foragers","good index",1012.35597606653,0.109303590760371
1990,"WGOA","Dusky Rock","Chirikof_gully",5395.31068287246,3973.56511566357,21121.824,83,5.10666666666667,10.2422222222222,0.0650037431671381,1372.99762251749,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",1372.99762251749,0.0650037431671381
1990,"WGOA","Dusky Rock","Chirikof_shelf",772.082554556415,738.557451353107,38780.307,64,5.775,10.5282051282051,0.012063789914944,467.837476485031,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",467.837476485031,0.012063789914944
1990,"WGOA","Dusky Rock","Chirikof_slope",82.4417392072512,61.9736595214811,8151.034,9,4.4,10.5333333333333,0.00916019324525013,74.6650465886042,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",74.6650465886042,0.00916019324525013
1990,"WGOA","Dusky Rock","Kodiak_gully",3566.20168307504,2816.46646946092,17779.462,58,5.31764705882353,11.9282051282051,0.0614862359150869,1093.19219497532,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",1093.19219497532,0.0614862359150869
1990,"WGOA","Dusky Rock","Kodiak_shelf",43950.9334443123,27614.609277919,73935.803,145,6.05357142857143,12.243,0.303109885822843,22410.6728055502,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",22410.6728055502,0.303109885822843
1990,"WGOA","Dusky Rock","Kodiak_slope",275.005407780266,150.179322232839,9773.081,12,4.82,12.55,0.0229171173150222,223.970843806214,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",223.970843806214,0.0229171173150222
1990,"WGOA","Dusky Rock","Shumagin_shelf",6546.80047347168,3961.55956433506,49442.31,99,3.9,6.83333333333333,0.0661292977118351,3269.58523755084,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",3269.58523755084,0.0661292977118351
1990,"WGOA","Dusky Rock","Shumagin_slope",87.3240251592647,49.7579960045991,9261.873,15,NA,7.72,0.00582160167728431,53.9189353915943,61,3.955910537,0.1395475,"#N/A",1,"Pelagic foragers","poor survey est",53.9189353915943,0.00582160167728431
1990,"WGOA","Eelpouts","Chirikof_gully",294.209943502864,1077.30890217434,21121.824,83,5.10666666666667,10.2422222222222,0.00354469811449234,74.870489707439,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",16533.9559981996,0.782790160461503
1990,"WGOA","Eelpouts","Chirikof_shelf",216.171331970457,942.334292148998,38780.307,64,5.775,10.5282051282051,0.00337767706203839,130.987353412707,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",28926.4721802819,0.745906219367524
1990,"WGOA","Eelpouts","Chirikof_slope",5.84820561188574,67.3371536968672,8151.034,9,4.4,10.5333333333333,0.00064980062354286,5.29654697571905,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",1169.65809868658,0.143498125352756
1990,"WGOA","Eelpouts","Kodiak_gully",186.486594787091,1094.77671340381,17779.462,58,5.31764705882353,11.9282051282051,0.00321528611701882,57.1660573366636,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",12624.2138964004,0.71004476380671
1990,"WGOA","Eelpouts","Kodiak_shelf",661.709393631677,4742.82596754491,73935.803,145,6.05357142857143,12.243,0.0045635130595288,337.407002557249,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",74510.9662774343,1.00777922541038
1990,"WGOA","Eelpouts","Kodiak_slope",5.24702302782447,68.7397262662564,9773.081,12,4.82,12.55,0.000437251918985373,4.27329842164949,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",943.68994174895,0.0965601269189266
1990,"WGOA","Eelpouts","Shumagin_gully",104.340643965141,489.528609864982,6523.558,21,3.93333333333333,8.63076923076923,0.00496860209357816,32.4129639363786,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",7157.8871941326,1.0972366911021
1990,"WGOA","Eelpouts","Shumagin_shelf",223.926796522664,1412.13126710658,49442.31,99,3.9,6.83333333333333,0.00226188683356226,111.832910009904,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",24696.5182207249,0.499501706549005
1990,"WGOA","Eelpouts","Shumagin_slope",4.69915559062315,80.3562653647679,9261.873,15,NA,7.72,0.000313277039374877,2.90153215250611,54,3.563349963,1.065057181,"0.004822884",220.8340838,"Motile epifauna","good index",640.757194514928,0.0691822479659275
1990,"WGOA","Eulachon","Chirikof_gully",13621.3612508643,606408.638504149,21121.824,83,5.10666666666667,10.2422222222222,0.164112786154992,3466.36138531538,81,3.5225,1.155334412,"0.108862201",10.61281515,"Pelagic foragers","good index",36787.85262545,1.74169866321441
1990,"WGOA","Eulachon","Chirikof_shelf",4392.71170691631,93064.0725689321,38780.307,64,5.775,10.5282051282051,0.0686361204205673,2661.72982119857,81,3.5225,1.155334412,"0.108862201",10.61281515,"Pelagic foragers","good index",28248.446571623,0.728422458636621
1990,"WGOA","Eulachon","Chirikof_slope",0.983174433409683,43.6966414848748,8151.034,9,4.4,10.5333333333333,0.000109241603712187,0.890432026072563,81,3.5225,1.155334412,"0.108862201",10.61281515,"Pelagic foragers","good index",9.44999049634809,0.00115936094688699
1990,"WGOA","Eulachon","Kodiak_gully",3705.00497303542,82133.3598406312,17779.462,58,5.31764705882353,11.9282051282051,0.0638793960868176,1135.74129530852,81,3.5225,1.155334412,"0.108862201",10.61281515,"Pelagic foragers","good index",12053.4124253309,0.677940222563029
1990,"WGOA","Eulachon","Kodiak_shelf",29940.998881189,687491.808061386,73935.803,145,6.05357142857143,12.243,0.206489647456476,15266.9778958815,81,3.5225,1.155334412,"0.108862201",10.61281515,"Pelagic foragers","good index",162025.614308126,2.19143645884425
1990,"WGOA","Eulachon","Shumagin_gully",1674.75805940573,60776.4556148051,6523.558,21,3.93333333333333,8.63076923076923,0.0797503837812251,520.256254119081,81,3.5225,1.155334412,"0.108862201",10.61281515,"Pelagic foragers","good index",5521.38345559724,0.8463760812117
1990,"WGOA","Eulachon","Shumagin_shelf",16.5549920103403,2728.4911075995,49442.31,99,3.9,6.83333333333333,0.000167222141518589,8.26784895982593,81,3.5225,1.155334412,"0.108862201",10.61281515,"Pelagic foragers","good index",87.7451526987524,0.00177469767692392
1990,"WGOA","FH. Sole","Chirikof_gully",82916.4967162777,286128.488461002,21121.824,83,5.10666666666667,10.2422222222222,0.998993936340695,21100.5741004554,42,3.750604469,0.7394146,"0.726389586",1.017931169,"Benthic foragers","good index",21478.9320606477,1.0169070654432
1990,"WGOA","FH. Sole","Chirikof_shelf",50306.0834838621,155985.832903983,38780.307,64,5.775,10.5282051282051,0.786032554435345,30482.5837729969,42,3.750604469,0.7394146,"0.726389586",1.017931169,"Benthic foragers","good index",31029.1721341872,0.800127037008427
