"YEAR","ebs_domain","ebs_name","qq_cpue","guild","stat_count","area_km2","ave_bio_tkm2","tot_bio_tons"
1988,"NW_inner","ak_plaice",34.3833312340566,"Benthic foragers",31,41027,1.10913971722763,45504.6751786981
1989,"NW_inner","ak_plaice",26.3433882809662,"Benthic foragers",30,41027,0.878112942698875,36026.3397001067
1990,"NW_inner","ak_plaice",38.9418513014018,"Benthic foragers",30,41027,1.29806171004673,53255.5777780871
1991,"NW_inner","ak_plaice",52.253009943317,"Benthic foragers",31,41027,1.68558096591345,69154.3302885312
1992,"NW_inner","ak_plaice",21.0356981648554,"Benthic foragers",16,41027,1.31473113530346,53939.4742880953
1993,"NW_inner","ak_plaice",27.6229699409145,"Benthic foragers",31,41027,0.891063546481112,36557.6641214806
1994,"NW_inner","ak_plaice",55.351534572796,"Benthic foragers",31,41027,1.785533373316,73255.0777070355
1995,"NW_inner","ak_plaice",42.0719642536794,"Benthic foragers",31,41027,1.35716013721546,55680.2089495388
1996,"NW_inner","ak_plaice",32.9117325220068,"Benthic foragers",31,41027,1.06166879103248,43557.0854896894
1997,"NW_inner","ak_plaice",32.8530992681575,"Benthic foragers",31,41027,1.05977739574702,43479.4872153129
1998,"NW_inner","ak_plaice",22.09517991164,"Benthic foragers",31,41027,0.712747739085161,29241.9014914469
1999,"NW_inner","ak_plaice",68.9747772271835,"Benthic foragers",31,41027,2.22499281378011,91284.7801709567
2000,"NW_inner","ak_plaice",28.4361783130225,"Benthic foragers",30,41027,0.947872610434083,38888.3695882791
2001,"NW_inner","ak_plaice",68.1906113118085,"Benthic foragers",30,41027,2.27302037706028,93255.2070096522
2002,"NW_inner","ak_plaice",52.2606769168915,"Benthic foragers",31,41027,1.68582828764166,69164.4771570745
2003,"NW_inner","ak_plaice",18.5195208142974,"Benthic foragers",31,41027,0.597403897235399,24509.6896918767
2004,"NW_inner","ak_plaice",37.0729408144374,"Benthic foragers",31,41027,1.19590131659476,49064.2433159331
2005,"NW_inner","ak_plaice",32.4578241860954,"Benthic foragers",31,41027,1.04702658664824,42956.3597704174
2006,"NW_inner","ak_plaice",71.1491426830571,"Benthic foragers",31,41027,2.29513363493733,94162.4476405737
2007,"NW_inner","ak_plaice",46.9158856987709,"Benthic foragers",31,41027,1.51341566770229,62090.9045988217
2008,"NW_inner","ak_plaice",70.8637608888959,"Benthic foragers",31,41027,2.28592777060955,93784.7586447978
2009,"NW_inner","ak_plaice",87.5181312645719,"Benthic foragers",31,41027,2.82316552466361,115826.011980374
2010,"NW_inner","ak_plaice",79.070928075326,"Benthic foragers",31,41027,2.55067509920406,104646.547295045
2011,"NW_inner","ak_plaice",58.373369882945,"Benthic foragers",31,41027,1.8830119317079,77254.3305221802
2012,"NW_inner","ak_plaice",82.5845072078382,"Benthic foragers",31,41027,2.66401636154317,109296.599265032
2013,"NW_inner","ak_plaice",60.009646962269,"Benthic foragers",31,41027,1.935795063299,79419.864061968
2014,"NW_inner","ak_plaice",43.9155727486687,"Benthic foragers",31,41027,1.41663137898931,58120.1355857946
2015,"NW_inner","ak_plaice",41.4958935137894,"Benthic foragers",31,41027,1.33857721012224,54917.8071996851
2016,"NW_inner","ak_plaice",26.6710608271941,"Benthic foragers",31,41027,0.860356800877228,35297.85846959
2017,"NW_inner","ak_plaice",49.5749840535347,"Benthic foragers",31,41027,1.59919303398499,65610.0926053022
2018,"NW_inner","ak_plaice",30.1897121082524,"Benthic foragers",31,41027,0.973861680911368,39954.6231827507
2019,"NW_inner","ak_plaice",23.0204749331823,"Benthic foragers",31,41027,0.742595965586527,30466.4846801184
2021,"NW_inner","ak_plaice",48.1202663918583,"Benthic foragers",31,41027,1.55226665780188,63684.8441696378
2022,"NW_inner","ak_plaice",47.004521005024,"Benthic foragers",31,41027,1.51627487112981,62208.2091378426
1982,"NW_middle","ak_plaice",90.9366027159489,"Benthic foragers",38,62703,2.39306849252497,150052.573686793
1983,"NW_middle","ak_plaice",110.201846868031,"Benthic foragers",44,62703,2.50458742881888,157045.14554923
1984,"NW_middle","ak_plaice",208.051229920111,"Benthic foragers",44,62703,4.72843704363888,296487.187947289
1985,"NW_middle","ak_plaice",131.81458516024,"Benthic foragers",43,62703,3.06545546884278,192213.254262849
1986,"NW_middle","ak_plaice",131.973349284807,"Benthic foragers",44,62703,2.99939430192744,188071.020913756
1987,"NW_middle","ak_plaice",124.858172596461,"Benthic foragers",44,62703,2.83768574082866,177931.409007179
1988,"NW_middle","ak_plaice",100.415723755923,"Benthic foragers",44,62703,2.28217553990734,143099.25287881
1989,"NW_middle","ak_plaice",97.6848026027315,"Benthic foragers",45,62703,2.17077339117181,136114.003946646
1990,"NW_middle","ak_plaice",109.934951978223,"Benthic foragers",44,62703,2.4985216358687,156664.802133875
1991,"NW_middle","ak_plaice",119.739659912609,"Benthic foragers",44,62703,2.72135590710476,170637.17944319
1992,"NW_middle","ak_plaice",107.961602231813,"Benthic foragers",41,62703,2.63320981053204,165110.15474979
1993,"NW_middle","ak_plaice",106.453186379738,"Benthic foragers",44,62703,2.4193905995395,151703.048762925
1994,"NW_middle","ak_plaice",118.450482295952,"Benthic foragers",44,62703,2.6920564158171,168800.01344098
1995,"NW_middle","ak_plaice",127.77547072924,"Benthic foragers",44,62703,2.90398797111908,182088.75775308
1996,"NW_middle","ak_plaice",115.784559061774,"Benthic foragers",44,62703,2.63146725140396,165000.891064783
1997,"NW_middle","ak_plaice",118.161604831847,"Benthic foragers",43,62703,2.74794429841505,172304.351343519
1998,"NW_middle","ak_plaice",94.9331326411054,"Benthic foragers",44,62703,2.15757119638876,135286.186727164
1999,"NW_middle","ak_plaice",76.2531145549571,"Benthic foragers",44,62703,1.73302533079448,108665.887316806
2000,"NW_middle","ak_plaice",130.022119197791,"Benthic foragers",44,62703,2.95504816358616,185290.385001343
2001,"NW_middle","ak_plaice",133.586478566519,"Benthic foragers",44,62703,3.03605633105726,190369.840126283
2002,"NW_middle","ak_plaice",111.053439066974,"Benthic foragers",44,62703,2.52394179697668,158258.722495829
2003,"NW_middle","ak_plaice",90.5620666505289,"Benthic foragers",44,62703,2.05822878751202,129057.119663366
2004,"NW_middle","ak_plaice",120.393105397308,"Benthic foragers",44,62703,2.73620694084792,171568.383811987
2005,"NW_middle","ak_plaice",128.27045563494,"Benthic foragers",44,62703,2.91523762806682,182794.144992674
2006,"NW_middle","ak_plaice",172.181925622526,"Benthic foragers",44,62703,3.91322558233014,245370.983688847
2007,"NW_middle","ak_plaice",67.725912420496,"Benthic foragers",44,62703,1.539225282284,96514.0428750537
2008,"NW_middle","ak_plaice",101.586489225152,"Benthic foragers",44,62703,2.30878384602618,144767.67349738
2009,"NW_middle","ak_plaice",83.7423083437178,"Benthic foragers",44,62703,1.90323428053904,119338.499092639
2010,"NW_middle","ak_plaice",98.311310866098,"Benthic foragers",44,62703,2.2343479742295,140100.321028112
2011,"NW_middle","ak_plaice",76.0916674792279,"Benthic foragers",44,62703,1.72935607907336,108435.814226137
2012,"NW_middle","ak_plaice",130.996304639585,"Benthic foragers",44,62703,2.97718874180876,186678.665677635
2013,"NW_middle","ak_plaice",83.6816775641862,"Benthic foragers",44,62703,1.90185630827696,119252.09609789
2014,"NW_middle","ak_plaice",83.831609491865,"Benthic foragers",44,62703,1.90526385208784,119465.759317464
2015,"NW_middle","ak_plaice",65.2105086215502,"Benthic foragers",44,62703,1.48205701412614,92929.4209567514
2016,"NW_middle","ak_plaice",104.943243008023,"Benthic foragers",44,62703,2.3850737047278,149551.276507547
2017,"NW_middle","ak_plaice",102.38061339356,"Benthic foragers",44,62703,2.32683212258092,145899.354582191
2018,"NW_middle","ak_plaice",85.362644384754,"Benthic foragers",44,62703,1.9400600996535,121647.588428573
2019,"NW_middle","ak_plaice",61.1437030011905,"Benthic foragers",44,62703,1.38962961366342,87133.9456655374
2021,"NW_middle","ak_plaice",44.2965518135932,"Benthic foragers",44,62703,1.0067398139453,63125.6065538122
2022,"NW_middle","ak_plaice",67.4996828451898,"Benthic foragers",44,62703,1.53408370102704,96191.6503054985
1982,"NW_outer","ak_plaice",1.56888017113344,"Benthic foragers",56,88134,0.0280157173416686,2469.13723219062
1983,"NW_outer","ak_plaice",2.73267388405968,"Benthic foragers",58,88134,0.0471150669665462,4152.43931202958
1984,"NW_outer","ak_plaice",4.77449763584112,"Benthic foragers",60,88134,0.079574960597352,7013.25957728702
1985,"NW_outer","ak_plaice",7.40392685914816,"Benthic foragers",60,88134,0.123398780985803,10875.6281634027
1986,"NW_outer","ak_plaice",4.51751204010392,"Benthic foragers",59,88134,0.0765680006797275,6748.2441719071
1987,"NW_outer","ak_plaice",20.6099118571764,"Benthic foragers",53,88134,0.388866261456158,34272.3390871771
1988,"NW_outer","ak_plaice",13.865824523269,"Benthic foragers",60,88134,0.231097075387816,20367.5096422298
1989,"NW_outer","ak_plaice",15.4073072588195,"Benthic foragers",59,88134,0.261140800996941,23015.3833550644
1990,"NW_outer","ak_plaice",16.200119327025,"Benthic foragers",60,88134,0.270001988783751,23796.3552794671
1991,"NW_outer","ak_plaice",11.4384978984003,"Benthic foragers",59,88134,0.193872845735599,17086.7893860613
1992,"NW_outer","ak_plaice",29.435440535563,"Benthic foragers",60,88134,0.490590675592717,43237.7186026885
1993,"NW_outer","ak_plaice",11.5792647082429,"Benthic foragers",60,88134,0.192987745137381,17008.781929938
1994,"NW_outer","ak_plaice",10.0271872531424,"Benthic foragers",60,88134,0.167119787552373,14728.9353561409
1995,"NW_outer","ak_plaice",12.0954292612507,"Benthic foragers",60,88134,0.201590487687512,17766.9760418512
1996,"NW_outer","ak_plaice",13.5855442530315,"Benthic foragers",60,88134,0.226425737550525,19955.805953278
1997,"NW_outer","ak_plaice",19.0063197814178,"Benthic foragers",61,88134,0.311579012810127,27460.7047150077
1998,"NW_outer","ak_plaice",23.5670821692592,"Benthic foragers",60,88134,0.392784702820987,34617.6869984248
1999,"NW_outer","ak_plaice",14.1465258405865,"Benthic foragers",60,88134,0.235775430676441,20779.8318072375
2000,"NW_outer","ak_plaice",8.20558091603536,"Benthic foragers",59,88134,0.139077642644667,12257.4689568451
2001,"NW_outer","ak_plaice",16.6492394763746,"Benthic foragers",60,88134,0.277487324606243,24456.0678668466
2002,"NW_outer","ak_plaice",11.2931681132248,"Benthic foragers",60,88134,0.188219468553747,16588.5346415159
2003,"NW_outer","ak_plaice",4.80913120612584,"Benthic foragers",60,88134,0.080152186768764,7064.13282867825
2004,"NW_outer","ak_plaice",3.14445792837792,"Benthic foragers",59,88134,0.0532958970911512,4697.18059423152
2005,"NW_outer","ak_plaice",2.30541880749664,"Benthic foragers",58,88134,0.0397486001292524,3503.20312379153
2006,"NW_outer","ak_plaice",2.10643979088488,"Benthic foragers",60,88134,0.0351073298480813,3094.1494088308
2007,"NW_outer","ak_plaice",2.66688282984904,"Benthic foragers",60,88134,0.0444480471641507,3917.38418876526
2008,"NW_outer","ak_plaice",1.37446412985464,"Benthic foragers",60,88134,0.0229077354975773,2018.95036034348
2009,"NW_outer","ak_plaice",1.00642002290192,"Benthic foragers",60,88134,0.0167736670483653,1478.33037164063
2010,"NW_outer","ak_plaice",0.54154487932336,"Benthic foragers",60,88134,0.00902574798872267,795.475273238084
2011,"NW_outer","ak_plaice",0.45976382786224,"Benthic foragers",60,88134,0.00766273046437067,675.347086746844
2012,"NW_outer","ak_plaice",0.50058581104488,"Benthic foragers",60,88134,0.008343096850748,735.310497843824
2013,"NW_outer","ak_plaice",1.0723971211712,"Benthic foragers",60,88134,0.0178732853528533,1575.24413128838
2014,"NW_outer","ak_plaice",3.54552975163552,"Benthic foragers",60,88134,0.0590921625272587,5208.02865217742
2015,"NW_outer","ak_plaice",1.13750274990264,"Benthic foragers",60,88134,0.018958379165044,1670.87778933199
2016,"NW_outer","ak_plaice",0.72868561873008,"Benthic foragers",60,88134,0.012144760312168,1070.36630535261
2017,"NW_outer","ak_plaice",1.11150554065584,"Benthic foragers",60,88134,0.018525092344264,1632.69048866936
2018,"NW_outer","ak_plaice",0.48897274506872,"Benthic foragers",60,88134,0.00814954575114533,718.252065231443
2019,"NW_outer","ak_plaice",2.32328882891864,"Benthic foragers",60,88134,0.0387214804819773,3412.67896079859
2021,"NW_outer","ak_plaice",2.43362274748472,"Benthic foragers",60,88134,0.0405603791247453,3574.74845378031
2022,"NW_outer","ak_plaice",1.17881432271328,"Benthic foragers",60,88134,0.0196469053785547,1731.56035863354
1982,"Pribs","ak_plaice",22.5019603499601,"Benthic foragers",38,32785,0.592156851314739,19413.8623703537
1983,"Pribs","ak_plaice",31.8181655453209,"Benthic foragers",39,32785,0.815850398597971,26747.6553180345
1984,"Pribs","ak_plaice",60.8582428726888,"Benthic foragers",39,32785,1.56046776596638,51159.9357072078
1985,"Pribs","ak_plaice",57.812368711805,"Benthic foragers",39,32785,1.48236842850782,48599.4489286289
1986,"Pribs","ak_plaice",62.4937757757782,"Benthic foragers",39,32785,1.60240450707123,52534.8317643304
1987,"Pribs","ak_plaice",55.9067781699108,"Benthic foragers",39,32785,1.43350713256182,46997.5313410391
1988,"Pribs","ak_plaice",40.973912636001,"Benthic foragers",39,32785,1.05061314451285,34444.3519428536
1989,"Pribs","ak_plaice",33.5925068997408,"Benthic foragers",39,32785,0.861346330762585,28239.2394540513
1990,"Pribs","ak_plaice",42.6027969119421,"Benthic foragers",39,32785,1.09237940799851,35813.6588912313
1991,"Pribs","ak_plaice",43.5435825493143,"Benthic foragers",38,32785,1.14588375129775,37567.7987862966
1992,"Pribs","ak_plaice",62.4770416022931,"Benthic foragers",39,32785,1.60197542569982,52520.7643315687
1993,"Pribs","ak_plaice",40.7448826080226,"Benthic foragers",39,32785,1.04474057969289,34251.8199052313
1994,"Pribs","ak_plaice",57.8474037455846,"Benthic foragers",39,32785,1.4832667627073,48628.9008153588
1995,"Pribs","ak_plaice",62.2858862279368,"Benthic foragers",40,32785,1.55714715569842,51051.0694995727
1996,"Pribs","ak_plaice",45.203565558426,"Benthic foragers",40,32785,1.13008913896065,37049.9724208249
1997,"Pribs","ak_plaice",53.6416525887986,"Benthic foragers",39,32785,1.37542698945637,45093.3738493272
1998,"Pribs","ak_plaice",30.7065229195692,"Benthic foragers",38,32785,0.808066392620242,26492.4566820546
1999,"Pribs","ak_plaice",19.1900921441838,"Benthic foragers",40,32785,0.479752303604596,15728.6792736767
2000,"Pribs","ak_plaice",20.53706092053,"Benthic foragers",40,32785,0.51342652301325,16832.6885569894
2001,"Pribs","ak_plaice",16.7330082617254,"Benthic foragers",39,32785,0.429051493890394,14066.4532271966
2002,"Pribs","ak_plaice",20.1619765147266,"Benthic foragers",39,32785,0.516973756787863,16948.9846162901
2003,"Pribs","ak_plaice",17.188600785957,"Benthic foragers",39,32785,0.440733353486078,14449.4429940411
2004,"Pribs","ak_plaice",21.4376316658583,"Benthic foragers",39,32785,0.549682863227136,18021.3526709017
2005,"Pribs","ak_plaice",37.097028624135,"Benthic foragers",39,32785,0.951205862157309,31185.2841908274
2006,"Pribs","ak_plaice",37.9550246554125,"Benthic foragers",39,32785,0.973205760395192,31906.5508545564
2007,"Pribs","ak_plaice",27.5801993910124,"Benthic foragers",39,32785,0.707184599769549,23185.0471034447
2008,"Pribs","ak_plaice",17.0675644381229,"Benthic foragers",39,32785,0.437629857387766,14347.6948744579
2009,"Pribs","ak_plaice",16.3861242184948,"Benthic foragers",39,32785,0.420157031243456,13774.8482693167
2010,"Pribs","ak_plaice",18.5895223393088,"Benthic foragers",39,32785,0.476654418956636,15627.1151254933
2011,"Pribs","ak_plaice",16.5503815386888,"Benthic foragers",39,32785,0.424368757402277,13912.9297114336
2012,"Pribs","ak_plaice",27.562182492702,"Benthic foragers",39,32785,0.706722628018,23169.9013595701
2013,"Pribs","ak_plaice",17.245393182805,"Benthic foragers",39,32785,0.442189568789873,14497.185012776
2014,"Pribs","ak_plaice",26.0984465900778,"Benthic foragers",39,32785,0.669190938207124,21939.4249091206
2015,"Pribs","ak_plaice",15.8845494364014,"Benthic foragers",39,32785,0.407296139394907,13353.203930062
2016,"Pribs","ak_plaice",29.7595097021288,"Benthic foragers",39,32785,0.763064351336636,25017.0647585716
2017,"Pribs","ak_plaice",34.852328722303,"Benthic foragers",39,32785,0.893649454418025,29298.2973630949
2018,"Pribs","ak_plaice",45.9405448254544,"Benthic foragers",39,32785,1.17796268783216,38619.5067205775
2019,"Pribs","ak_plaice",32.038588587639,"Benthic foragers",39,32785,0.821502271477924,26932.9519704037
2021,"Pribs","ak_plaice",17.0519465289897,"Benthic foragers",39,32785,0.437229398179223,14334.5658193058
2022,"Pribs","ak_plaice",15.5811311603446,"Benthic foragers",39,32785,0.399516183598581,13098.1380792795
1982,"SE_inner","ak_plaice",118.667301958608,"Benthic foragers",57,77871,2.0818824905019,162118.271417874
1983,"SE_inner","ak_plaice",76.6850305247787,"Benthic foragers",58,77871,1.32215569870308,102957.586413708
1984,"SE_inner","ak_plaice",58.2018960116343,"Benthic foragers",58,77871,1.00348096571783,78142.0662814134
1985,"SE_inner","ak_plaice",35.0872142422322,"Benthic foragers",58,77871,0.604951969693659,47108.2148320149
1986,"SE_inner","ak_plaice",40.6957963519193,"Benthic foragers",58,77871,0.701651661239988,54638.3165124191
1987,"SE_inner","ak_plaice",45.6794956358048,"Benthic foragers",58,77871,0.787577510962152,61329.4483561337
1988,"SE_inner","ak_plaice",109.510360269236,"Benthic foragers",58,77871,1.88810965981442,147028.987319408
1989,"SE_inner","ak_plaice",61.2879361055993,"Benthic foragers",58,77871,1.05668855354482,82285.3943530883
1990,"SE_inner","ak_plaice",49.259658957725,"Benthic foragers",58,77871,0.849304464788363,66136.1879775346
1991,"SE_inner","ak_plaice",64.3925120628803,"Benthic foragers",58,77871,1.11021572522207,86453.6087387682
1992,"SE_inner","ak_plaice",52.7461637838089,"Benthic foragers",57,77871,0.925371294452787,72059.588070333
1993,"SE_inner","ak_plaice",89.3906157558207,"Benthic foragers",58,77871,1.54121751303139,120016.148957268
1994,"SE_inner","ak_plaice",108.244398992739,"Benthic foragers",58,77871,1.86628274125412,145329.303344199
1995,"SE_inner","ak_plaice",68.9678250544659,"Benthic foragers",58,77871,1.18910043197355,92596.4397382123
1996,"SE_inner","ak_plaice",73.2998120009355,"Benthic foragers",58,77871,1.2637898620851,98412.5803504285
1997,"SE_inner","ak_plaice",81.2961521017562,"Benthic foragers",58,77871,1.40165779485787,109148.494143377
1998,"SE_inner","ak_plaice",54.7036116591008,"Benthic foragers",58,77871,0.943165718260359,73445.2576466524
1999,"SE_inner","ak_plaice",73.9027905867803,"Benthic foragers",56,77871,1.31969268904965,102765.789388985
2000,"SE_inner","ak_plaice",52.623139702085,"Benthic foragers",57,77871,0.923212977229562,71891.5177498432
2001,"SE_inner","ak_plaice",41.230947190701,"Benthic foragers",58,77871,0.710878399839672,55356.8118739151
2002,"SE_inner","ak_plaice",34.9273926040679,"Benthic foragers",58,77871,0.602196424208068,46893.6377495064
2003,"SE_inner","ak_plaice",128.902956475353,"Benthic foragers",59,77871,2.18479587246361,170132.239384614
2004,"SE_inner","ak_plaice",49.9994386774256,"Benthic foragers",59,77871,0.847448113176705,65991.6320211832
2005,"SE_inner","ak_plaice",50.197869353654,"Benthic foragers",58,77871,0.865480506097483,67395.8324903171
2006,"SE_inner","ak_plaice",67.9936494044641,"Benthic foragers",58,77871,1.17230430007697,91288.5081512935
2007,"SE_inner","ak_plaice",60.3160419432639,"Benthic foragers",58,77871,1.03993175764248,80980.5258993777
2008,"SE_inner","ak_plaice",62.827969655851,"Benthic foragers",57,77871,1.1022450816816,85832.9267556275
2009,"SE_inner","ak_plaice",132.146801098215,"Benthic foragers",58,77871,2.27839312238302,177420.750833088
2010,"SE_inner","ak_plaice",75.5037192949627,"Benthic foragers",58,77871,1.30178826370625,101371.55388307
2011,"SE_inner","ak_plaice",62.71765532087,"Benthic foragers",58,77871,1.08133888484259,84204.940301577
2012,"SE_inner","ak_plaice",68.9280801684649,"Benthic foragers",58,77871,1.18841517531836,92543.078117216
2013,"SE_inner","ak_plaice",42.9587187797055,"Benthic foragers",58,77871,0.740667565167337,57676.5239671457
2014,"SE_inner","ak_plaice",40.5452965002721,"Benthic foragers",58,77871,0.699056836211588,54436.2548926325
2015,"SE_inner","ak_plaice",33.5093256219436,"Benthic foragers",58,77871,0.577746993481786,44989.7361294202
2016,"SE_inner","ak_plaice",24.3107688141912,"Benthic foragers",58,77871,0.419151186451572,32639.7220401704
2017,"SE_inner","ak_plaice",61.6494197115368,"Benthic foragers",58,77871,1.06292102950926,82770.7234889152
2018,"SE_inner","ak_plaice",37.3831350109457,"Benthic foragers",58,77871,0.644536810533546,50190.7259730578
2019,"SE_inner","ak_plaice",35.2220374339909,"Benthic foragers",58,77871,0.607276507482601,47289.2289141777
2021,"SE_inner","ak_plaice",61.1062983536113,"Benthic foragers",58,77871,1.05355686816571,82041.5268809321
2022,"SE_inner","ak_plaice",74.5721575261819,"Benthic foragers",58,77871,1.28572685389969,100120.835840023
1982,"SE_middle","ak_plaice",142.576969574164,"Benthic foragers",68,94526,2.09672014079654,198194.568028933
1983,"SE_middle","ak_plaice",140.36657032167,"Benthic foragers",69,94526,2.03429812060391,192294.064148205
