"YEAR","goa_INPFC_area","goa_name","qq_cpue","guild","stat_count","area_km2","ave_bio_tkm2","tot_bio_tons"
2017,"Yakutat","Anemones",0.654848411024986,"Structural epifauna",68,57198,0.00963012369154391,550.823814908929
2019,"Yakutat","Anemones",0.111569533388545,"Structural epifauna",67,57198,0.00166521691624694,95.2470771754925
2021,"Yakutat","Anemones",0.658320809938867,"Structural epifauna",69,57198,0.00954088130346184,545.71932879541
2023,"Yakutat","Anemones",0.191757204402738,"Structural epifauna",62,57198,0.00309285813552803,176.905299635932
1984,"Chirikof","Arrowtooth",822.407020001373,"Apex predators",183,68054,4.49402743170149,305836.542837013
1987,"Chirikof","Arrowtooth",959.046443763166,"Apex predators",195,68054,4.91818689109316,334702.290686454
1990,"Chirikof","Arrowtooth",1753.38234132726,"Apex predators",156,68054,11.2396303931234,764901.806773622
1993,"Chirikof","Arrowtooth",1317.76438426199,"Apex predators",172,68054,7.66142083873249,521390.333759101
1996,"Chirikof","Arrowtooth",1367.89822542984,"Apex predators",183,68054,7.47485369087342,508693.6930787
1999,"Chirikof","Arrowtooth",633.578839575817,"Apex predators",154,68054,4.11414830893388,279984.249016186
2001,"Chirikof","Arrowtooth",1207.43814342276,"Apex predators",140,68054,8.6245581673054,586935.681517802
2003,"Chirikof","Arrowtooth",1203.43714627865,"Apex predators",169,68054,7.12092985963697,484607.760667735
2005,"Chirikof","Arrowtooth",1196.10887677528,"Apex predators",168,68054,7.11969569509092,484523.770833718
2007,"Chirikof","Arrowtooth",1533.83272068858,"Apex predators",187,68054,8.20231401437745,558200.277934443
2009,"Chirikof","Arrowtooth",1021.09449224367,"Apex predators",182,68054,5.61040929804216,381810.794368961
2011,"Chirikof","Arrowtooth",823.373666965569,"Apex predators",150,68054,5.48915777977046,373559.143544499
2013,"Chirikof","Arrowtooth",331.642235650944,"Apex predators",123,68054,2.69627833862556,183492.526056824
2015,"Chirikof","Arrowtooth",811.477584327257,"Apex predators",172,68054,4.71789293213522,321071.48560353
2017,"Chirikof","Arrowtooth",413.285689732799,"Apex predators",115,68054,3.59378860637216,244571.689818051
2019,"Chirikof","Arrowtooth",403.833505652061,"Apex predators",118,68054,3.42231784450899,232902.418590215
2021,"Chirikof","Arrowtooth",437.972302921662,"Apex predators",112,68054,3.91046699037198,266122.920562775
2023,"Chirikof","Arrowtooth",619.094920001752,"Apex predators",120,68054,5.15912433334793,351099.04738166
1984,"Kodiak","Arrowtooth",1595.07678702954,"Apex predators",264,101489,6.04195752662704,613192.227419851
1987,"Kodiak","Arrowtooth",1062.5305801548,"Apex predators",234,101489,4.54072897502051,460834.042945857
1990,"Kodiak","Arrowtooth",1804.54134336956,"Apex predators",215,101489,8.3932155505561,851819.053010388
1993,"Kodiak","Arrowtooth",1657.31551248691,"Apex predators",240,101489,6.9054813020288,700830.391861601
1996,"Kodiak","Arrowtooth",1534.69929949208,"Apex predators",210,101489,7.30809190234325,741690.939076914
1999,"Kodiak","Arrowtooth",1151.12004278842,"Apex predators",231,101489,4.98320364843471,505740.35507599
2001,"Kodiak","Arrowtooth",1215.5715370013,"Apex predators",210,101489,5.78843589048238,587462.570089166
2003,"Kodiak","Arrowtooth",4128.8884985945,"Apex predators",246,101489,16.7840995877825,1703401.48306446
2005,"Kodiak","Arrowtooth",2544.10159204963,"Apex predators",285,101489,8.92667225280573,905959.040265001
2007,"Kodiak","Arrowtooth",2239.23299154935,"Apex predators",261,101489,8.57943674923121,870718.456242727
2009,"Kodiak","Arrowtooth",1779.27925037886,"Apex predators",272,101489,6.54146783227521,663887.028829779
2011,"Kodiak","Arrowtooth",1520.77384647875,"Apex predators",224,101489,6.78916895749444,689025.968327153
2013,"Kodiak","Arrowtooth",1185.37074297582,"Apex predators",185,101489,6.4074094214909,650281.57477769
2015,"Kodiak","Arrowtooth",1679.94106670846,"Apex predators",248,101489,6.77395591414702,687482.011770866
2017,"Kodiak","Arrowtooth",432.983499072313,"Apex predators",176,101489,2.46013351745632,249676.490553125
2019,"Kodiak","Arrowtooth",554.266077750253,"Apex predators",175,101489,3.16723473000145,321439.485513117
2021,"Kodiak","Arrowtooth",614.431217611603,"Apex predators",175,101489,3.51103552920916,356331.484823908
2023,"Kodiak","Arrowtooth",763.138952913442,"Apex predators",180,101489,4.23966084951912,430278.939956846
1984,"Shumagin","Arrowtooth",315.123817692704,"Apex predators",222,65228,1.41947665627344,92589.623335404
1987,"Shumagin","Arrowtooth",368.264810687447,"Apex predators",172,65228,2.14107448074097,139658.006229772
1990,"Shumagin","Arrowtooth",508.680640510078,"Apex predators",135,65228,3.7680047445191,245779.413475492
1993,"Shumagin","Arrowtooth",558.896110204754,"Apex predators",170,65228,3.28762417767502,214445.149861386
1996,"Shumagin","Arrowtooth",591.430007381512,"Apex predators",200,65228,2.95715003690756,192888.982607406
1999,"Shumagin","Arrowtooth",267.008881270926,"Apex predators",141,65228,1.89368000901366,123520.959627943
2001,"Shumagin","Arrowtooth",345.570556841112,"Apex predators",139,65228,2.48611911396484,162164.577565698
2003,"Shumagin","Arrowtooth",946.88000777658,"Apex predators",226,65228,4.18973454768398,273288.005076331
2005,"Shumagin","Arrowtooth",581.814363685357,"Apex predators",174,65228,3.34376071083538,218106.82364637
2007,"Shumagin","Arrowtooth",656.104446194811,"Apex predators",198,65228,3.31365881916571,216143.337456541
2009,"Shumagin","Arrowtooth",701.470900392194,"Apex predators",191,65228,3.67262251514238,239557.821417707
2011,"Shumagin","Arrowtooth",490.327081334189,"Apex predators",160,65228,3.06454425833868,199894.092882915
2013,"Shumagin","Arrowtooth",330.920901813199,"Apex predators",133,65228,2.48812708130225,162295.553259183
2015,"Shumagin","Arrowtooth",551.318416003255,"Apex predators",184,65228,2.99629573914813,195442.378473154
2017,"Shumagin","Arrowtooth",441.726983062848,"Apex predators",123,65228,3.5912762850638,234251.769522142
2019,"Shumagin","Arrowtooth",435.919330183481,"Apex predators",121,65228,3.60263909242546,234992.942720728
2021,"Shumagin","Arrowtooth",529.519660168757,"Apex predators",112,65228,4.72785410864962,308388.467798997
2023,"Shumagin","Arrowtooth",197.180989639462,"Apex predators",116,65228,1.69983611758157,110876.910277611
1984,"Southeastern","Arrowtooth",132.943833707361,"Apex predators",87,28038,1.52809004261335,42844.5886147931
1987,"Southeastern","Arrowtooth",83.9279092243437,"Apex predators",46,28038,1.8245197657466,51155.8851920032
1990,"Southeastern","Arrowtooth",115.316508700143,"Apex predators",68,28038,1.69583101029623,47547.7098666856
1993,"Southeastern","Arrowtooth",113.56829850768,"Apex predators",68,28038,1.67012203687764,46826.8816699754
1996,"Southeastern","Arrowtooth",223.793128896723,"Apex predators",98,28038,2.28360335608901,64027.6708980237
1999,"Southeastern","Arrowtooth",295.350365759363,"Apex predators",64,28038,4.61484946499005,129391.149299391
2003,"Southeastern","Arrowtooth",325.397197510395,"Apex predators",77,28038,4.22593763000513,118486.839270084
2005,"Southeastern","Arrowtooth",235.022704648151,"Apex predators",89,28038,2.64070454660844,74040.0740778074
2007,"Southeastern","Arrowtooth",199.262378110298,"Apex predators",61,28038,3.2665963624639,91588.8288107629
2009,"Southeastern","Arrowtooth",229.043715056338,"Apex predators",70,28038,3.27205307223339,91741.8240392799
2011,"Southeastern","Arrowtooth",305.549468078898,"Apex predators",53,28038,5.76508430337543,161641.43369804
2013,"Southeastern","Arrowtooth",97.302591874347,"Apex predators",36,28038,2.70284977428742,75782.5019714706
2015,"Southeastern","Arrowtooth",454.348974073013,"Apex predators",62,28038,7.32820925924214,205468.331210631
2017,"Southeastern","Arrowtooth",105.115864494496,"Apex predators",43,28038,2.44455498824409,68540.4327603879
2019,"Southeastern","Arrowtooth",144.16740423504,"Apex predators",50,28038,2.88334808470081,80843.3135988413
2021,"Southeastern","Arrowtooth",95.7574916660846,"Apex predators",51,28038,1.87759787580558,52644.0892418368
2023,"Southeastern","Arrowtooth",180.303404137743,"Apex predators",38,28038,4.74482642467744,133035.443295106
1984,"Yakutat","Arrowtooth",257.138873647597,"Apex predators",110,57198,2.33762612406906,133707.539044502
1987,"Yakutat","Arrowtooth",243.6385945118,"Apex predators",109,57198,2.23521646341101,127849.911274183
1990,"Yakutat","Arrowtooth",265.053673436314,"Apex predators",134,57198,1.9780124883307,113138.358307539
1993,"Yakutat","Arrowtooth",422.083925385261,"Apex predators",124,57198,3.40390262407469,194696.422291824
1996,"Yakutat","Arrowtooth",332.242863916153,"Apex predators",116,57198,2.86416261996684,163824.373536863
1999,"Yakutat","Arrowtooth",252.501749152276,"Apex predators",127,57198,1.98820274923052,113721.220850487
2003,"Yakutat","Arrowtooth",190.294604778181,"Apex predators",76,57198,2.50387637866028,143216.721106611
2005,"Yakutat","Arrowtooth",251.687452977023,"Apex predators",86,57198,2.9265982904305,167395.569016043
2007,"Yakutat","Arrowtooth",165.96973161963,"Apex predators",70,57198,2.37099616599471,135616.238702566
2009,"Yakutat","Arrowtooth",236.325028956848,"Apex predators",80,57198,2.95406286196061,168966.487578423
2011,"Yakutat","Arrowtooth",178.988336155664,"Apex predators",66,57198,2.71194448720703,155117.800779268
2013,"Yakutat","Arrowtooth",223.446116683606,"Apex predators",59,57198,3.78722231667129,216621.542068965
2015,"Yakutat","Arrowtooth",367.075980839327,"Apex predators",77,57198,4.76722053038087,272675.479896725
2017,"Yakutat","Arrowtooth",145.440857814882,"Apex predators",68,57198,2.13883614433649,122337.149783759
2019,"Yakutat","Arrowtooth",127.758834415045,"Apex predators",67,57198,1.90684827485142,109067.907624952
2021,"Yakutat","Arrowtooth",108.103942310873,"Apex predators",69,57198,1.56672380160685,89613.4680043087
2023,"Yakutat","Arrowtooth",174.855836471458,"Apex predators",62,57198,2.820255426959,161312.969911201
1987,"Chirikof","Atka mackerel",0.505573526280998,"Pelagic foragers",195,68054,0.00259268475015896,176.442567987318
1990,"Chirikof","Atka mackerel",0.124791141718654,"Pelagic foragers",156,68054,0.000799943216145216,54.4393356315466
1993,"Chirikof","Atka mackerel",1.38588810891853,"Pelagic foragers",172,68054,0.0080574890053403,548.344356769429
1996,"Chirikof","Atka mackerel",14.2879337803383,"Pelagic foragers",183,68054,0.0780761408761658,5313.39369118659
1999,"Chirikof","Atka mackerel",6.07949933145706,"Pelagic foragers",154,68054,0.0394772683860848,2686.58602274662
2001,"Chirikof","Atka mackerel",0.803706600439714,"Pelagic foragers",140,68054,0.00574076143171225,390.681778473745
2003,"Chirikof","Atka mackerel",4.77326156210127,"Pelagic foragers",169,68054,0.0282441512550371,1922.1274695103
2005,"Chirikof","Atka mackerel",38.9299188818834,"Pelagic foragers",168,68054,0.231725707630258,15769.8613070696
2007,"Chirikof","Atka mackerel",22.6122500021752,"Pelagic foragers",187,68054,0.120921123006285,8229.1661050697
2009,"Chirikof","Atka mackerel",4.58947243076699,"Pelagic foragers",182,68054,0.0252168814877307,1716.10965276603
2011,"Chirikof","Atka mackerel",120.336204220965,"Pelagic foragers",150,68054,0.8022413614731,54595.7336136903
2013,"Chirikof","Atka mackerel",283.232259874334,"Pelagic foragers",123,68054,2.30270129979133,156708.034255999
2015,"Chirikof","Atka mackerel",57.7275535168796,"Pelagic foragers",172,68054,0.335625311144649,22840.6449246379
2017,"Chirikof","Atka mackerel",25.4316447821272,"Pelagic foragers",115,68054,0.221144737235889,15049.7839478512
2019,"Chirikof","Atka mackerel",1.73467092225334,"Pelagic foragers",118,68054,0.0147006010360453,1000.43470290703
2021,"Chirikof","Atka mackerel",0.617383153882931,"Pelagic foragers",112,68054,0.00551234958824045,375.137438878116
2023,"Chirikof","Atka mackerel",4.04565371935483,"Pelagic foragers",120,68054,0.0337137809946236,2294.35765180811
1984,"Kodiak","Atka mackerel",13.5443075662702,"Pelagic foragers",264,101489,0.0513041953267812,5206.8114795197
1987,"Kodiak","Atka mackerel",0.521194981178403,"Pelagic foragers",234,101489,0.00222732897939488,226.049390789807
1993,"Kodiak","Atka mackerel",0.229905167798568,"Pelagic foragers",240,101489,0.0009579381991607,97.2201898946202
1996,"Kodiak","Atka mackerel",1.09857965062391,"Pelagic foragers",210,101489,0.00523133166963765,530.922619819856
1999,"Kodiak","Atka mackerel",0.0340294163287415,"Pelagic foragers",231,101489,0.000147313490600613,14.9506988475656
2001,"Kodiak","Atka mackerel",0.1808490514661,"Pelagic foragers",210,101489,0.000861185959362383,87.4009018297289
2003,"Kodiak","Atka mackerel",40.5889475737757,"Pelagic foragers",246,101489,0.164995721844617,16745.2508142883
2005,"Kodiak","Atka mackerel",26.4021461466269,"Pelagic foragers",285,101489,0.0926391092864101,9401.85056236847
