"year","model","stratum_bin","species_name","lbin","sum_wlcpue_t_km2","sum_cons_bioen_t_km2","sum_cons_vonb_t_km2","area","stations","bottom_temp_mean","surface_temp_mean","mean_wlcpue_t_km2","mean_bioen_t_km2","mean_vonb_t_km2","tot_wlcpue_tons","tot_bioen_tons","tot_vonb_tons"
1982,"EBS","SE_outer","Sablefish","[20,55)",0.297167037861461,0.00774540905139736,0.348542672242281,38792,23,3.91739130434783,6.87826086956522,0.0129203059939766,0.000336756915278146,0.0151540292279252,501.20451011834,13.0634742574698,587.855101809676
1982,"EBS","SE_outer","Sablefish","[55,999)",0.964083001364454,0.0238930331977539,0.943365957799419,38792,23,3.91739130434783,6.87826086956522,0.0419166522332372,0.00103882753033713,0.0410159112086704,1626.03077343174,40.2981975568378,1591.08922760674
1982,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,19,1.15789473684211,6.02631578947368,0,0,0,0,0,0
1983,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,4.51290322580645,7.8741935483871,0,0,0,0,0,0
1983,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,0.829545454545455,9.42045454545454,0,0,0,0,0,0
1983,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,58,2.71551724137931,9.04827586206897,0,0,0,0,0,0
1983,"EBS","NW_outer","Sablefish","[20,55)",0.0920124948299489,0.00219434994997262,0.113980639122491,88134,58,2.71551724137931,9.04827586206897,0.00158642232465429,3.78336198271142e-05,0.00196518343314639,139.817745161081,3.33442824984288,173.199476696924
1983,"EBS","NW_outer","Sablefish","[55,999)",6.43330319525617,0.139928910194638,5.69535944889147,88134,58,2.71551724137931,9.04827586206897,0.110919020607865,0.00241256741714892,0.0981958525670943,9775.73696225358,212.629216743003,8654.39327014829
1983,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,3.16052631578947,9.25789473684211,0,0,0,0,0,0
1983,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,4.7859649122807,7.48035714285714,0,0,0,0,0,0
1983,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,69,2.78695652173913,8.32753623188406,0,0,0,0,0,0
1983,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,25,4.056,8.924,0,0,0,0,0,0
1983,"EBS","SE_outer","Sablefish","[20,55)",0.676167045797354,0.0189271259278132,0.983232959673859,38792,25,4.056,8.924,0.0270466818318942,0.000757085037112529,0.0393293183869544,1049.19488162284,29.3688427596692,1525.66291886673
1983,"EBS","SE_outer","Sablefish","[55,999)",0.287861960765738,0.00726503571641415,0.287944636741444,38792,25,4.056,8.924,0.0115144784306295,0.000290601428656566,0.0115177854696577,446.669647280981,11.2730106204455,446.797933938963
1983,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,0.996551724137931,8.9551724137931,0,0,0,0,0,0
1984,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,2.75161290322581,5.33548387096774,0,0,0,0,0,0
1984,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,-0.0818181818181818,6.80681818181818,0,0,0,0,0,0
1984,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.69655172413793,8.945,0,0,0,0,0,0
1984,"EBS","NW_outer","Sablefish","[20,55)",0.260110617968062,0.0060852017191317,0.30063290643658,88134,60,2.69655172413793,8.945,0.00433517696613437,0.000101420028652195,0.00501054844060967,382.076486733287,8.93855280523256,441.599676264692
1984,"EBS","NW_outer","Sablefish","[55,999)",0.250760549059369,0.00563967471012651,0.25143645554753,88134,60,2.69655172413793,8.945,0.00417934248432281,9.39945785021084e-05,0.00419060759245884,368.342170513307,8.28411818170482,369.335009553767
1984,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,1.92051282051282,7.13076923076923,0,0,0,0,0,0
1984,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,4.15535714285714,5.38793103448276,0,0,0,0,0,0
1984,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,69,2.02615384615385,7.7463768115942,0,0,0,0,0,0
1984,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,25,4.29583333333333,8.264,0,0,0,0,0,0
1984,"EBS","SE_outer","Sablefish","[20,55)",1.34786745514369,0.0363813374758879,1.59684799408659,38792,25,4.29583333333333,8.264,0.0539146982057477,0.00145525349903552,0.0638739197634635,2091.45897279737,56.4521937345857,2477.79709546428
1984,"EBS","SE_outer","Sablefish","[55,999)",1.1557926880682,0.0296512548179422,1.1418275320119,38792,25,4.29583333333333,8.264,0.0462317075227282,0.00118605019271769,0.045673101280476,1793.42039822167,46.0092590759046,1771.75094487222
1984,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,-0.331034482758621,7.68620689655172,0,0,0,0,0,0
1985,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,3,0.966666666666667,7.36666666666667,0,0,0,0,0,0
1985,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,1.9,4.05,0,0,0,0,0,0
1985,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,43,0.25,5.8952380952381,0,0,0,0,0,0
1985,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.2864406779661,7.83389830508475,0,0,0,0,0,0
1985,"EBS","NW_outer","Sablefish","[20,55)",0.573526052510851,0.0128617004295818,0.646108889523689,88134,60,2.2864406779661,7.83389830508475,0.00955876754184751,0.000214361673826364,0.0107684814920615,842.452418533188,18.8925517610127,949.069347821347
1985,"EBS","NW_outer","Sablefish","[55,999)",7.96884208195954,0.171074975866583,7.68522786297521,88134,60,2.2864406779661,7.83389830508475,0.132814034699326,0.00285124959777638,0.128087131049587,11705.4321341904,251.292032050423,11288.8312079243
1985,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,2.88055555555556,8.54722222222222,0,0,0,0,0,0
1985,"EBS","Pribs","Sablefish","[20,55)",0.00400514716890123,0.000114528094332417,0.00896792619859637,32785,39,2.88055555555556,8.54722222222222,0.000102696081253878,2.93661780339531e-06,0.000229946825605035,3.36689102390838,0.0962770146843151,7.53880667746107
1985,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,3.80232558139535,4.81666666666667,0,0,0,0,0,0
1985,"EBS","SE_inner","Sablefish","[20,55)",0.065438699812678,0.00200427299837679,0.141812026317832,77871,58,3.80232558139535,4.81666666666667,0.00112825344504617,3.45564310064964e-05,0.00244503493651434,87.8582240191905,2.69094383890688,190.397315541308
1985,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,68,2.55606060606061,7.25223880597015,0,0,0,0,0,0
1985,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,25,4.004,8.92,0,0,0,0,0,0
1985,"EBS","SE_outer","Sablefish","[20,55)",0.514133099001803,0.0134222575647741,0.590980261617495,38792,25,4.004,8.92,0.0205653239600721,0.000536890302590964,0.0236392104646998,797.770047059118,20.8270486181087,917.012252346635
1985,"EBS","SE_outer","Sablefish","[55,999)",1.91156884134906,0.0480850095750692,1.92050563903259,38792,25,4.004,8.92,0.0764627536539623,0.00192340038300277,0.0768202255613036,2966.14313974451,74.6125476574433,2980.01018997409
1985,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,0.482142857142857,5.71034482758621,0,0,0,0,0,0
1986,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,2.59666666666667,4.34333333333333,0,0,0,0,0,0
1986,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,-0.254545454545455,6.53636363636364,0,0,0,0,0,0
1986,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,59,2.37413793103448,7.80677966101695,0,0,0,0,0,0
1986,"EBS","NW_outer","Sablefish","[20,55)",0.304218736499016,0.00705200525532423,0.376171843069812,88134,59,2.37413793103448,7.80677966101695,0.00515624977116976,0.000119525512802106,0.00637579395033579,454.440917332275,10.5342615453008,561.924224018894
1986,"EBS","NW_outer","Sablefish","[55,999)",3.42617071932387,0.0740075727424146,3.28659557714737,88134,59,2.37413793103448,7.80677966101695,0.0580706901580316,0.00125436563970194,0.0557050097821588,5118.00220638796,110.552261289491,4909.50533214078
1986,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,1.98461538461538,6.38205128205128,0,0,0,0,0,0
1986,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,2.62,3.5719298245614,0,0,0,0,0,0
1986,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,68,1.6046875,4.39090909090909,0,0,0,0,0,0
1986,"EBS","SE_middle","Sablefish","[20,55)",0.367564587641513,0.00825312571302352,0.51468927122943,94526,68,1.6046875,4.39090909090909,0.00540536158296343,0.000121369495779758,0.00756895987102103,510.947208991201,11.4725729580774,715.463500768133
1986,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.82692307692308,6.52692307692308,0,0,0,0,0,0
1986,"EBS","SE_outer","Sablefish","[20,55)",4.61330161719009,0.121794486891341,5.8292537928098,38792,26,3.82692307692308,6.52692307692308,0.177434677584234,0.00468440334197465,0.224202068954223,6883.04601284762,181.717374441881,8697.24665887223
1986,"EBS","SE_outer","Sablefish","[55,999)",2.55240434420596,0.0631029122910188,2.54291653359437,38792,26,3.82692307692308,6.52692307692308,0.0981693978540754,0.00242703508811611,0.0978044820613221,3808.18728155529,94.1495451382001,3794.03146812281
1986,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,-0.282758620689655,7.2,0,0,0,0,0,0
1987,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,14,1.01428571428571,8.71428571428571,0,0,0,0,0,0
1987,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,30,3.07333333333333,4.52,0,0,0,0,0,0
1987,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,1.97954545454545,7.7625,0,0,0,0,0,0
1987,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,53,3.12264150943396,9.12941176470588,0,0,0,0,0,0
1987,"EBS","NW_outer","Sablefish","[55,999)",0.995559265138506,0.0229737531740947,0.961162870671784,88134,53,3.12264150943396,9.12941176470588,0.018784137078085,0.000433467041020655,0.0181351485032412,1655.52113723994,38.2031841933144,1598.32317818466
1987,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,3.9,7.68095238095238,0,0,0,0,0,0
1987,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,3.47857142857143,4.62452830188679,0,0,0,0,0,0
1987,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,68,3.71044776119403,5.57777777777778,0,0,0,0,0,0
1987,"EBS","SE_middle","Sablefish","[20,55)",0.0295004056469668,0.000751666583328941,0.0338929801216518,94526,68,3.71044776119403,5.57777777777778,0.000433829494808335,1.10539203430727e-05,0.000498426178259586,41.0081668262526,1.04488287434929,47.1142329261656
1987,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,4.27307692307692,7.20625,0,0,0,0,0,0
1987,"EBS","SE_outer","Sablefish","[20,55)",0.349966352710757,0.00940328135124542,0.411143271963764,38792,26,4.27307692307692,7.20625,0.0134602443350291,0.000361664667355593,0.0158132027678371,522.149798244449,14.0296957760582,613.425761769936
1987,"EBS","SE_outer","Sablefish","[55,999)",0.107470544519141,0.00278760569889673,0.111083919401353,38792,26,4.27307692307692,7.20625,0.00413348248150541,0.00010721560380372,0.00427245843851357,160.346052422558,4.15910770275392,165.737207746818
1987,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,25,1.896,9.18421052631579,0,0,0,0,0,0
1988,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,-0.795,7.41052631578947,0,0,0,0,0,0
1988,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,3.51612903225806,5.45483870967742,0,0,0,0,0,0
1988,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,0.515909090909091,6.73953488372093,0,0,0,0,0,0
1988,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.53,8.275,0,0,0,0,0,0
1988,"EBS","NW_outer","Sablefish","[55,999)",0.096974089898066,0.00211597446734352,0.0917986677593223,88134,60,2.53,8.275,0.00161623483163443,3.52662411223921e-05,0.00152997779598871,142.445240651269,3.1081548950809,134.843063071669
1988,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,2.23076923076923,7.0078947368421,0,0,0,0,0,0
1988,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,3.54385964912281,4.75263157894737,0,0,0,0,0,0
1988,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,67,2.0134328358209,6.35538461538462,0,0,0,0,0,0
1988,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.8,7.19230769230769,0,0,0,0,0,0
1988,"EBS","SE_outer","Sablefish","[55,999)",0.116879487465198,0.00288324874482567,0.116377398992462,38792,26,3.8,7.19230769230769,0.00449536490250762,0.000110894182493295,0.00447605380740237,174.384195298076,4.3018071272799,173.635079296753
1988,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,28,0.240740740740741,7.55357142857143,0,0,0,0,0,0
1989,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,0.93,9.00526315789474,0,0,0,0,0,0
1989,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,4.59677419354839,5.56451612903226,0,0,0,0,0,0
1989,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,2.27045454545455,7.40952380952381,0,0,0,0,0,0
1989,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.93392857142857,9.19642857142857,0,0,0,0,0,0
1989,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,3.76842105263158,7.14594594594595,0,0,0,0,0,0
1989,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,3.1537037037037,4.35263157894737,0,0,0,0,0,0
1989,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,67,2.246875,5.52769230769231,0,0,0,0,0,0
1989,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.63461538461538,7.048,0,0,0,0,0,0
1989,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,2.33793103448276,7.80689655172414,0,0,0,0,0,0
1990,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,-0.535,8.815,0,0,0,0,0,0
1990,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,30,4.2695652173913,5.32333333333333,0,0,0,0,0,0
1990,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,0.109302325581395,7.98333333333333,0,0,0,0,0,0
1990,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.27758620689655,9.01186440677966,0,0,0,0,0,0
1990,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,2.36551724137931,8.22564102564102,0,0,0,0,0,0
1990,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,3.64736842105263,4.99473684210526,0,0,0,0,0,0
1990,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,68,2.68867924528302,6.48235294117647,0,0,0,0,0,0
1990,"EBS","SE_middle","Sablefish","[20,55)",0.060616622222725,0.00146460398884783,0.0787292230753314,94526,68,2.68867924528302,6.48235294117647,0.000891420915040074,2.15382939536445e-05,0.00115778269228428,84.262453415078,2.0359287742622,109.440566770864
1990,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.66190476190476,7.51923076923077,0,0,0,0,0,0
1990,"EBS","SE_outer","Sablefish","[20,55)",0.0205374258178147,0.000539283344242166,0.0266741286352579,38792,26,3.66190476190476,7.51923076923077,0.000789900992992872,2.07416670862372e-05,0.001025928024433,30.6418393201795,0.804610749609312,39.7977999238048
1990,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,26,-0.134782608695652,8.184,0,0,0,0,0,0
1991,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,-1.18947368421053,10.2,0,0,0,0,0,0
1991,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,4.80357142857143,8.01379310344828,0,0,0,0,0,0
1991,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,0.377142857142857,8.82142857142857,0,0,0,0,0,0
1991,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.03157894736842,9.50526315789474,0,0,0,0,0,0
1991,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,38,2.9969696969697,9.26857142857143,0,0,0,0,0,0
1991,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,4.42641509433962,5.41538461538462,0,0,0,0,0,0
1991,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,68,2.75737704918033,6.1640625,0,0,0,0,0,0
1991,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.64583333333333,8.45789473684211,0,0,0,0,0,0
1991,"EBS","SE_outer","Sablefish","[20,55)",0.107853141755584,0.00270891672714436,0.120050317718981,38792,26,3.64583333333333,8.45789473684211,0.00414819775983016,0.000104189104890168,0.0046173199122685,160.916887499331,4.04170375689939,179.11507403672
1991,"EBS","SE_outer","Sablefish","[55,999)",0.0487128406027692,0.00118962776459138,0.0490222910782869,38792,26,3.64583333333333,8.45789473684211,0.0018735707924142,4.57549140227452e-05,0.00188547273378026,72.6795581793316,1.77492462477033,73.141258288804
1991,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,27,0.261538461538461,8.472,0,0,0,0,0,0
1992,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,-0.56,8.49,0,0,0,0,0,0
1992,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,16,4.4375,5.30666666666667,0,0,0,0,0,0
1992,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,41,-0.2825,7.01794871794872,0,0,0,0,0,0
1992,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.48,8.68070175438596,0,0,0,0,0,0
1992,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,1.06666666666667,6.62162162162162,0,0,0,0,0,0
1992,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,57,3.53658536585366,4.8625,0,0,0,0,0,0
1992,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,68,1.37454545454545,6.86923076923077,0,0,0,0,0,0
1992,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.29615384615385,7.43846153846154,0,0,0,0,0,0
1992,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,-0.544,7.58928571428571,0,0,0,0,0,0
1993,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,0.4,9.095,0,0,0,0,0,0
1993,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,4.2875,5.53,0,0,0,0,0,0
1993,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,1.38048780487805,6.86976744186047,0,0,0,0,0,0
1993,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.83571428571429,9.03898305084746,0,0,0,0,0,0
1993,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,38,3.115625,6.92162162162162,0,0,0,0,0,0
1993,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,4.51428571428571,5.47931034482759,0,0,0,0,0,0
1993,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,69,2.7296875,6.59705882352941,0,0,0,0,0,0
1993,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,4.00909090909091,7.65769230769231,0,0,0,0,0,0
1993,"EBS","SE_outer","Sablefish","[55,999)",0.0963567645825464,0.00243909551474731,0.0988606188968241,38792,26,4.00909090909091,7.65769230769231,0.00370602940702101,9.38113659518196e-05,0.0038023314960317,143.764292757159,3.63913050800298,147.500043394062
1993,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,1.40384615384615,7.58620689655172,0,0,0,0,0,0
1994,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,-0.93,6.96,0,0,0,0,0,0
1994,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,1.66666666666667,4.27741935483871,0,0,0,0,0,0
1994,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,-1.37826086956522,5.96279069767442,0,0,0,0,0,0
1994,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,1.84666666666667,7.015,0,0,0,0,0,0
1994,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,1.23181818181818,5.72051282051282,0,0,0,0,0,0
1994,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,2.91607142857143,3.83793103448276,0,0,0,0,0,0
1994,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,69,2.14029850746269,5.31739130434783,0,0,0,0,0,0
1994,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.484,6.33076923076923,0,0,0,0,0,0
1994,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,28,-0.813333333333333,6.05714285714286,0,0,0,0,0,0
1995,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,-0.95,7.175,0,0,0,0,0,0
1995,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,3.86153846153846,4.74516129032258,0,0,0,0,0,0
1995,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,-0.676190476190476,6.05227272727273,0,0,0,0,0,0
1995,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.16440677966102,7.95,0,0,0,0,0,0
1995,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,1.12432432432432,5.83846153846154,0,0,0,0,0,0
1995,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,2.95636363636364,4.56034482758621,0,0,0,0,0,0
1995,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,69,1.29253731343284,5.57971014492754,0,0,0,0,0,0
1995,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.18333333333333,6.48461538461538,0,0,0,0,0,0
1995,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,-0.334782608695652,7.21379310344828,0,0,0,0,0,0
1996,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,1.075,8.33,0,0,0,0,0,0
1996,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,4.39259259259259,4.93225806451613,0,0,0,0,0,0
1996,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,1.41818181818182,6.62045454545455,0,0,0,0,0,0
1996,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,3.46896551724138,8.53,0,0,0,0,0,0
1996,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,3.88461538461538,6.92307692307692,0,0,0,0,0,0
1996,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,4.88421052631579,5.29827586206897,0,0,0,0,0,0
1996,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,69,3.0671875,5.75507246376812,0,0,0,0,0,0
1996,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,4.2,7.54615384615385,0,0,0,0,0,0
1996,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,28,1.88571428571429,7.60714285714286,0,0,0,0,0,0
1997,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,0.489473684210526,9.155,0,0,0,0,0,0
1997,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,4.04838709677419,6.07741935483871,0,0,0,0,0,0
1997,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,0.475609756097561,7.68181818181818,0,0,0,0,0,0
1997,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,3.18235294117647,9.25593220338983,0,0,0,0,0,0
1997,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,39,2.73076923076923,7.43846153846154,0,0,0,0,0,0
1997,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,4.1948275862069,6.77931034482759,0,0,0,0,0,0
1997,"EBS","SE_middle","Sablefish","[0,20)",0,0,0,94526,69,2.075,8.15072463768116,0,0,0,0,0,0
1997,"EBS","SE_outer","Sablefish","[0,20)",0,0,0,38792,26,3.79230769230769,8.13076923076923,0,0,0,0,0,0
1997,"EBS","SE_outer","Sablefish","[20,55)",0.0255843244358579,0.000660745898487518,0.0300944310095584,38792,26,3.79230769230769,8.13076923076923,0.000984012478302227,2.54133037879815e-05,0.00115747811575225,38.1718120583,0.985832880543377,44.9008910662611
1997,"EBS","StMatt","Sablefish","[0,20)",0,0,0,27537,29,1.32272727272727,8.06551724137931,0,0,0,0,0,0
1998,"EBS","NW_corner","Sablefish","[0,20)",0,0,0,29522,20,0.926315789473684,8.75,0,0,0,0,0,0
1998,"EBS","NW_inner","Sablefish","[0,20)",0,0,0,41027,31,4.35,6.45483870967742,0,0,0,0,0,0
1998,"EBS","NW_middle","Sablefish","[0,20)",0,0,0,62703,44,1.95,8.37727272727273,0,0,0,0,0,0
1998,"EBS","NW_outer","Sablefish","[0,20)",0,0,0,88134,60,2.67169811320755,8.4448275862069,0,0,0,0,0,0
1998,"EBS","Pribs","Sablefish","[0,20)",0,0,0,32785,38,3.25833333333333,7.95526315789474,0,0,0,0,0,0
1998,"EBS","Pribs","Sablefish","[20,55)",0.0130215788181253,0.000384603371109394,0.0291566209443908,32785,38,3.25833333333333,7.95526315789474,0.000342673126792771,1.01211413449841e-05,0.000767279498536601,11.234538461901,0.331821618995302,25.1552583595225
1998,"EBS","SE_inner","Sablefish","[0,20)",0,0,0,77871,58,4.41698113207547,5.54035087719298,0,0,0,0,0,0
