"year","model","stratum_bin","species_name","lbin","prey_guild","strat_preycons_sci_t_km2","strat_preycons_sci_vonb_rel","area","cons_tons_day","cons_rel_vonb","jcat"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Flathead_sole",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Gelatinous_carnivores",1.23954726611226e-06,2.47009371042486e-05,234769.252,0.291007584483821,5.79902052766348,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Gelatinous_omnivores",2.0869924145822e-05,0.000415883038743033,234769.252,4.89961648101136,97.6365499251888,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Infauna",1.27204092536126e-05,0.000253484508016599,234769.252,2.98636096560452,59.5103683406449,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","King_crab",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Large_sculpins",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","MISC_NA",3.59430752122008e-05,0.000716251541528096,234769.252,8.43832888214811,168.153838648398,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Macroalgae",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Microzooplankton",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Miscellaneous_deep-sea_fish",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Motile_epifauna",0.000382724111250109,0.00762669117888416,234769.252,89.851853320553,1790.51258330163,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Mysids",0.000251161506190382,0.00500499233633506,234769.252,58.9649989395092,1175.01830706711,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Octopus",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Pacific_cod",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Pacific_halibut",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Pacific_herring",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Pacific_sandlance",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Pandalid_shrimp",0.00043735269366196,0.00871529603901312,234769.252,102.676964751203,2046.08353203767,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Polychaete",5.24121355408678e-05,0.00104443686730464,234769.252,12.3047578566521,245.201662098334,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Rex_sole",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Rock_sole",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Sessile_epifauna",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Shallow-water_flatfish",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Shelf_demersals",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Shelf_forage_fish",0.000112279991886748,0.00223744676260608,234769.252,26.3598897098179,525.28370284685,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Slope_demersals",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Slope_forage_fish",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Snow_crab",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Squid",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Tanner_crab",1.64126514856875e-05,0.00032706124497652,234769.252,3.85318591263154,76.7839238413264,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Thornyheads",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","Walleye_pollock",0.000148281369742228,0.00295486012342418,234769.252,34.8119062599182,693.710300940923,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","amphipods",0.000252089606540913,0.00502348695046688,234769.252,59.1828883645844,1179.36027379287,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[25,40)","copepods",0.000294339916542656,0.00586542519559835,234769.252,69.1019620404619,1377.02148583258,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Arrowtooth_flounder",1.71802188474577e-06,4.11963938096058e-05,234769.252,0.403338712801395,9.67164655977859,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Benthic_detritus",1.91621943683451e-05,0.000459489668009304,234769.252,4.49869403853498,107.874045660273,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Deep-water_flatfish",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Euphausiids",0.0102248770550966,0.245182011682519,234769.252,2400.48673801698,57561.1974865602,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Flathead_sole",4.70424997626206e-05,0.00112803065153968,234769.252,11.0441324814806,264.826912295044,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Gelatinous_carnivores",5.1613717439994e-06,0.000123764373929984,234769.252,1.21173138363267,29.0560694917906,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Gelatinous_omnivores",3.45993667957801e-06,8.2965714973583e-05,234769.252,0.812286746231892,19.4777988459933,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Infauna",5.71515097783447e-05,0.00137043429105714,234769.252,13.4174172013327,321.735833426635,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","King_crab",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Large_sculpins",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","MISC_NA",0.000397064321108391,0.0095211931148046,234769.252,93.2184936625048,2235.28338571023,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Macroalgae",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Microzooplankton",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Miscellaneous_deep-sea_fish",2.12586061224446e-06,5.09759460830802e-05,234769.252,0.499086705792893,11.9675847319171,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Motile_epifauna",0.00352781153186275,0.0845932839640122,234769.252,828.221674532392,19859.9020004547,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Mysids",0.000217528671025096,0.00521611329634264,234769.252,51.0690433851159,1224.58301692962,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Octopus",5.05300554336992e-06,0.000121165864145899,234769.252,1.18629033176881,28.4460192934664,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Pacific_cod",2.30218024585036e-06,5.52039091415771e-05,234769.252,0.540481134287466,12.960180456644,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Pacific_halibut",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Pacific_herring",8.24959315105909e-05,0.0019781673984342,234769.252,19.3675081337847,464.412880461184,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Pacific_sandlance",5.20464078050735e-05,0.00124801920822471,234769.252,12.2188962296841,292.996535996548,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Pandalid_shrimp",0.0040497646912235,0.0971091826810856,234769.252,950.760227334553,22798.2501803698,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Polychaete",3.20854129780234e-05,0.000769375128642257,234769.252,7.53266840496166,180.625623458746,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Rex_sole",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Rock_sole",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Sessile_epifauna",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Shallow-water_flatfish",6.16187239612721e-07,1.47755348223029e-05,234769.252,0.144661817335823,3.468841258132,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Shelf_demersals",0.00019679850860849,0.00471902537084281,234769.252,46.2022386607309,1107.88205648179,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Shelf_forage_fish",0.00316317286951497,0.0758496247209812,234769.252,742.615728522723,17807.1596602255,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Slope_demersals",2.74986438368636e-05,0.000659389132811402,234769.252,6.45583604459489,154.804293487061,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Slope_forage_fish",1.36431149670988e-06,3.27147833193928e-05,234769.252,0.320298389577578,7.68042520923594,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Snow_crab",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Squid",0.000893178318445428,0.021417495362304,234769.252,209.690805724051,5028.16936592158,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Tanner_crab",8.93844712458629e-06,0.000214334748038024,234769.252,2.09847254548067,50.3192084744953,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Thornyheads",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","Walleye_pollock",0.000816694819809545,0.0195834999064158,234769.252,191.734831958962,4597.6036245713,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","amphipods",0.000663384638282449,0.0159072797899607,234769.252,155.742315317861,3734.5401776438,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[40,55)","copepods",0.000155365767292554,0.00372551094415353,234769.252,36.475104973679,874.635417676737,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Arrowtooth_flounder",6.66407067877707e-06,0.000171352078461394,234769.252,1.56451888853163,40.2281992890267,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Benthic_detritus",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Deep-water_flatfish",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Euphausiids",0.0048054338860224,0.123561277178689,234769.252,1128.16811895693,29008.3886194056,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Flathead_sole",1.70043530011465e-05,0.000437229940990421,234769.252,3.99209923482313,102.648146198325,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Gelatinous_carnivores",4.1916618257708e-07,1.07779464035474e-05,234769.252,0.0984073311473165,2.5303304152569,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Gelatinous_omnivores",1.89623772846033e-07,4.87576275358796e-06,234769.252,0.044517831312481,1.14467917458931,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Infauna",1.42068779324424e-05,0.000365298956075604,234769.252,3.3353381054548,85.7609626742504,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","King_crab",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Large_sculpins",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","MISC_NA",8.44404114594252e-05,0.00217120146336188,234769.252,19.8240122369015,509.731343494775,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Macroalgae",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Microzooplankton",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Miscellaneous_deep-sea_fish",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Motile_epifauna",0.00192356611866467,0.0494603176315041,234769.252,451.594178851448,11611.7617740306,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Mysids",7.9351055959685e-05,0.00204033975961575,234769.252,18.6291880530654,479.00903919085,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Octopus",3.7501033810653e-06,9.64257493302217e-05,234769.252,0.880408965695371,22.6378010437957,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Pacific_cod",2.34530672134574e-06,6.03044596468503e-05,234769.252,0.550605904680913,14.1576328835552,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Pacific_halibut",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Pacific_herring",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Pacific_sandlance",2.41093082618527e-05,0.000619918407241898,234769.252,5.66012426687259,145.537780769212,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Pandalid_shrimp",0.00205999058618771,0.0529681759946378,234769.252,483.622449046331,12435.2990580655,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Polychaete",0.000119357528531556,0.00306901915957026,234769.252,28.021477693922,720.511332465978,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Rex_sole",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Rock_sole",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Sessile_epifauna",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Shallow-water_flatfish",2.41155391106805e-06,6.20078619963023e-05,234769.252,0.56615870785912,14.5575393789911,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Shelf_demersals",5.73477347404681e-05,0.00147457222717139,234769.252,13.4634847889141,346.184218793002,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Shelf_forage_fish",0.00189933690985173,0.0488373162424591,234769.252,445.905905621882,11465.5002039296,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Slope_demersals",3.91816802807013e-05,0.00100747166069074,234769.252,9.1986537716034,236.523368191562,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Slope_forage_fish",1.54716236820654e-06,3.9781914131513e-05,234769.252,0.363226151906399,9.33957022378355,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Snow_crab",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Squid",7.97822049461122e-05,0.00205142581774927,234769.252,18.7304085781095,481.611704766485,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Tanner_crab",5.69042201560793e-05,0.00146316821459017,234769.252,13.3593612016861,343.506907289509,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Thornyheads",0,0,234769.252,0,0,"adu"
1990,"WGOA","WC_GOA","Walleye_pollock","[55,999)","Walleye_pollock",0.000102440702730294,0.00263403979009161,234769.252,24.0499271543454,618.391551258044,"adu"
