"survey","Species","RACE","stratum","haul_count","catch_count","mean_wgt_cpue","mean_num_cpue","new.stratum_biomass","stratum_pop","INPFC_AREA","MAX_DEPTH","REGULATORY_AREA_NAME","NODC","NAME","ECOPATH_PRED"
"GOA","Other Sebastes",30040,110,108,1,0.265949403798514,1.54262995242758,295970.867547024,6548.95161912002,"Shumagin",200,"WESTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,111,263,1,NA,NA,NA,NA,"Shumagin",200,"WESTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,112,56,1,2.21805105399014,0.244494163799618,1336510.2399254,557.01687272317,"Shumagin",200,"WESTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,120,269,0,0,0,2651090.0050162,0,"Chirikof",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,121,219,1,0.000605162830924382,0.10086047182073,608600.154956325,780.117321693585,"Chirikof",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,122,167,0,0,0,659904.208361171,0,"Chirikof",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,130,239,0,0,0,1868218.70322219,0,"Kodiak",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,131,221,4,0.116989870512578,0.480937689483788,2720357.0932151,3528.35222700424,"Kodiak",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,132,214,0,0,0,113586.829712175,0,"Kodiak",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,133,241,5,0.265761322729418,21.7023557820948,2149468.22244419,262099.589506272,"Kodiak",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,134,177,3,0.0517939418391364,2.67639699661795,1984251.76697041,13451.0520839845,"Kodiak",200,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,140,147,1,0.00356854296601955,0.356854296601955,1984952.1018883,2621.3107053908,"Yakutat",200,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,141,99,1,0.00237207045962512,0.29650880745314,1069160.96160448,1564.54592003733,"Yakutat",200,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,142,136,1,0.00176632727624207,0.220790909530259,5660149.57308101,1994.16229894998,"Yakutat",200,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,143,113,4,0.0900917355277502,5.61572399152978,14961983.2650647,43395.6812319901,"Yakutat",200,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,150,68,7,0.530130431198615,4.60498010942015,17765353.6177004,19324.2556415288,"Southeastern",200,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,151,141,4,0.122805596861556,1.94361141728459,405619976.871882,13387.2922388752,"Southeastern",200,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,210,100,1,0.00540043054824537,0.180014351608179,293043.351903597,501.870831551671,"Shumagin",300,"WESTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,220,203,0,0,0,869858.478448741,0,"Chirikof",300,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,221,63,0,0,0,858864.36526464,0,"Chirikof",300,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,230,160,4,0.259204207820326,1.12294621898253,1651206.4910094,7478.21542746542,"Kodiak",300,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,231,57,1,0.0175900888585693,0.732920369107053,1108335.68892501,1189.24685179827,"Kodiak",300,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,232,58,0,0,0,4612.18051355038,0,"Kodiak",300,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,240,101,1,0.00408250088435644,0.226805604686469,2827701.62219222,690.102093796334,"Yakutat",300,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,241,70,4,0.115395753277035,0.975035775097689,7571186.67296911,2074.24040608252,"Yakutat",300,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,250,43,0,0,0,2874973.71877484,0,"Southeastern",300,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,251,118,7,0.712334079731216,13.1726507429534,57448459.9747674,51729.8029992734,"Southeastern",300,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,310,76,1,0.122633591488069,0.254426538356989,95269.4117002855,643.979265661912,"Shumagin",500,"WESTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,320,55,2,1.09382731241991,0.622313283832741,490580.576481251,998.166237049647,"Chirikof",500,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,330,82,0,0,0,51826.2092119646,0,"Kodiak",500,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,340,38,0,0,0,345341.880552732,0,"Yakutat",500,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,341,33,0,0,0,889528.408570815,0,"Yakutat",500,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,350,60,0,0,0,2393807.77067497,0,"Southeastern",500,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,351,10,1,1.54376232235285,0.666564042466688,2475553.80303183,515.027373052311,"Southeastern",500,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,410,33,0,0,0,0,0,"Shumagin",700,"WESTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,420,33,0,0,0,0,0,"Chirikof",700,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,430,38,0,0,0,1436.86010184014,0,"Kodiak",700,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,440,18,0,0,0,0,0,"Yakutat",700,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,450,8,0,0,0,0,0,"Southeastern",700,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,510,9,0,0,0,0,0,"Shumagin",1000,"WESTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,520,29,0,0,0,0,0,"Chirikof",1000,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,530,21,0,0,0,0,0,"Kodiak",1000,"CENTRAL GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,540,8,0,0,0,0,0,"Yakutat",1000,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
"GOA","Other Sebastes",30040,550,4,0,0,0,0,0,"Southeastern",1000,"EASTERN GOA",8826010100,"Sebastes sp. (rockfish)","Gen. Sebastes"
