"predator","species_name","common_name","race_guild","species_code","model","pred_n","pred_full","tot_wt","tot_sci","prey_guild","prey_n","prey_wt","prey_sci","dietprop_wt"
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Sessile_epifauna",1,0.1,0.000595238095238095,4.72197015637232e-06
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Shallow-water_flatfish",11,123.655,0.768391481589459,0.00583895219686219
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Shelf_demersals",24,651.11451,3.79430514178802,0.0307454328460099
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Shelf_forage_fish",61,1162.048,9.59958785386385,0.0548715597627214
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Slope_demersals",4,60.512,0.518399460188934,0.00285735858102402
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Slope_forage_fish",1,6.02,0.0501666666666667,0.000284262603413614
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Slope_rockfish",2,168.83,1.04269258987528,0.00797210221500339
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Squid",19,309.924,1.96264928970481,0.0146345187874353
"arrowtooth flounder","Atheresthes stomias","arrowtooth flounder","Arrowtooth_flounder",10110,"EGOA",2522,1294,21177.60102,145.969689781749,"Walleye_pollock",71,4415.17199,25.9617392647798,0.20848310372031
"big skate","Beringraja binoculata","big skate","Big_skate",420,"EGOA",4,4,362.5,1.28637068269421,"Motile_epifauna",4,196,0.750029137529138,0.540689655172414
"big skate","Beringraja binoculata","big skate","Big_skate",420,"EGOA",4,4,362.5,1.28637068269421,"Octopus",1,54,0.2,0.148965517241379
"big skate","Beringraja binoculata","big skate","Big_skate",420,"EGOA",4,4,362.5,1.28637068269421,"Pacific_capelin",1,3.5,0.00997150997150997,0.0096551724137931
"big skate","Beringraja binoculata","big skate","Big_skate",420,"EGOA",4,4,362.5,1.28637068269421,"Pandalid_shrimp",2,10.5,0.0358974358974359,0.0289655172413793
"big skate","Beringraja binoculata","big skate","Big_skate",420,"EGOA",4,4,362.5,1.28637068269421,"Shelf_forage_fish",1,4,0.0156862745098039,0.0110344827586207
"big skate","Beringraja binoculata","big skate","Big_skate",420,"EGOA",4,4,362.5,1.28637068269421,"Tanner_crab",2,94.5,0.274786324786325,0.260689655172414
"chinook salmon","Oncorhynchus tshawytscha","chinook salmon","Chinook_salmon",23220,"EGOA",8,8,168.96,0.928378172855385,"Euphausiids",1,0.197,0.00134013605442177,0.00116595643939394
"chinook salmon","Oncorhynchus tshawytscha","chinook salmon","Chinook_salmon",23220,"EGOA",8,8,168.96,0.928378172855385,"MISC_NA",4,13.308,0.0819181429603115,0.0787642045454545
"chinook salmon","Oncorhynchus tshawytscha","chinook salmon","Chinook_salmon",23220,"EGOA",8,8,168.96,0.928378172855385,"Pacific_capelin",7,155.455,0.845119893840652,0.920069839015151
"chum salmon","Oncorhynchus keta","chum salmon","Chum_salmon",23235,"EGOA",3,3,20.68,0.147921415004748,"Benthic_detritus",1,1.65,0.00846153846153846,0.0797872340425532
"chum salmon","Oncorhynchus keta","chum salmon","Chum_salmon",23235,"EGOA",3,3,20.68,0.147921415004748,"MISC_NA",1,17.53,0.10820987654321,0.847678916827853
"chum salmon","Oncorhynchus keta","chum salmon","Chum_salmon",23235,"EGOA",3,3,20.68,0.147921415004748,"Motile_epifauna",1,1.35,0.028125,0.0652804642166344
"chum salmon","Oncorhynchus keta","chum salmon","Chum_salmon",23235,"EGOA",3,3,20.68,0.147921415004748,"Mysids",1,0.075,0.0015625,0.00362669245647969
"chum salmon","Oncorhynchus keta","chum salmon","Chum_salmon",23235,"EGOA",3,3,20.68,0.147921415004748,"Pelagic_amphipods",1,0.075,0.0015625,0.00362669245647969
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Benthic_detritus",1,0.894,0.00573076923076923,0.00770404074351749
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Euphausiids",8,0.384,0.00292732735331675,0.00330911817171221
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Infauna",72,40.024,0.303594465184163,0.344906629439087
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"MISC_NA",2,0.022,0.000166666666666667,0.000189584895254345
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Microzooplankton",1,0.069,0.000479166666666667,0.000594607171479538
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Motile_epifauna",76,74.397,0.527319933526728,0.641115793283524
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Mysids",3,0.084,0.000651179569784221,0.000723869600062046
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Pelagic_amphipods",1,0.047,0.000356060606060606,0.000405022276225192
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Sessile_epifauna",1,0.015,0.000108695652173913,0.000129262428582508
"Dover sole","Microstomus pacificus","Dover sole","Deep_water_flatfish",10180,"EGOA",82,81,116.043,0.841985814843926,"Squid",3,0.107,0.000651550387596899,0.000922071990555225
"rosethorn rockfish","Sebastes helvomaculatus","rosethorn rockfish","Demersal_shelf_rockfish",30270,"EGOA",3,3,2,0.024596332785988,"Motile_epifauna",3,2,0.024596332785988,1
"yelloweye rockfish","Sebastes ruberrimus","yelloweye rockfish","Demersal_shelf_rockfish",30470,"EGOA",2,2,45,0.276926351638995,"MISC_NA",1,2,0.0114942528735632,0.0444444444444444
"yelloweye rockfish","Sebastes ruberrimus","yelloweye rockfish","Demersal_shelf_rockfish",30470,"EGOA",2,2,45,0.276926351638995,"Pandalid_shrimp",1,43,0.265432098765432,0.955555555555556
"flathead sole","Hippoglossoides elassodon","flathead sole","Flathead_sole",10130,"EGOA",102,73,170.112,1.60054790704773,"Euphausiids",3,6.02,0.0670222222222222,0.0353884499623777
"flathead sole","Hippoglossoides elassodon","flathead sole","Flathead_sole",10130,"EGOA",102,73,170.112,1.60054790704773,"Infauna",14,10.934,0.111686909195864,0.0642753009781791
"flathead sole","Hippoglossoides elassodon","flathead sole","Flathead_sole",10130,"EGOA",102,73,170.112,1.60054790704773,"MISC_NA",30,0.107,0.000914529914529915,0.000628997366440933
"flathead sole","Hippoglossoides elassodon","flathead sole","Flathead_sole",10130,"EGOA",102,73,170.112,1.60054790704773,"Motile_epifauna",50,112.404,0.995693944846599,0.66076467268623
"flathead sole","Hippoglossoides elassodon","flathead sole","Flathead_sole",10130,"EGOA",102,73,170.112,1.60054790704773,"Mysids",7,0.44,0.00568707729468599,0.00258653122648608
"flathead sole","Hippoglossoides elassodon","flathead sole","Flathead_sole",10130,"EGOA",102,73,170.112,1.60054790704773,"Pandalid_shrimp",20,40.055,0.417959890240501,0.235462518811136
"flathead sole","Hippoglossoides elassodon","flathead sole","Flathead_sole",10130,"EGOA",102,73,170.112,1.60054790704773,"Tanner_crab",1,0.152,0.00158333333333333,0.000893528969149737
"bigmouth sculpin","Hemitripterus bolini","bigmouth sculpin","Large_sculpins",21420,"EGOA",1,1,246.03,1.26169230769231,"Slope_rockfish",1,246.03,1.26169230769231,1
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Euphausiids",1,0.015,5.37634408602151e-05,3.69298038288821e-06
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Infauna",1,0.015,5.37634408602151e-05,3.69298038288821e-06
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"MISC_NA",35,726.23,3.13396677460878,0.178796876230993
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Motile_epifauna",2,5,0.0269278743855015,0.00123099346096274
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Octopus",2,1.093,0.005725,0.000269095170566454
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Pacific_herring",4,940.82,3.92600116959064,0.231628653588592
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Pandalid_shrimp",1,1.062,0.00380645161290323,0.000261463011108485
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Shallow-water_flatfish",3,261,1.09082255409092,0.0642578586622548
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Slope_rockfish",1,2068,6.56507936507936,0.509138895454187
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Squid",3,0.595,0.00333578771881078,0.000146488221854565
"lingcod","Ophiodon elongatus","lingcod","Lingcod",21910,"EGOA",44,28,4061.76,14.9747611079572,"Walleye_pollock",3,57.93,0.218988603988604,0.0142622902387143
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Euphausiids",2,1.7,0.0101360544217687,0.00098981077147016
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"MISC_NA",7,13.25,0.0875431331953071,0.00771470160116448
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Motile_epifauna",11,228.55,1.09567973720613,0.133071324599709
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Octopus",2,26.5,0.106290329858761,0.015429403202329
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Offal",1,124,0.359420289855072,0.072197962154294
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Pandalid_shrimp",5,29.5,0.138666026913647,0.0171761280931587
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Shallow-water_flatfish",1,27.5,0.158045977011494,0.0160116448326055
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Shelf_forage_fish",1,5,0.0187265917602996,0.00291120815138282
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Slope_demersals",1,23,0.0861423220973783,0.013391557496361
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Slope_forage_fish",1,7,0.0328638497652582,0.00407569141193595
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Tanner_crab",3,335.5,1.01298238357242,0.195342066957787
"longnose skate","Raja rhina","longnose skate","Longnose_skate",440,"EGOA",20,16,1717.5,5.65920324836409,"Walleye_pollock",1,896,2.55270655270655,0.521688500727802
"Bering skate","Bathyraja interrupta","Bering skate","Other_skates",435,"EGOA",6,6,62,0.528308433813343,"Euphausiids",2,3,0.0254273504273504,0.0483870967741935
"Bering skate","Bathyraja interrupta","Bering skate","Other_skates",435,"EGOA",6,6,62,0.528308433813343,"Infauna",2,4.6,0.0489533011272142,0.0741935483870968
"Bering skate","Bathyraja interrupta","Bering skate","Other_skates",435,"EGOA",6,6,62,0.528308433813343,"Motile_epifauna",6,49.9,0.419073284904281,0.804838709677419
"Bering skate","Bathyraja interrupta","Bering skate","Other_skates",435,"EGOA",6,6,62,0.528308433813343,"Slope_forage_fish",2,4,0.0306878306878307,0.0645161290322581
"Bering skate","Bathyraja interrupta","Bering skate","Other_skates",435,"EGOA",6,6,62,0.528308433813343,"Squid",1,0.5,0.00416666666666667,0.00806451612903226
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Benthic_detritus",3,1.04,0.00971086453530594,0.000765268574207001
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Cope_UNID",57,40.26768,0.398504201080548,0.0296303750579075
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Cope_large",27,5.9299,0.0577839246081718,0.00436342895979817
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Cope_medium",60,11.579,0.125722234784732,0.00852023540456045
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Cope_small",2,0.185,0.00242447516641065,0.000136129505988745
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Euphausiids",435,745.04398,7.50515840745409,0.548229561823182
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Gelatinous_carnivores",66,19.7567,0.236736524473169,0.0145376746538802
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Gelatinous_omnivores",18,5.20055,0.0491704808658328,0.00382674758037713
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Infauna",4,1.83,0.0155912491438807,0.00134657835653732
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"MISC_NA",376,75.801,0.648894583908741,0.0557770415321778
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Miscellaneous_deep-sea_fish",3,7.337,0.0572717258261934,0.00539882262399689
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Motile_epifauna",213,155.6708,1.42980092791395,0.114548049193907
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Mysids",21,6.378,0.0706263766922075,0.00469315669835793
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Pacific_capelin",1,1,0.00980392156862745,0.000735835167506732
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Pacific_sandlance",1,3,0.0303030303030303,0.00220750550252019
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Pandalid_shrimp",16,29.225,0.293426471807733,0.0215047827703842
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Pelagic_amphipods",186,42.0782,0.420838417459021,0.0309626193453818
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Shallow-water_flatfish",1,0.5,0.0072463768115942,0.000367917583753366
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Shelf_demersals",5,0.909,0.00858305098156357,0.000668874167263619
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Shelf_forage_fish",2,0.813,0.0108440779610195,0.000598233991182973
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Slope_forage_fish",9,40.468,0.304237813752502,0.0297777775586624
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Small_copepods",2,0.091,0.000828056628056628,6.69610002431126e-05
"Pacific ocean perch","Sebastes alutus","Pacific ocean perch","POP",30060,"EGOA",1057,729,1359.00001,13.0781341811666,"Squid",101,164.8962,1.38462698744027,0.121336422948224
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Arrowtooth_flounder",11,382.238,1.96335612989808,0.0219599129274785
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Benthic_detritus",13,14.026,0.0855149094932251,0.000805806169770702
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Euphausiids",53,36.8705,0.236530557971654,0.00211824300460079
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Flathead_sole",3,236.089,1.18155075811419,0.0135635229441748
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Gelatinous_carnivores",4,28.096,0.15182544390887,0.00161414017865946
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Infauna",183,654.6181,3.44916002837793,0.0376083918311404
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"King_crab",1,0.54,0.00666666666666667,3.1023480085283e-05
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"MISC_NA",237,889.8953,4.88717675557973,0.0511252761435869
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Macroalgae",1,0.996,0.00664,5.72210854906331e-05
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Motile_epifauna",798,6142.90636,36.8755581631379,0.352915431713367
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Mysids",23,7.492,0.0645030398258532,0.000430422060738778
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Octopus",69,320.8749,1.66563748677617,0.0184345482778096
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Offal",4,444.336,2.334849340305,0.025527498235508
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Other_skates",2,39.489,0.205619758351102,0.00226867815756989
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"POP",2,147.185,0.756018558003633,0.00845590910435625
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Pacific_capelin",8,86.564,0.51456958873754,0.00497317875944896
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Pacific_cod",1,34.73,0.180885416666667,0.00199526937659607
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Pacific_herring",22,1018.209,5.45168081081761,0.0584970122854739
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Pandalid_shrimp",357,2926.98206,17.0086483068652,0.168157721571094
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Pelagic_amphipods",32,20.798,0.138943977958511,0.00119486359039577
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Rex_sole",5,29.4,0.147631752405298,0.00168905613797652
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Sessile_epifauna",4,5.083,0.0309061816531519,0.000292022869024988
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Shallow-water_flatfish",68,748.961,3.74373970332153,0.0430284753113956
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Shelf_demersals",53,834.6818,4.49021909829757,0.0479532114812003
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Shelf_forage_fish",57,908.474,5.05554390608856,0.0521926389759211
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Slope_demersals",29,328.26,1.85805783722498,0.0188588288385092
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Slope_rockfish",2,93.716,0.515728422619048,0.00538406751791182
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Squid",78,101.473,0.672910459838702,0.005829714064248
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Tanner_crab",25,188.961,0.913973101846907,0.0108559774451762
"Pacific cod","Gadus macrocephalus","Pacific cod","Pacific_cod",21720,"EGOA",972,956,17406.17102,97.9178126423577,"Thornyheads",2,98.441,0.500074598443451,0.00565552296865804
