"","stratum_bin","year_group","lbin","pred_N","pred_full","tot_wt","tot_sci","prey_guild","prey_N","prey_wt","prey_sci","dietprop_wt","dietprop_sci"
"24","NW_corner",1987,"[30,60)",147,147,4080.82,3.00830352996229,"W. Pollock",4,50.847,0.0741582861133581,0.0124599957851608,0.0246511980505796
"25","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Gen. Fish",1,0.35,0.000107529467249947,0.000254879114477134,0.000279646768468075
"26","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Gen. Flatfish",1,2.116,0.000650092436288253,0.00154092630352461,0.00169066446308127
"27","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Hermit Crab",1,13.082,0.00364179939552208,0.00952665307311389,0.0094710543854874
"28","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"NP Shrimp",2,2.316,0.000705746843049861,0.00168657151179726,0.00183540223031781
"29","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Octopus",2,11.848,0.00300217308433981,0.00862802213807166,0.00780760867591734
"30","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Opilo",1,41.334,0.0126989228551695,0.0301004951937081,0.0330254843653126
"31","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Pandalidae",3,16.275,0.00463706811406666,0.0118518788231867,0.0120594023799158
"32","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Polychaete",1,2.639,0.000810772183064603,0.00192178852315759,0.00210853663424928
"33","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"Sculpin",1,14.372,0.00420151266264422,0.0104660646664725,0.0109266740441953
"34","NW_corner",1987,"[60,85)",15,15,1373.2,0.384518898033407,"W. Pollock",2,383.698,0.104199977355245,0.279418875618992,0.270987922539485
"35","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Bairdi",1,2.44,0.00129084854335525,0.00389950776705236,0.00279452729817229
"36","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Gen. Cephalopod",2,0.057,3.64624083595613e-05,9.10950584926165e-05,7.89366003025015e-05
"37","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Gen. Fish",2,2.41,0.00162242237463325,0.00385156299942466,0.00351234359632411
"38","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Hermit Crab",3,10.946,0.00738711020455184,0.0174934475484242,0.015992179119302
"39","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Managed Forage",2,19.792,0.0152468473071242,0.0316307613629099,0.0330075369648517
"40","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"NP Shrimp",5,10.603,0.00772558024626037,0.0169452790385476,0.0167249248593324
"41","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Octopus",2,67.562,0.0496749041468177,0.107974813015406,0.107540018065598
"42","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Opilo",1,0.413,0.000218491987051523,0.000660039634341239,0.00047300810415785
"43","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Pandalidae",1,0.383,0.000202620898403713,0.000612094866713546,0.000438649161967207
"44","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Polychaete",3,2.376,0.00152388766257,0.00379722559611328,0.00329902814262838
"45","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Snail",1,0.028,2.15699133285913e-05,4.47484497858467e-05,4.66961921491435e-05
"46","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"Unid Chion",1,0.395,0.000250801301900754,0.000631272773764623,0.000542953771134963
"47","NW_corner",1988,"[30,60)",26,26,625.72,0.461920176696611,"W. Pollock",2,19.125,0.0147330211574753,0.0305647893626542,0.0318951669590132
"48","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"Eelpout",1,30.658,0.00813305814128965,0.0103589022766744,0.0156080216339784
"49","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"Gen. Fish",1,0.083,2.68190241150118e-05,2.80445198305165e-05,5.14679596920865e-05
"50","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"Hermit Crab",1,2.209,0.000713773786386278,0.000746389690429047,0.00136979184288939
"51","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"NP Shrimp",1,2.839,0.000917339873042392,0.0009592577325161,0.00176045225982932
"52","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"Octopus",2,102.586,0.0209928882928605,0.0346623507389562,0.0402871157370949
"53","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"Opilo",1,15.698,0.0050723498862344,0.00530413099155961,0.00973426543670331
"54","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"Pandalidae",2,11.273,0.00158120492043679,0.00380898641023388,0.0030344650409713
"55","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"Polychaete",1,0.059,1.90641255757313e-05,1.9935261084343e-05,3.65856580943748e-05
"56","NW_corner",1988,"[60,85)",13,13,2959.58,0.521081936712859,"W. Pollock",3,961.765,0.152353714155132,0.324966718250563,0.292379573001945
"57","NW_corner",1988,"[85,999)",4,4,1006.45,0.116503291826097,"Gen. Gadid",1,40.177,0.00496465776005744,0.0399195191017934,0.04261388397049
"58","NW_corner",1988,"[85,999)",4,4,1006.45,0.116503291826097,"Opilo",1,67.073,0.00828818702094065,0.0666431516717174,0.071141226063486
"59","NW_corner",1988,"[85,999)",4,4,1006.45,0.116503291826097,"W. Pollock",2,791.95,0.0899976022641009,0.786874658452978,0.772489779932048
"60","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Bairdi",1,27.82,0.0147177895394029,0.00463141772657655,0.00413481438823986
"61","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Benth Amph",5,1.198,0.00169549896655372,0.000199440633948192,0.000476333317811296
"62","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Brittle Star",2,2.519,0.0011231739130976,0.000419358060864354,0.000315544371927473
"63","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Chaeteg etc.",2,0.002,1.02795250856928e-06,3.32955983219018e-07,2.88792879629121e-07
"64","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Clam",3,0.293,0.000352993582651212,4.87780515415862e-05,9.91699834132691e-05
"65","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Eelpout",7,141.593,0.070684106602806,0.0235721182659652,0.0198579861614885
"66","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Euphausiid",1,0.124,0.000184859365759351,2.06432709595791e-05,5.19343725697596e-05
"67","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"FH Sole",1,13.575,0.00718166761313421,0.00225993873609909,0.00201761701367204
"68","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Gen. Cephalopod",5,0.995,0.000595486104622739,0.000165645601651462,0.000167295809387617
"69","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Gen. Crab",1,1.957,0.0010353240161255,0.00032579742957981,0.000290863830258282
"70","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Gen. Fish",21,107.711,0.0710827841297234,0.0179315109542518,0.0199699905878429
"71","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Gen. Gadid",1,20.43,0.00909319390994768,0.00340114536858227,0.00255464102902454
"72","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Glopp",3,0.559,0.000291150236869671,9.30611973097156e-05,8.17957197529679e-05
"73","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Hermit Crab",10,37.903,0.0234026352435341,0.00631001531597523,0.00657473411130324
"74","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Managed Forage",1,31.185,0.0146881174897891,0.00519161616834254,0.00412647832545386
"75","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Misc. Worm. Etc.",3,133.965,0.0669719232095847,0.0223022241459679,0.0188150857133619
"76","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Mysid",1,0.023,2.33741202812851e-05,3.82899380701871e-06,6.56672312053104e-06
"77","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"NP Shrimp",32,123.689,0.141114438018485,0.0205914963041886,0.0396446767461308
"78","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Octopus",1,0.012,2.11383882845784e-05,1.99773589931411e-06,5.93861678679922e-06
"79","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Opilo",14,296.098,0.18457234310873,0.0492938003595925,0.0518537364536933
"80","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Pandalidae",5,6.705,0.00624174438656242,0.00111623493374176,0.00175355507212402
"81","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Pel Amph",1,0.001,1.01626609918631e-06,1.66477991609509e-07,2.85509700892654e-07
"82","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Polychaete",19,60.443,0.0368505427860558,0.0100624292468536,0.0103527879725622
"83","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Snail",1,0.033,4.19758466012806e-05,5.4937737231138e-06,1.179269033715e-05
"84","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"Unid Chion",8,60.819,0.0324703804057024,0.0101250249716987,0.00912222557155598
"85","NW_corner",1989,"[30,60)",154,154,6006.8,3.5594801017581,"W. Pollock",5,166.168,0.0845825948571352,0.0276633149097689,0.0237626261249102
"86","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Bairdi",1,33.134,0.0132075847395991,0.0016765851380296,0.0025300662630591
"87","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Benth Amph",2,2.399,0.000685900883275179,0.000121389743047414,0.000131392280934905
"88","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Brittle Star",1,0.011,4.38472361126306e-06,5.56601572956045e-07,8.39944736332772e-07
"89","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Clam",4,5.571,0.00115541049566848,0.000281893396630739,0.000221332300546264
"90","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Eelpout",9,322.418,0.0671198957391595,0.0163143969044857,0.0128575956268932
"91","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Gen. Cephalopod",2,0.077,2.16341696384262e-05,3.89621101069232e-06,4.1442764752718e-06
"92","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Gen. Crab",1,0.581,0.000112060467279317,2.93986830806784e-05,2.14664840904624e-05
"93","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Gen. Fish",19,654.828,0.147562806263637,0.0331343904377874,0.0282673694828238
"94","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Glopp",2,2.051,0.000774749693139502,0.000103780893284804,0.000148412302443962
"95","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Hermit Crab",3,2.082,0.000810792754922496,0.000105349497717681,0.000155316769568909
"96","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Lg Sculpin",1,342.89,0.0494719421087996,0.0173502830318998,0.00947692512789328
"97","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Managed Forage",4,38.939,0.0107846254526261,0.0019703189681214,0.00206592026895039
"98","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Misc. Crab",1,1.6,0.000424453422469289,8.09602287936066e-05,8.13089831034553e-05
"99","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Misc. Flatfish",1,14.253,0.00538396264081781,0.000721203838122046,0.00103136057861228
"100","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Misc. Worm. Etc.",5,123.042,0.0315327189991293,0.00622594279451434,0.00604045857703437
"101","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"NP Shrimp",17,32.87,0.0101739547535364,0.00166322670027865,0.00194893920359533
"102","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Octopus",3,166.979,0.0487435359450429,0.00844916127732977,0.00933739046678302
"103","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Offal",3,576.723,0.172683084352793,0.0291822662690845,0.033079450523007
"104","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Opilo",16,962.444,0.271281470706964,0.0486998040256462,0.0519671166500937
"105","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Pandalidae",5,22.655,0.00622474377633153,0.00114634623957447,0.00119242197079869
"106","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Polychaete",10,53.884,0.0205019132331714,0.00272653810519669,0.00392737960967921
"107","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Snail",3,0.281,0.00010093656784286,1.42186401818772e-05,1.93355719492395e-05
"108","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"Unid Chion",6,94.585,0.032964767855512,0.00478601452527705,0.00631478416873193
"109","NW_corner",1989,"[60,85)",143,143,19762.79,5.22025250185734,"W. Pollock",24,4037.193,1.03028204302651,0.204282543102467,0.197362492074845
"110","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"Eelpout",1,107.67,0.0123459717999602,0.0197438271887922,0.0210548143883934
"111","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"Gen. Crab",1,2.653,0.000229209119468681,0.000486489955715294,0.000390893122447902
"112","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"Gen. Fish",1,89.562,0.0102696194515467,0.0164232994397939,0.0175138040889133
"113","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"Gen. Flatfish",1,32.237,0.00369645298518915,0.00591141225118505,0.00630392914868245
"114","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"Opilo",1,45.44,0.00521037390721826,0.00833249287135431,0.00888576916326365
"115","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"Squid",1,136.251,0.0156232098422622,0.0249848258409968,0.0266438145744682
"116","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"Unid Chion",1,10.55,0.001209714892631,0.00193459066445396,0.00206304719789682
"117","NW_corner",1989,"[85,999)",9,9,5453.35,0.58637286333742,"W. Pollock",2,846.587,0.0776812908481341,0.155241640459534,0.132477636168223
"118","NW_corner",1990,"[30,60)",14,14,242.8,0.158598678517876,"Eelpout",2,69.798,0.0357865941182091,0.287471169686985,0.225642448301834
"119","NW_corner",1990,"[30,60)",14,14,242.8,0.158598678517876,"Gen. Crab",1,0.025,8.54062916844035e-05,0.000102965403624382,0.000538505695523667
"120","NW_corner",1990,"[30,60)",14,14,242.8,0.158598678517876,"Gen. Fish",2,0.814,0.00278082885724418,0.00335255354200989,0.0175337454462506
"121","NW_corner",1990,"[30,60)",14,14,242.8,0.158598678517876,"NP Shrimp",3,2.874,0.00545961935923526,0.011836902800659,0.034424116330956
"122","NW_corner",1990,"[30,60)",14,14,242.8,0.158598678517876,"Pandalidae",1,0.78,0.000412648304843071,0.00321252059308073,0.00260183949008478
"123","NW_corner",1990,"[30,60)",14,14,242.8,0.158598678517876,"Polychaete",2,0.109,0.000404675444769971,0.000448929159802307,0.00255156883116374
"124","NW_corner",1990,"[30,60)",14,14,242.8,0.158598678517876,"Unid Chion",3,6.7,0.008892224310385,0.0275947281713344,0.0560674552492108
"125","NW_corner",1990,"[60,85)",7,7,782.9,0.249744572942898,"Eelpout",2,48.833,0.015343192668414,0.0623745050453442,0.0614355398702579
"126","NW_corner",1990,"[60,85)",7,7,782.9,0.249744572942898,"Gen. Fish",1,4.975,0.00178243953132409,0.0063545791288798,0.0071370501081184
"127","NW_corner",1990,"[60,85)",7,7,782.9,0.249744572942898,"Gen. Gadid",1,15.396,0.00428597641747882,0.0196653467875846,0.0171614396540211
"128","NW_corner",1990,"[60,85)",7,7,782.9,0.249744572942898,"Opilo",2,144.666,0.0449628214672144,0.184782219951462,0.180035229344082
"129","NW_corner",1990,"[60,85)",7,7,782.9,0.249744572942898,"Unid Chion",1,13.93,0.00499083068770746,0.0177928215608635,0.0199837403027315
"130","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Benth Amph",8,1.131,0.00604727577456791,0.00971649484536082,0.0105261139700598
"131","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Benth. Urochordata",1,0.3,0.00160642270984322,0.00257731958762887,0.00279619933971181
"132","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Euphausiid",2,0.163,0.000707683769331603,0.00140034364261168,0.00123182078814294
"133","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Gen. Fish",7,0.485,0.00337066142425355,0.00416666666666667,0.00586709910855884
"134","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Gen. Gadid",2,1.284,0.00564923876172876,0.0110309278350515,0.00983327588599762
"135","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Glopp",2,1.508,0.00771167469788502,0.0129553264604811,0.0134232288713117
"136","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Hermit Crab",2,1.45,0.00628710008995573,0.0124570446735395,0.0109435611265431
"137","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Managed Forage",1,1.305,0.00620820817714431,0.0112113402061856,0.0108062389179113
"138","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Misc. Crab",1,0.033,0.000156989172295603,0.000283505154639175,0.000273261214016148
"139","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Mysid",3,0.06,0.000304008903899235,0.000515463917525773,0.000529169247384777
"140","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"NP Shrimp",12,17.353,0.0899194802952922,0.149080756013746,0.156517204275246
"141","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Octopus",1,0.008,3.80579811625705e-05,6.87285223367698e-05,6.62451427917935e-05
"142","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Pandalidae",5,2.635,0.0130597463056607,0.0226374570446735,0.022732281965969
"143","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Polychaete",5,1.616,0.00759992199330594,0.0138831615120275,0.0132287079417704
"144","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"Unid Chion",3,2.829,0.0182994912662983,0.0243041237113402,0.0318527776545683
"145","NW_corner",1991,"[10,30)",56,56,116.4,0.574502213425452,"W. Pollock",1,10.64,0.0451562480481475,0.0914089347079038,0.0786006511252668
"146","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Benth Amph",7,1.929,0.00364800062321619,0.00137061247690777,0.00243939539571055
"147","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Eelpout",5,14.48,0.00861284321622976,0.0102884752025011,0.00575935485096615
"148","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Euphausiid",1,0.082,0.00018875409006948,5.82634645445502e-05,0.000126218689576615
"149","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Gen. Crab",2,1.968,0.00126470149006109,0.00139832314906921,0.000845698044065397
"150","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Gen. Fish",8,4.368,0.00475739528694166,0.00310359528208043,0.00318124072805368
"151","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Gen. Gadid",7,69.974,0.0588221061820099,0.0497186300980531,0.0393339776515406
"152","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Gen. Particulate",1,0.296,0.00101121049354334,0.000210316896404718,0.000676190186576517
"153","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Glopp",1,0.179,0.000106825039860643,0.000127184879920421,7.14332417391157e-05
"154","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Hermit Crab",5,11.873,0.0111294112399809,0.00843612334801762,0.00744216828336043
"155","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Mysid",3,0.267,0.000416848473443574,0.000189711524797499,0.000278743989339215
"156","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"NP Shrimp",18,52.966,0.111990950920026,0.0376339349154469,0.0748876544310193
"157","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Octopus",5,7.526,0.00796292098781523,0.00534744919710104,0.00532475588695429
"158","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Opilo",1,7.242,0.00557890401163064,0.00514565866136138,0.00373057851812663
"159","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Pandalidae",5,23.434,0.0214767113262701,0.0166505613187438,0.0143613436880718
"160","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Polychaete",9,14.899,0.0136617001847265,0.0105861872957226,0.00913549419813922
"161","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"Urchins dollars cucumbers",1,0.537,0.000320475119581928,0.000381554639761262,0.000214299725217347
"162","NW_corner",1991,"[30,60)",84,84,1407.4,1.49545277884465,"W. Pollock",5,90.68,0.157701414748734,0.0644308654256075,0.105453958145419
"163","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Benth Amph",3,4.058,0.000804123051521305,0.000421662960576903,0.000375201020981468
"164","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Brittle Star",1,0.286,0.000114002813892839,2.97179908144392e-05,5.3193316727372e-05
"165","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Eelpout",12,425.577,0.10406767539798,0.0442213055134147,0.0485576156368347
"166","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Gen. Fish",7,54.625,0.0132657308844058,0.0056760323364991,0.00618974392349275
"167","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Gen. Flatfish",1,45.936,0.00925538479493699,0.00477316652465762,0.00431853037674634
"168","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Gen. Gadid",8,217.115,0.0348532434235125,0.0225602152995698,0.0162624022433848
"169","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Glopp",4,7.502,0.00244878197436233,0.000779525759055674,0.00114259315810376
"170","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Hermit Crab",3,10.98,0.00268938947683153,0.00114092146553337,0.001254859782486
"171","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Managed Forage",1,11.872,0.00330495661394574,0.0012336083459756,0.00154208126916138
"172","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Misc. Flatfish",1,36.928,0.00891477054610056,0.00383715372306158,0.0041596009520986
"173","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"NP Shrimp",9,22.014,0.00620850877689283,0.00228745402024148,0.00289686861663221
"174","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Octopus",5,8.323,0.00236145698475736,0.000864835096323697,0.00110184762146606
"175","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Opilo",7,191.773,0.0488861737777528,0.0199269519316694,0.0228101187729778
"176","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Pandalidae",4,14.037,0.00277505353063289,0.00145857145825973,0.00129483033225059
"177","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Polychaete",5,68.953,0.0172219836730939,0.00716484133086722,0.0080357177241048
"178","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Sea Star",2,30.144,0.00730918304135659,0.00313223466821837,0.00341043940286142
"179","NW_corner",1991,"[60,85)",91,91,9623.8,2.14317927338748,"Snail",1,3.382,0.000451160418869219,0.000351420436833683,0.000210509883364129
