"LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","WTCPUE","NUMCPUE","COMMON","SCIENTIFIC","SID","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL"
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0203515982367286,0.223643936667347,"fuzzy hermit crab","Pagurus trigonocheirus",69086,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.192781073407253,14.9841437567123,"longfinger hermit","Pagurus rathbuni",69095,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.294091776717561,0,"snail egg","gastropod egg",71001,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0608311507735184,8.94575746669388,"Aleutian moonsnail","Cryptonatica aleutica",71535,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0304155753867592,3.57830298667755,"pale moonsnail","Lunatia pallida",71580,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.223643936667347,NA,"Neptunea borealis",71835,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.263676201330802,2.23643936667347,NA,"Neptunea heros",71884,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.223643936667347,"angular whelk","Buccinum angulosum",72743,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0203515982367286,0.447287873334694,"ladder whelk","Buccinum scalariforme",72752,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.223643936667347,NA,"Buccinum solenum",72756,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.223643936667347,"smooth nutclam","Nucula tenuis",74333,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.670931810002041,"stout nutclam","Nuculana buccata",74440,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.912914549476111,4.24923479667959,"basketstar","Gorgonocephalus eucnemis",83020,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0,"leafy bryozoan","Flustra serrulata",95030,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.223643936667347,"empty bivalve shells",NA,99993,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,1.11821968333674,"empty gastropod shells",NA,99994,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",2.84050163961198,0.670931810002041,"Pacific cod","Gadus macrocephalus",21720,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.670931810002041,"oblique whelk","Colus aphelus",71730,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",2.02889779344617,38.690401043451,NA,"Leptasterias polaris",80590,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0203515982367286,0.223643936667347,"Sakhalin sole","Limanda sakhalinensis",10212,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",2.68820011874151,22.3643936667347,"Bering flounder","Hippoglossoides robustus",10140,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",181.633988671943,689.941544618766,"walleye pollock","Gadus chalcogrammus",21740,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0203515982367286,0,"kuro argid","Argis lar",66611,64,-0.8,5.5,60,198502,300
61.663,-173.09867,"U-24",81,1985,"1985-10-05",0.0100639771500306,0.447287873334694,"nudibranch unid.","Nudibranchia",71010,64,-0.8,5.5,60,198502,300
63.16667,-165.702,NA,70,1988,"1988-08-20",1.62508294503783,22.3014757361772,"yellowfin sole","Limanda aspera",10210,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.414588089915163,0.731195925776302,"starry flounder","Platichthys stellatus",10220,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",2.5207979541138,24.129465550618,"Alaska plaice","Pleuronectes quadrituberculatus",10285,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",20.4804322830313,24.129465550618,"plain sculpin","Myoxocephalus jaok",21371,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.0829907375756102,0.731195925776302,"antlered sculpin","Enophrys diceraus",21388,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.0332694146228217,0.731195925776302,"Arctic cod","Boreogadus saida",21725,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",49.700118270941,2539.4434502211,"saffron cod","Eleginus gracilis",21735,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.198885291811154,17.1831042557431,"whitespotted greenling","Hexagrammos stelleri",21932,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.862445594453148,36.9253942517032,"rainbow smelt","Osmerus mordax",23055,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.16598147515122,9.13994907220377,"snake prickleback","Lumpenus sagitta",23808,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.0829907375756102,0.731195925776302,"pighead prickleback","Acantholumpenus mackayi",23809,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",1.62508294503783,0,"jellyfish unid.","Scyphozoa",40500,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",3.16754075046294,0,NA,"Gersemia rubiformis",41221,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.779454856877537,0,NA,"Metridium sp.",43010,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.0332694146228217,0.731195925776302,"sevenspine bay shrimp","Crangon septemspinosa",66548,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.0332694146228217,0.731195925776302,"kuro argid","Argis lar",66611,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.16598147515122,2.55918574021706,"circumboreal toad crab","Hyas coarctatus",68577,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.414588089915163,9.13994907220377,"splendid hermit","Labidochirus splendescens",69061,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",2.40453780191537,35.0974044372625,"Alaskan hermit","Pagurus ochotensis",69090,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",15.1072390224642,262.86493531658,"hairy hermit crab","Pagurus capillatus",69120,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.414588089915163,0,"snail egg","gastropod egg",71001,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",1.17759103846273,9.13994907220377,NA,"Neptunea heros",71884,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",1.17759103846273,0,"discordant mussel","Musculus discors",74562,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",1.14432162383991,0.731195925776302,"mottled sea star","Evasterias troschelii",80015,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",6.60014002401979,10.6023409237564,"blackspined sea star","Lethasterias nanimensis",80200,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.0332694146228217,0.731195925776302,NA,"Henricia sp.",80540,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",42.7848328029116,414.953687878051,"purple-orange sea star","Asterias amurensis",81742,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.331597352339553,5.48396944332226,"green sea urchin","Strongylocentrotus droebachiensis",82510,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.480761321197918,4.38717555465781,"basketstar","Gorgonocephalus eucnemis",83020,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",19.8665933033421,0,"sea potato","Styela rustica",98082,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",1.59181353041501,35.0974044372625,"Greenland cockle","Serripes groenlandicus",75285,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.0829907375756102,1.82798981444075,"Pacific herring","Clupea pallasii",21110,24,10.3,12.9,21,198808,49
63.16667,-165.702,NA,70,1988,"1988-08-20",0.480761321197918,12.4303307381971,"walleye pollock","Gadus chalcogrammus",21740,24,10.3,12.9,21,198808,49
63.14983,-166.43667,NA,70,1988,"1988-08-22",4.52413604702562,101.885294061121,"yellowfin sole","Limanda aspera",10210,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.408613653024076,5.1478885420356,"longhead dab","Limanda proboscidea",10211,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.953431857056177,1.07247677959075,"starry flounder","Platichthys stellatus",10220,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",1.85838776367485,17.3741238293701,"Alaska plaice","Pleuronectes quadrituberculatus",10285,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.0973808915868401,5.79137460979005,"sturgeon poacher","Podothecus accipenserinus",20040,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.0195190773885516,0.4289907118363,"Bering poacher","Occella dodecaedron",20061,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.04869044579342,1.07247677959075,"Pacific herring","Clupea pallasii",21110,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.233585442594865,13.0842167110071,"Arctic staghorn sculpin","Gymnocanthus tricuspis",21315,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.0195190773885516,0.4289907118363,"ribbed sculpin","Triglops pingeli",21355,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",5.06895425105772,5.1478885420356,"plain sculpin","Myoxocephalus jaok",21371,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.0195190773885516,0.4289907118363,"eyeshade sculpin","Nautichthys pribilovius",21405,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",5.44839653567693,78.719795621961,"saffron cod","Eleginus gracilis",21735,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.04869044579342,5.79137460979005,"walleye pollock","Gadus chalcogrammus",21740,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.0195190773885516,0.4289907118363,"rainbow smelt","Osmerus mordax",23055,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.0973808915868401,2.5739442710178,"snake prickleback","Lumpenus sagitta",23808,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.642199095618941,0,"sea raspberry","Gersemia sp.",41201,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.262756810999734,2.5739442710178,"beaked barnacle","Balanus rostratus",65205,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.758884569238414,0,"shrimp unid.",NA,66000,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.0682095231819717,6.22036532162635,"circumboreal toad crab","Hyas coarctatus",68577,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.116685473619474,5.79137460979005,"splendid hermit","Labidochirus splendescens",69061,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.642199095618941,11.5827492195801,"fuzzy hermit crab","Pagurus trigonocheirus",69086,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.116685473619474,5.79137460979005,"Alaskan hermit","Pagurus ochotensis",69090,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",3.61939463576286,82.3662166725696,"hairy hermit crab","Pagurus capillatus",69120,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.116685473619474,0,"snail egg","gastropod egg",71001,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.262756810999734,2.5739442710178,"Bering beringius","Beringius behringi",71772,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.262756810999734,11.5827492195801,NA,"Neptunea borealis",71835,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.116685473619474,5.79137460979005,"fat whelk","Neptunea ventricosa",71882,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",5.69163426928811,71.4269535207439,NA,"Neptunea heros",71884,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",4.28089831341444,400.248334143268,NA,"Leptasterias arctica",80594,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",26.8432358117328,356.491281535965,"purple-orange sea star","Asterias amurensis",81742,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.145856842024342,5.79137460979005,"green sea urchin","Strongylocentrotus droebachiensis",82510,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.311232761437236,3.64642105060855,"basketstar","Gorgonocephalus eucnemis",83020,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",19.3710755929681,0,"sea potato","Styela rustica",98082,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.116685473619474,0,"sea glob","Aplidium sp. A (Clark 2006)",98310,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",4.14469376240641,0,"empty gastropod shells",NA,99994,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.408613653024076,18.8755913207972,"snow crab","Chionoecetes opilio",68580,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.262756810999734,8.36531888080785,"angular whelk","Buccinum angulosum",72743,24,7.6,9.9,21,198808,68
63.14983,-166.43667,NA,70,1988,"1988-08-22",0.116685473619474,2.5739442710178,NA,"Buccinum sp.",72740,24,7.6,9.9,21,198808,68
62.99283,-167.5215,NA,70,1988,"1988-08-23",3.7850867581728,7.96860370141642,"yellowfin sole","Limanda aspera",10210,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",6.12453599484697,6.41915298169656,"Alaska plaice","Pleuronectes quadrituberculatus",10285,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",2.52007092057294,2.43485113098835,"plain sculpin","Myoxocephalus jaok",21371,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.251011016594617,3.09890143943972,"Arctic cod","Boreogadus saida",21725,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",1.08439415370108,11.0675051408561,"saffron cod","Eleginus gracilis",21735,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",5.27123134848696,6.19780287887944,"walleye pollock","Gadus chalcogrammus",21740,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.863486751089596,49.1397228254013,"Pacific capelin","Mallotus catervarius (=villosus)",23041,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.321178999187645,0,"sea anemone unid.","Actiniaria",43000,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.140557315288873,0,"shrimp unid.",NA,66000,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.361464717900361,5.53375257042807,"circumboreal toad crab","Hyas coarctatus",68577,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",15.3816186447619,708.098978911976,"snow crab","Chionoecetes opilio",68580,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",14.9800895582516,117.536904595892,"fuzzy hermit crab","Pagurus trigonocheirus",69086,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",5.9839786795581,102.485097604328,"hairy hermit crab","Pagurus capillatus",69120,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",1.3354051702957,0,"snail egg","gastropod egg",71001,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",1.65658416948335,7.08320329014793,"fat whelk","Neptunea ventricosa",71882,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",11.697024833268,73.2668840324676,NA,"Neptunea heros",71884,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",1.01400482100524,7.08320329014793,NA,"Buccinum sp.",72740,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.722929435800723,0.885400411268491,NA,"Evasterias sp.",80010,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.903551119699495,2.43485113098835,"blackspined sea star","Lethasterias nanimensis",80200,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.722929435800723,7.96860370141642,NA,"Leptasterias polaris",80590,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",3.24300035637367,176.19468184243,NA,"Leptasterias arctica",80594,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.431632700493389,1.54945071971986,"purple-orange sea star","Asterias amurensis",81742,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.361464717900361,6.41915298169656,"green sea urchin","Strongylocentrotus droebachiensis",82510,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",4.67867712324552,50.0251232366697,"basketstar","Gorgonocephalus eucnemis",83020,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",6.66684374674892,0,"sea potato","Styela rustica",98082,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",6.66684374674892,0,"empty gastropod shells",NA,99994,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",8.08237765426442,1.54945071971986,"Pacific cod","Gadus macrocephalus",21720,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.291075385204516,5.53375257042807,"Bering flounder","Hippoglossoides robustus",10140,35,1.7,10.1,21,198808,86
62.99283,-167.5215,NA,70,1988,"1988-08-23",0.321178999187645,50.9105236479382,NA,"Gersemia rubiformis",41221,35,1.7,10.1,21,198808,86
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.277823838685416,0.218758928098753,"Pacific halibut","Hippoglossus stenolepis",10120,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",1.54793817522678,17.9382321040978,"yellowfin sole","Limanda aspera",10210,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.178507285328582,3.50014284958005,"longhead dab","Limanda proboscidea",10211,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",1.04194877453436,1.31255356859252,"starry flounder","Platichthys stellatus",10220,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",1.1410465689631,10.2816696206414,"Alaska plaice","Pleuronectes quadrituberculatus",10285,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.0496582766784169,1.53131249669127,"sturgeon poacher","Podothecus accipenserinus",20040,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.0199070624569865,0.437517856197506,"Arctic staghorn sculpin","Gymnocanthus tricuspis",21315,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",6.20181561159965,69.7840980635022,"saffron cod","Eleginus gracilis",21735,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",4.37583483875936,28.4386606528379,"walleye pollock","Gadus chalcogrammus",21740,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.0297512142214304,1.96883035288878,"Pacific capelin","Mallotus catervarius (=villosus)",23041,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.148756071107152,2.18758928098753,"rainbow smelt","Osmerus mordax",23055,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.00984415176444389,0.656276784296259,"snake prickleback","Lumpenus sagitta",23808,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.0199070624569865,0,"shrimp unid.",NA,66000,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.148756071107152,3.7189017776788,"circumboreal toad crab","Hyas coarctatus",68577,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.496145248927972,23.8447231627641,"snow crab","Chionoecetes opilio",68580,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.912881006956096,10.0629106925426,"Alaskan hermit","Pagurus ochotensis",69090,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",2.28231189685429,40.2516427701706,"hairy hermit crab","Pagurus capillatus",69120,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.456549882942098,181.132392465768,"Arctic Hiatella","Hiatella arctica",74311,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",1.36943088989819,503.364293555231,"discordant mussel","Musculus discors",74562,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.0993165533568339,0.218758928098753,"blackspined sea star","Lethasterias nanimensis",80200,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.00984415176444389,0.218758928098753,"tumid sea star","Henricia tumida",80546,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.396828695571138,2.62510713718504,NA,"Leptasterias polaris",80590,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",3.52267501917422,50.7520713189107,"purple-orange sea star","Asterias amurensis",81742,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.0395953659858743,0.656276784296259,"green sea urchin","Strongylocentrotus droebachiensis",82510,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",2.09374170083317,23.4072053065666,"basketstar","Gorgonocephalus eucnemis",83020,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",45.6447066245891,0,"sea potato","Styela rustica",98082,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",6.84671693163477,0,"empty bivalve shells",NA,99993,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.0496582766784169,1.53131249669127,"whitespotted greenling","Hexagrammos stelleri",21932,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.456549882942098,0,"snail egg","gastropod egg",71001,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.456549882942098,20.1258213850853,"slipper shell","Crepidula sp.",71640,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",6.20181561159965,8.31283926775262,"plain sculpin","Myoxocephalus jaok",21371,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.456549882942098,30.1887320776279,"sea raspberry","Gersemia sp.",41201,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.912881006956096,20.1258213850853,"fat whelk","Neptunea ventricosa",71882,29,10,11.1,21,198808,87
62.67767,-166.83717,NA,70,1988,"1988-08-23",0.456549882942098,40.2516427701706,NA,"Leptasterias arctica",80594,29,10,11.1,21,198808,87
62.33533,-167.43183,NA,70,1988,"1988-08-24",1.8281745013594,29.9520217064063,"yellowfin sole","Limanda aspera",10210,27,3.9,10.2,21,198808,88
62.33533,-167.43183,NA,70,1988,"1988-08-24",0.0499934479952517,1.10117726861788,"longhead dab","Limanda proboscidea",10211,27,3.9,10.2,21,198808,88
