"year","model","stratum_bin","species_name","lbin","prey_guild","strat_preycons_t_km2","area","cons_tons_day"
2019,"NBS","NBS71","W.pollock","[25,40)","amphipods",0.000133283764103623,41297,5.50421960618732
2019,"NBS","NBS71","W.pollock","[25,40)","benthos",0.000384055702777266,41297,15.8603483575928
2019,"NBS","NBS71","W.pollock","[25,40)","copepods",9.33084425567758e-08,41297,0.00385335875226717
2019,"NBS","NBS71","W.pollock","[25,40)","euphausiids",0,41297,0
2019,"NBS","NBS71","W.pollock","[25,40)","fish_other",0.000728293665272419,41297,30.0763434947551
2019,"NBS","NBS71","W.pollock","[25,40)","Flatfish",0,41297,0
2019,"NBS","NBS71","W.pollock","[25,40)","MISSING",1.19705325807061e-05,41297,0.494347083985419
2019,"NBS","NBS71","W.pollock","[25,40)","Mysid",0,41297,0
2019,"NBS","NBS71","W.pollock","[25,40)","Opilio",5.13196434062267e-07,41297,0.0211934731374694
2019,"NBS","NBS71","W.pollock","[25,40)","Pandalidae",5.65375504661409e-05,41297,2.33483122160022
2019,"NBS","NBS71","W.pollock","[25,40)","pollock",0,41297,0
2019,"NBS","NBS71","W.pollock","[25,40)","Polychaete",2.98070458776828e-05,41297,1.23094157361067
2019,"NBS","NBS71","W.pollock","[25,40)","squids",0,41297,0
2019,"NBS","NBS71","W.pollock","[25,40)","zoop_other",0.00010944048016933,41297,4.51956350955283
2019,"NBS","NBS71","W.pollock","[40,999)","amphipods",7.81188294040187e-05,41297,3.22607329789776
2019,"NBS","NBS71","W.pollock","[40,999)","benthos",0.000299218221272986,41297,12.3568148839105
2019,"NBS","NBS71","W.pollock","[40,999)","copepods",0,41297,0
2019,"NBS","NBS71","W.pollock","[40,999)","euphausiids",1.82190504036566e-06,41297,0.0752392124519807
2019,"NBS","NBS71","W.pollock","[40,999)","fish_other",0.00167044350393731,41297,68.984305382099
2019,"NBS","NBS71","W.pollock","[40,999)","Flatfish",3.24061299168424e-05,41297,1.33827594717584
2019,"NBS","NBS71","W.pollock","[40,999)","MISSING",2.68204641732881e-06,41297,0.110760470896428
2019,"NBS","NBS71","W.pollock","[40,999)","Mysid",1.49875450248901e-05,41297,0.618940646892887
2019,"NBS","NBS71","W.pollock","[40,999)","Opilio",0.000173150116327421,41297,7.15058035397351
2019,"NBS","NBS71","W.pollock","[40,999)","Pandalidae",3.25450394938833e-05,41297,1.3440124959789
2019,"NBS","NBS71","W.pollock","[40,999)","pollock",7.09312670993265e-05,41297,2.92924853740089
2019,"NBS","NBS71","W.pollock","[40,999)","Polychaete",1.24119029710467e-05,41297,0.512574356995315
2019,"NBS","NBS71","W.pollock","[40,999)","squids",0,41297,0
2019,"NBS","NBS71","W.pollock","[40,999)","zoop_other",0.0007210904157788,41297,29.7788709004171
2019,"NBS","NBS72","W.pollock","[0,10)","MISSING",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","amphipods",0.000831517598261797,41297,34.3391822554174
2019,"NBS","NBS72","W.pollock","[10,25)","benthos",0.000311257354061827,41297,12.8539949506913
2019,"NBS","NBS72","W.pollock","[10,25)","copepods",0.000376873137787273,41297,15.563729971201
2019,"NBS","NBS72","W.pollock","[10,25)","euphausiids",8.09939131591285e-06,41297,0.334480563173253
2019,"NBS","NBS72","W.pollock","[10,25)","fish_other",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","Flatfish",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","MISSING",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","Mysid",5.80170881849042e-05,41297,2.39593169077199
2019,"NBS","NBS72","W.pollock","[10,25)","Opilio",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","Pandalidae",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","pollock",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","Polychaete",0.000201543746174812,41297,8.32315208578121
2019,"NBS","NBS72","W.pollock","[10,25)","squids",0,41297,0
2019,"NBS","NBS72","W.pollock","[10,25)","zoop_other",1.90906487269168e-05,41297,0.788386520475482
2019,"NBS","NBS72","W.pollock","[25,40)","amphipods",4.49900687416359e-06,41297,0.185795486882334
2019,"NBS","NBS72","W.pollock","[25,40)","benthos",5.42069033968665e-05,41297,2.2385824895804
2019,"NBS","NBS72","W.pollock","[25,40)","copepods",9.0320920156188e-06,41297,0.37299830396901
2019,"NBS","NBS72","W.pollock","[25,40)","euphausiids",0,41297,0
2019,"NBS","NBS72","W.pollock","[25,40)","fish_other",0,41297,0
2019,"NBS","NBS72","W.pollock","[25,40)","Flatfish",0,41297,0
2019,"NBS","NBS72","W.pollock","[25,40)","MISSING",0,41297,0
2019,"NBS","NBS72","W.pollock","[25,40)","Mysid",1.76402858932678e-05,41297,0.72849088653428
2019,"NBS","NBS72","W.pollock","[25,40)","Opilio",2.25790183288639e-05,41297,0.932445719927092
2019,"NBS","NBS72","W.pollock","[25,40)","Pandalidae",0,41297,0
2019,"NBS","NBS72","W.pollock","[25,40)","pollock",0,41297,0
2019,"NBS","NBS72","W.pollock","[25,40)","Polychaete",7.90813675935694e-05,41297,3.26582323751164
2019,"NBS","NBS72","W.pollock","[25,40)","squids",0,41297,0
2019,"NBS","NBS72","W.pollock","[25,40)","zoop_other",0.000114497746914435,41297,4.72841345432541
2019,"NBS","NBS72","W.pollock","[40,999)","amphipods",0.00312064145665866,41297,128.873130235633
2019,"NBS","NBS72","W.pollock","[40,999)","benthos",0.00504420233011735,41297,208.310423626856
2019,"NBS","NBS72","W.pollock","[40,999)","copepods",3.05126676583248e-05,41297,1.26008163628584
2019,"NBS","NBS72","W.pollock","[40,999)","euphausiids",0.000299683104323295,41297,12.3760131592391
2019,"NBS","NBS72","W.pollock","[40,999)","fish_other",0.00892412053867252,41297,368.539405885559
2019,"NBS","NBS72","W.pollock","[40,999)","Flatfish",0.000214928577345439,41297,8.87590545863461
2019,"NBS","NBS72","W.pollock","[40,999)","MISSING",0.000212491105913913,41297,8.77524520092685
2019,"NBS","NBS72","W.pollock","[40,999)","Mysid",0.000497290173388554,41297,20.5365922904271
2019,"NBS","NBS72","W.pollock","[40,999)","Opilio",0.00133497618247477,41297,55.1305114076606
2019,"NBS","NBS72","W.pollock","[40,999)","Pandalidae",0.000529310251390798,41297,21.8589254516858
2019,"NBS","NBS72","W.pollock","[40,999)","pollock",0,41297,0
2019,"NBS","NBS72","W.pollock","[40,999)","Polychaete",0.00315650126696943,41297,130.354032822036
2019,"NBS","NBS72","W.pollock","[40,999)","squids",0,41297,0
2019,"NBS","NBS72","W.pollock","[40,999)","zoop_other",0.00283601035273452,41297,117.118719536877
2019,"NBS","NBS81","W.pollock","[0,10)","MISSING",7.50275243517483e-06,38352,0.287745561393825
2019,"NBS","NBS81","W.pollock","[10,25)","amphipods",0.000491778285469266,38352,18.8606808043173
2019,"NBS","NBS81","W.pollock","[10,25)","benthos",3.22230909321758e-05,38352,1.23581998343081
2019,"NBS","NBS81","W.pollock","[10,25)","copepods",0.000467392559780484,38352,17.9254394527011
2019,"NBS","NBS81","W.pollock","[10,25)","euphausiids",0.000854797245702609,38352,32.7831839671865
2019,"NBS","NBS81","W.pollock","[10,25)","fish_other",1.98808257724315e-05,38352,0.762469430024291
2019,"NBS","NBS81","W.pollock","[10,25)","Flatfish",0,38352,0
2019,"NBS","NBS81","W.pollock","[10,25)","MISSING",1.68394395873919e-05,38352,0.645826187055653
2019,"NBS","NBS81","W.pollock","[10,25)","Mysid",6.62884780162244e-05,38352,2.54229570887824
2019,"NBS","NBS81","W.pollock","[10,25)","Opilio",0,38352,0
2019,"NBS","NBS81","W.pollock","[10,25)","Pandalidae",0,38352,0
2019,"NBS","NBS81","W.pollock","[10,25)","pollock",0,38352,0
2019,"NBS","NBS81","W.pollock","[10,25)","Polychaete",0.000178037064717216,38352,6.82807750603468
2019,"NBS","NBS81","W.pollock","[10,25)","squids",0,38352,0
2019,"NBS","NBS81","W.pollock","[10,25)","zoop_other",0.000241344330709145,38352,9.25603777135712
2019,"NBS","NBS81","W.pollock","[25,40)","amphipods",0.000811302258465898,38352,31.1150642166841
2019,"NBS","NBS81","W.pollock","[25,40)","benthos",9.68642053241505e-06,38352,0.371493600259182
2019,"NBS","NBS81","W.pollock","[25,40)","copepods",0.000121395024422276,38352,4.65574197664311
2019,"NBS","NBS81","W.pollock","[25,40)","euphausiids",0.00134501699470136,38352,51.5840917807866
2019,"NBS","NBS81","W.pollock","[25,40)","fish_other",0.000641551658415321,38352,24.6047892035444
2019,"NBS","NBS81","W.pollock","[25,40)","Flatfish",0,38352,0
2019,"NBS","NBS81","W.pollock","[25,40)","MISSING",4.5666193752637e-06,38352,0.175138986280113
2019,"NBS","NBS81","W.pollock","[25,40)","Mysid",6.79971736819511e-05,38352,2.60782760505019
2019,"NBS","NBS81","W.pollock","[25,40)","Opilio",0,38352,0
2019,"NBS","NBS81","W.pollock","[25,40)","Pandalidae",0,38352,0
2019,"NBS","NBS81","W.pollock","[25,40)","pollock",0.000698968077416079,38352,26.8068237050615
2019,"NBS","NBS81","W.pollock","[25,40)","Polychaete",0.000314570623070923,38352,12.064412536016
2019,"NBS","NBS81","W.pollock","[25,40)","squids",0,38352,0
2019,"NBS","NBS81","W.pollock","[25,40)","zoop_other",0.000264346165054295,38352,10.1382041221623
2019,"NBS","NBS81","W.pollock","[40,999)","amphipods",0.00679601751942384,38352,260.640863904943
2019,"NBS","NBS81","W.pollock","[40,999)","benthos",0.00480833899132927,38352,184.40941699546
2019,"NBS","NBS81","W.pollock","[40,999)","copepods",0.000735612481435144,38352,28.2122098880006
2019,"NBS","NBS81","W.pollock","[40,999)","euphausiids",0.0070052838414349,38352,268.666645886711
2019,"NBS","NBS81","W.pollock","[40,999)","fish_other",0.00558849167839114,38352,214.329832849657
2019,"NBS","NBS81","W.pollock","[40,999)","Flatfish",0,38352,0
2019,"NBS","NBS81","W.pollock","[40,999)","MISSING",0.000246175039928609,38352,9.44130513134202
2019,"NBS","NBS81","W.pollock","[40,999)","Mysid",0.00116476384147808,38352,44.6710228483672
2019,"NBS","NBS81","W.pollock","[40,999)","Opilio",0,38352,0
2019,"NBS","NBS81","W.pollock","[40,999)","Pandalidae",0.00141763382874895,38352,54.3690926001799
2019,"NBS","NBS81","W.pollock","[40,999)","pollock",0.00162880033205281,38352,62.4677503348895
2019,"NBS","NBS81","W.pollock","[40,999)","Polychaete",0.00479963771250558,38352,184.075705550014
2019,"NBS","NBS81","W.pollock","[40,999)","squids",0,38352,0
2019,"NBS","NBS81","W.pollock","[40,999)","zoop_other",0.0029976428407587,38352,114.965598228778
2021,"NBS","NBS70","W.pollock","[0,10)","MISSING",2.61455438770181e-05,79261,2.07232195323633
2021,"NBS","NBS70","W.pollock","[10,25)","amphipods",2.9004705386845e-05,79261,2.29894195366672
2021,"NBS","NBS70","W.pollock","[10,25)","benthos",5.16100305567488e-06,79261,0.409066263195847
2021,"NBS","NBS70","W.pollock","[10,25)","copepods",8.81631896612094e-05,79261,6.98790257573712
2021,"NBS","NBS70","W.pollock","[10,25)","euphausiids",1.15884956425097e-05,79261,0.918515753120958
2021,"NBS","NBS70","W.pollock","[10,25)","fish_other",8.22139424438823e-06,79261,0.651635929204455
2021,"NBS","NBS70","W.pollock","[10,25)","Flatfish",0,79261,0
2021,"NBS","NBS70","W.pollock","[10,25)","MISSING",1.34635336988158e-06,79261,0.106713314450184
2021,"NBS","NBS70","W.pollock","[10,25)","Mysid",0.000501725167322823,79261,39.7672384871743
2021,"NBS","NBS70","W.pollock","[10,25)","Opilio",0,79261,0
2021,"NBS","NBS70","W.pollock","[10,25)","Pandalidae",0,79261,0
2021,"NBS","NBS70","W.pollock","[10,25)","pollock",0,79261,0
2021,"NBS","NBS70","W.pollock","[10,25)","Polychaete",1.38688577305429e-06,79261,0.109925953258056
2021,"NBS","NBS70","W.pollock","[10,25)","squids",0,79261,0
2021,"NBS","NBS70","W.pollock","[10,25)","zoop_other",8.4163349666508e-05,79261,6.67087125791709
2021,"NBS","NBS70","W.pollock","[25,40)","MISSING",0.000362543134707459,79261,28.7355314000479
2021,"NBS","NBS70","W.pollock","[40,999)","amphipods",0.00139517359449626,79261,110.582854273368
2021,"NBS","NBS70","W.pollock","[40,999)","benthos",0.000722735469724582,79261,57.2847360658401
2021,"NBS","NBS70","W.pollock","[40,999)","copepods",0.000915073898118344,79261,72.5296722387581
2021,"NBS","NBS70","W.pollock","[40,999)","euphausiids",0.0015530138110407,79261,123.093427676897
2021,"NBS","NBS70","W.pollock","[40,999)","fish_other",0.000569099357234902,79261,45.1073841537956
2021,"NBS","NBS70","W.pollock","[40,999)","Flatfish",7.04647869557652e-06,79261,0.55851094789009
2021,"NBS","NBS70","W.pollock","[40,999)","MISSING",4.50306425055867e-06,79261,0.356917375563531
2021,"NBS","NBS70","W.pollock","[40,999)","Mysid",0.000999775237691662,79261,79.2431851146788
2021,"NBS","NBS70","W.pollock","[40,999)","Opilio",3.02513905881804e-05,79261,2.39775546940977
2021,"NBS","NBS70","W.pollock","[40,999)","Pandalidae",6.67300923647938e-05,79261,5.28909385092592
2021,"NBS","NBS70","W.pollock","[40,999)","pollock",0.000391051499136766,79261,30.9951328730792
2021,"NBS","NBS70","W.pollock","[40,999)","Polychaete",0.000577934097705791,79261,45.8076345182587
2021,"NBS","NBS70","W.pollock","[40,999)","squids",0,79261,0
2021,"NBS","NBS70","W.pollock","[40,999)","zoop_other",0.00235417528580264,79261,186.594287328003
2021,"NBS","NBS71","W.pollock","[0,10)","MISSING",9.01836499979373e-06,41297,0.372431419396482
2021,"NBS","NBS71","W.pollock","[10,25)","amphipods",3.19235131684884e-05,41297,1.31834532331906
2021,"NBS","NBS71","W.pollock","[10,25)","benthos",1.81406420591944e-05,41297,0.749154095118552
2021,"NBS","NBS71","W.pollock","[10,25)","copepods",1.93019805706801e-05,41297,0.797113891627378
2021,"NBS","NBS71","W.pollock","[10,25)","euphausiids",3.80539220858537e-07,41297,0.015715128203795
2021,"NBS","NBS71","W.pollock","[10,25)","fish_other",5.03418263259709e-06,41297,0.207896640178362
2021,"NBS","NBS71","W.pollock","[10,25)","Flatfish",0,41297,0
2021,"NBS","NBS71","W.pollock","[10,25)","MISSING",0,41297,0
2021,"NBS","NBS71","W.pollock","[10,25)","Mysid",0.000190613797725648,41297,7.87177800467609
2021,"NBS","NBS71","W.pollock","[10,25)","Opilio",0,41297,0
2021,"NBS","NBS71","W.pollock","[10,25)","Pandalidae",0,41297,0
2021,"NBS","NBS71","W.pollock","[10,25)","pollock",0,41297,0
2021,"NBS","NBS71","W.pollock","[10,25)","Polychaete",0,41297,0
2021,"NBS","NBS71","W.pollock","[10,25)","squids",0,41297,0
2021,"NBS","NBS71","W.pollock","[10,25)","zoop_other",3.17646101097463e-05,41297,1.31178310370219
2021,"NBS","NBS71","W.pollock","[40,999)","amphipods",1.67575105861543e-05,41297,0.692034914676412
2021,"NBS","NBS71","W.pollock","[40,999)","benthos",3.02535626714635e-05,41297,1.24938137764343
2021,"NBS","NBS71","W.pollock","[40,999)","copepods",0,41297,0
2021,"NBS","NBS71","W.pollock","[40,999)","euphausiids",3.59828235346989e-05,41297,1.48598266351246
2021,"NBS","NBS71","W.pollock","[40,999)","fish_other",0.00106686315477069,41297,44.0582477025654
2021,"NBS","NBS71","W.pollock","[40,999)","Flatfish",0,41297,0
2021,"NBS","NBS71","W.pollock","[40,999)","MISSING",1.06029536151917e-05,41297,0.43787017544657
2021,"NBS","NBS71","W.pollock","[40,999)","Mysid",5.10678557863323e-05,41297,2.10894924040816
2021,"NBS","NBS71","W.pollock","[40,999)","Opilio",0,41297,0
2021,"NBS","NBS71","W.pollock","[40,999)","Pandalidae",4.72655673800897e-06,41297,0.195192613609556
2021,"NBS","NBS71","W.pollock","[40,999)","pollock",1.46979567625058e-05,41297,0.606981520421204
2021,"NBS","NBS71","W.pollock","[40,999)","Polychaete",1.26769796394747e-05,41297,0.523521228171386
2021,"NBS","NBS71","W.pollock","[40,999)","squids",0,41297,0
2021,"NBS","NBS71","W.pollock","[40,999)","zoop_other",0.000601968366705364,41297,24.8594876398314
2021,"NBS","NBS72","W.pollock","[0,10)","MISSING",4.60330896971807e-06,41297,0.190102850522447
2021,"NBS","NBS72","W.pollock","[10,25)","amphipods",3.76987502916198e-05,41297,1.55684529079302
2021,"NBS","NBS72","W.pollock","[10,25)","benthos",4.81558840232501e-07,41297,0.0198869354250816
2021,"NBS","NBS72","W.pollock","[10,25)","copepods",4.04007353879491e-05,41297,1.66842916931613
2021,"NBS","NBS72","W.pollock","[10,25)","euphausiids",1.42863292592361e-05,41297,0.589982539418674
2021,"NBS","NBS72","W.pollock","[10,25)","fish_other",0,41297,0
2021,"NBS","NBS72","W.pollock","[10,25)","Flatfish",0,41297,0
2021,"NBS","NBS72","W.pollock","[10,25)","MISSING",3.24045103205778e-07,41297,0.013382090627089
2021,"NBS","NBS72","W.pollock","[10,25)","Mysid",8.66883805999592e-06,41297,0.357997005363652
2021,"NBS","NBS72","W.pollock","[10,25)","Opilio",0,41297,0
2021,"NBS","NBS72","W.pollock","[10,25)","Pandalidae",0,41297,0
2021,"NBS","NBS72","W.pollock","[10,25)","pollock",0,41297,0
2021,"NBS","NBS72","W.pollock","[10,25)","Polychaete",0,41297,0
2021,"NBS","NBS72","W.pollock","[10,25)","squids",0,41297,0
2021,"NBS","NBS72","W.pollock","[10,25)","zoop_other",2.61733964551766e-05,41297,1.08088275340943
2021,"NBS","NBS72","W.pollock","[40,999)","amphipods",0.0030942101497961,41297,127.781596556129
2021,"NBS","NBS72","W.pollock","[40,999)","benthos",0.00142262094729402,41297,58.7499772604011
2021,"NBS","NBS72","W.pollock","[40,999)","copepods",0.000113791053071833,41297,4.69922911870748
2021,"NBS","NBS72","W.pollock","[40,999)","euphausiids",0.00249092755556452,41297,102.867835262148
2021,"NBS","NBS72","W.pollock","[40,999)","fish_other",0.0010158034648491,41297,41.9496356878731
2021,"NBS","NBS72","W.pollock","[40,999)","Flatfish",2.90527481396284e-06,41297,0.119979133992223
2021,"NBS","NBS72","W.pollock","[40,999)","MISSING",2.2862600424443e-05,41297,0.944156809728221
2021,"NBS","NBS72","W.pollock","[40,999)","Mysid",0.000230183587225883,41297,9.50589160166727
2021,"NBS","NBS72","W.pollock","[40,999)","Opilio",2.43419686808379e-05,41297,1.00525028061256
2021,"NBS","NBS72","W.pollock","[40,999)","Pandalidae",0.000240436620447453,41297,9.92931111461845
2021,"NBS","NBS72","W.pollock","[40,999)","pollock",0,41297,0
2021,"NBS","NBS72","W.pollock","[40,999)","Polychaete",0.00165736355338951,41297,68.4441426643264
2021,"NBS","NBS72","W.pollock","[40,999)","squids",0,41297,0
2021,"NBS","NBS72","W.pollock","[40,999)","zoop_other",0.00244529733306373,41297,100.983443963533
2021,"NBS","NBS81","W.pollock","[10,25)","amphipods",1.26409444641825e-06,38352,0.0484805502090327
2021,"NBS","NBS81","W.pollock","[10,25)","benthos",4.67839622094178e-08,38352,0.00179425851865559
2021,"NBS","NBS81","W.pollock","[10,25)","copepods",2.26795216434448e-05,38352,0.869805014069393
2021,"NBS","NBS81","W.pollock","[10,25)","euphausiids",5.32901923316824e-06,38352,0.204378545630468
2021,"NBS","NBS81","W.pollock","[10,25)","fish_other",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","Flatfish",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","MISSING",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","Mysid",3.63342280602173e-05,38352,1.39349031456545
2021,"NBS","NBS81","W.pollock","[10,25)","Opilio",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","Pandalidae",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","pollock",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","Polychaete",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","squids",0,38352,0
2021,"NBS","NBS81","W.pollock","[10,25)","zoop_other",1.38543143853924e-05,38352,0.531340665308569
2021,"NBS","NBS81","W.pollock","[25,40)","MISSING",0.000708352983404124,38352,27.166753619515
2021,"NBS","NBS81","W.pollock","[40,999)","amphipods",0.00217471000456462,38352,83.4044780950625
2021,"NBS","NBS81","W.pollock","[40,999)","benthos",0.0017204169301148,38352,65.9814301037626
2021,"NBS","NBS81","W.pollock","[40,999)","copepods",0.000473989877409882,38352,18.1784597784238
2021,"NBS","NBS81","W.pollock","[40,999)","euphausiids",0.00318195080727087,38352,122.034177360452
2021,"NBS","NBS81","W.pollock","[40,999)","fish_other",0.000697460208586312,38352,26.7489939197022
2021,"NBS","NBS81","W.pollock","[40,999)","Flatfish",0,38352,0
2021,"NBS","NBS81","W.pollock","[40,999)","MISSING",2.43816413925958e-05,38352,0.935084710688833
2021,"NBS","NBS81","W.pollock","[40,999)","Mysid",0.00052600843824625,38352,20.1734756236202
2021,"NBS","NBS81","W.pollock","[40,999)","Opilio",0,38352,0
2021,"NBS","NBS81","W.pollock","[40,999)","Pandalidae",3.66355271721635e-05,38352,1.40504573810681
2021,"NBS","NBS81","W.pollock","[40,999)","pollock",0,38352,0
2021,"NBS","NBS81","W.pollock","[40,999)","Polychaete",0.000738120321632024,38352,28.3083905752314
2021,"NBS","NBS81","W.pollock","[40,999)","squids",0,38352,0
2021,"NBS","NBS81","W.pollock","[40,999)","zoop_other",0.000386938256510913,38352,14.8398560137065
2022,"NBS","NBS70","W.pollock","[0,10)","MISSING",1.37398230875639e-05,79261,1.0890321177434
2022,"NBS","NBS70","W.pollock","[10,25)","MISSING",0.0014123791974747,79261,111.946587571042
2022,"NBS","NBS70","W.pollock","[40,999)","MISSING",0.0108600962479583,79261,860.782088709419
2022,"NBS","NBS71","W.pollock","[0,10)","MISSING",2.58679894261937e-06,41297,0.106827035933352
2022,"NBS","NBS71","W.pollock","[10,25)","MISSING",0.000417677543045873,41297,17.2488294951654
2022,"NBS","NBS71","W.pollock","[40,999)","MISSING",0.00169105252962123,41297,69.8353963157678
2022,"NBS","NBS72","W.pollock","[0,10)","MISSING",1.25612718632979e-05,41297,0.518742844138613
2022,"NBS","NBS72","W.pollock","[10,25)","MISSING",0.000406322459768693,41297,16.7798986210677
2022,"NBS","NBS72","W.pollock","[40,999)","MISSING",0.00952715847343913,41297,393.443063477616
2022,"NBS","NBS81","W.pollock","[0,10)","MISSING",2.03946839317007e-05,38352,0.782176918148586
2022,"NBS","NBS81","W.pollock","[10,25)","MISSING",3.60029843402364e-05,38352,1.38078645541675
2022,"NBS","NBS81","W.pollock","[25,40)","MISSING",7.31866856460996e-05,38352,2.80685576789921
2022,"NBS","NBS81","W.pollock","[40,999)","MISSING",0.00606948576777886,38352,232.776918165855
1985,"NBS","NBS81","P.cod","[0,10)","MISSING",0,38352,0
1988,"NBS","NBS70","P.cod","[0,10)","MISSING",1.4145469682808e-06,79261,0.112118407252905
1988,"NBS","NBS70","P.cod","[10,30)","MISSING",0.000273526044008827,79261,21.6799477741836
1988,"NBS","NBS70","P.cod","[30,60)","MISSING",0.004691810741102,79261,371.877611150486
1988,"NBS","NBS70","P.cod","[60,999)","MISSING",0.00690711379651288,79261,547.464746625407
1988,"NBS","NBS81","P.cod","[0,10)","MISSING",0,38352,0
1988,"NBS","NBS81","P.cod","[10,30)","MISSING",4.92993473763809e-05,38352,1.89072857057896
1988,"NBS","NBS81","P.cod","[30,60)","MISSING",0.000988635940871573,38352,37.9161656043066
1988,"NBS","NBS81","P.cod","[60,999)","MISSING",0.00232698456541151,38352,89.2445120526624
2010,"NBS","NBS70","P.cod","[0,10)","MISSING",1.48130697907036e-08,79261,0.00117409872468096
2010,"NBS","NBS70","P.cod","[10,30)","amphipods",3.14242924721573e-05,79261,2.49072084563566
2010,"NBS","NBS70","P.cod","[10,30)","Bairdi",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","benthos",2.46780505084168e-06,79261,0.195600696134762
2010,"NBS","NBS70","P.cod","[10,30)","copepods",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","euphausiids",1.17414148413891e-06,79261,0.093063628174334
2010,"NBS","NBS70","P.cod","[10,30)","fish_other",7.34986217805027e-07,79261,0.0582557426094443
2010,"NBS","NBS70","P.cod","[10,30)","Flatfish",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","MISSING",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","Mysid",2.77685545210431e-05,79261,2.20096339989239
2010,"NBS","NBS70","P.cod","[10,30)","Octopus",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","Opilio",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","Pandalidae",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","pollock",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","Polychaete",2.81565439315053e-06,79261,0.223171582855504
2010,"NBS","NBS70","P.cod","[10,30)","squids",0,79261,0
2010,"NBS","NBS70","P.cod","[10,30)","zoop_other",1.00315338347356e-06,79261,0.0795109403274979
2010,"NBS","NBS70","P.cod","[30,60)","amphipods",1.67703078443067e-05,79261,1.32923137004759
2010,"NBS","NBS70","P.cod","[30,60)","Bairdi",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","benthos",6.60574528401341e-06,79261,0.523577976956187
2010,"NBS","NBS70","P.cod","[30,60)","copepods",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","euphausiids",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","fish_other",1.12560472902027e-05,79261,0.892165564268757
2010,"NBS","NBS70","P.cod","[30,60)","Flatfish",1.4024519860548e-05,79261,1.1115974686669
2010,"NBS","NBS70","P.cod","[30,60)","MISSING",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","Mysid",1.44881474447904e-06,79261,0.114834505462153
2010,"NBS","NBS70","P.cod","[30,60)","Octopus",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","Opilio",1.05244199031115e-05,79261,0.834176045940517
2010,"NBS","NBS70","P.cod","[30,60)","Pandalidae",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","pollock",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","Polychaete",2.02315280228559e-07,79261,0.0160357114261958
2010,"NBS","NBS70","P.cod","[30,60)","squids",0,79261,0
2010,"NBS","NBS70","P.cod","[30,60)","zoop_other",5.33384702983652e-05,79261,4.22766049431873
2010,"NBS","NBS70","P.cod","[60,999)","amphipods",9.03749092180724e-07,79261,0.0716320567953364
2010,"NBS","NBS70","P.cod","[60,999)","Bairdi",0,79261,0
2010,"NBS","NBS70","P.cod","[60,999)","benthos",0.000105894255781081,79261,8.39328460746423
2010,"NBS","NBS70","P.cod","[60,999)","copepods",0,79261,0
2010,"NBS","NBS70","P.cod","[60,999)","euphausiids",9.19812798389369e-06,79261,0.729052822131398
2010,"NBS","NBS70","P.cod","[60,999)","fish_other",0.000400466894662679,79261,31.7414065378586
2010,"NBS","NBS70","P.cod","[60,999)","Flatfish",0.00103237000305865,79261,81.8266788124315
2010,"NBS","NBS70","P.cod","[60,999)","MISSING",0,79261,0
2010,"NBS","NBS70","P.cod","[60,999)","Mysid",2.4371860489868e-06,79261,0.193173803428743
2010,"NBS","NBS70","P.cod","[60,999)","Octopus",0,79261,0
2010,"NBS","NBS70","P.cod","[60,999)","Opilio",0.000188593895235718,79261,14.9481407302783
2010,"NBS","NBS70","P.cod","[60,999)","Pandalidae",8.50372922671914e-06,79261,0.674014082238986
2010,"NBS","NBS70","P.cod","[60,999)","pollock",2.28549302416884e-05,79261,1.81150462588647
2010,"NBS","NBS70","P.cod","[60,999)","Polychaete",4.46010752078113e-06,79261,0.353512582204633
2010,"NBS","NBS70","P.cod","[60,999)","squids",0,79261,0
