"survey","year","model","stratum_bin","species_name","species_code","haul_count","catch_count","mean_wgt_cpue","var_wgt_cpue","mean_num_cpue","var_num_cpue","stratum_biomass","biomass_var","min_biomass","max_biomass","stratum_pop","pop_var","min_pop","max_pop","area","stratum_ratio","Ni","fi"
"GOA",1984,"WGOA","Chirikof_slope","Pacific_cod",21720,43,16,712.230329255944,70537.2318445552,311.505960841359,13633.9720365436,2183.37768585056,662880.464439593,540.306593221367,3826.44877847975,954937.098257228,128126572015.997,232569.348990387,1677304.84752407,3065.55,0.0130577150707964,306555,2185181073.48837
"GOA",1984,"WGOA","Kodiak_gully","Pacific_cod",21720,66,57,2571.69344310162,277829.201890573,1164.11770328991,62185.7998364167,20346.6598907953,17391047.7450489,12018.0805189618,28675.2392626289,9210237.34194654,3892593747021.34,5269952.70312329,13150521.9807698,7911.775,0.0337002181188531,791177.5,9483479072.5947
"GOA",1984,"WGOA","Kodiak_gully","Pacific_cod",21720,66,57,2571.69344310162,277829.201890573,1164.11770328991,62185.7998364167,17126.0896165975,12321282.6585091,10115.7991086457,24136.3801245493,7752395.28035103,2757841191336.48,4435798.44324964,11068992.1174524,6659.46,0.0283659803967855,665946,6718789734.54545
"GOA",1984,"WGOA","Kodiak_gully","Pacific_cod",21720,66,57,2571.69344310162,277829.201890573,1164.11770328991,62185.7998364167,8250.57633988159,2859618.31722161,4873.33504922819,11627.817630535,3734753.84687268,640061055760.92,2136967.31149244,5332540.38225292,3208.227,0.0136654479778297,320822.7,1559182280.865
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,15845.3555761273,18660043.4816372,7316.28899165969,24374.4221605949,9643229.64705135,6951145870452.56,4437598.64321231,14848860.6508904,5766.075,0.0245606055770881,576607.5,2002292121.75452
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,42328.3327404445,133159144.911581,19544.2957008045,65112.3697800846,25760345.4357236,49603777246070.9,11854334.920791,39666355.9506563,15403.147,0.0656097289946641,1540314.7,14291046281.903
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,27169.4574105438,54861869.5873834,12544.9757947755,41793.9390263121,16534896.6728388,20436868681625.8,7608989.69812271,25460803.6475549,9886.88,0.0421131809884541,988688,5887589392.38554
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,14454.8708869702,15528771.7435016,6674.25935871928,22235.4824152212,8797002.93324682,5784700217031.39,4048184.03270604,13545821.8337876,5260.082,0.0224053275937515,526008.2,1666248850.03639
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,6044.63048487442,2715489.86886314,2790.99217828635,9298.26879146249,3678665.31092752,1011560675449.6,1692839.51436288,5664491.10749216,2199.622,0.00936929338600099,219962.2,291246118.696626
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,20160.6635951512,30207745.8383155,9308.7996932038,31012.5274970986,12269456.9996205,11252838073304.7,5646129.74358815,18892784.2556529,7336.402,0.0312494159158457,733640.2,3241603366.16169
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,30175.5235428807,67673447.3257066,13932.9691690203,46418.0779167411,18364340.3801181,25209373406888.9,8450858.78248472,28277821.9777514,10980.778,0.0467726412486078,1098077.8,7262605867.09663
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,33188.0063287073,81859860.670843,15323.9253099297,51052.0873474848,20197689.1599512,30494025001491,9294524.8939114,31100853.4259909,12077.011,0.0514420474449525,1207701.1,8785189569.63018
"GOA",1984,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,136,2748.03147307784,561244.473239292,1672.40794596868,209071.978117885,13811.0730655834,14176320.3402991,6376.99806402401,21245.1480671429,8405197.88929706,5280891799027.95,3867884.11296216,12942511.665632,5025.806,0.0214074286014252,502580.6,1521107416.36602
"GOA",1984,"WGOA","Kodiak_slope","Pacific_cod",21720,54,19,262.34279505451,9111.60599166996,124.348743003786,2173.28126426362,425.681092054578,23989.7304954275,115.018745520347,736.343438588809,201770.011280346,5721980501.36393,50047.8150871463,353492.207473545,1622.614,0.0069115268979091,162261.4,487407403.96963
"GOA",1984,"WGOA","Kodiak_slope","Pacific_cod",21720,54,19,262.34279505451,9111.60599166996,124.348743003786,2173.28126426362,763.881618013074,77251.8284799805,206.400300764713,1321.36293526144,362074.815067392,18425945066.0111,89810.4395059361,634339.190628848,2911.769,0.0124026846582107,291176.9,1569782658.16685
"GOA",1984,"WGOA","Kodiak_slope","Pacific_cod",21720,54,19,262.34279505451,9111.60599166996,124.348743003786,2173.28126426362,457.744890808935,27739.821364538,123.682362434932,791.807419182939,216968.038999012,6616444356.86589,53817.5927470001,380118.485251023,1744.835,0.00743212744060709,174483.5,563612401.171296
"GOA",1984,"WGOA","Kodiak_slope","Pacific_cod",21720,54,19,262.34279505451,9111.60599166996,124.348743003786,2173.28126426362,916.589784957534,111226.091084473,247.661945034343,1585.51762488072,434457.472277438,26529415349.1881,107764.514150514,761150.430404362,3493.863,0.0148821149713422,349386.3,2260220736.435
"GOA",1984,"WGOA","Shumagin_gully","Pacific_cod",21720,36,35,5490.043423293,15038667.5259733,1599.60249168149,415087.804394194,23306.9691856006,271037512.625214,0,56729.0764577155,6790818.05157531,7481006267992.63,1238182.91955937,12343453.1835912,4245.316,0.0180829302126839,424531.6,5005883229.47111
"GOA",1984,"WGOA","Shumagin_gully","Pacific_cod",21720,36,35,5490.043423293,15038667.5259733,1599.60249168149,415087.804394194,12507.6475087699,78056498.5675356,0,30443.5675947747,3644281.57985343,2154466182136.03,664468.871344978,6624094.28836188,2278.242,0.00970417540027772,227824.2,1441546234.29
"GOA",1984,"WGOA","Shumagin_shelf","Pacific_cod",21720,145,126,2554.55593681391,586320.090664101,1493.64092195743,258810.76306213,21286.3942366961,40710660.146523,8674.87563223004,33897.9128411622,12446088.5959313,17970315506928.3,4067108.40716577,20825068.7846968,8332.718,0.0354932254927489,833271.8,4787731505.27062
"GOA",1984,"WGOA","Shumagin_shelf","Pacific_cod",21720,145,126,2554.55593681391,586320.090664101,1493.64092195743,258810.76306213,34949.4954195318,109745257.609719,14243.0194049008,55655.9714341628,20434861.4207618,48443255342402.4,6677663.91369072,34192058.927833,13681.241,0.0582752676658015,1368124.1,12907346034.5263
"GOA",1984,"WGOA","Shumagin_shelf","Pacific_cod",21720,145,126,2554.55593681391,586320.090664101,1493.64092195743,258810.76306213,17564.6744651316,27719420.877153,7158.15768567073,27971.1912445925,10270010.6049361,12235781415456,3356013.91160529,17184007.298267,6875.823,0.0292875789372963,687582.3,3259791171.3089
"GOA",1984,"WGOA","Shumagin_shelf","Pacific_cod",21720,145,126,2554.55593681391,586320.090664101,1493.64092195743,258810.76306213,31673.400049253,90134969.166344,12907.9074277159,50438.89267079,18519338.6331157,39786970496099.7,6051713.13616692,30986964.1300644,12398.789,0.0528126613445955,1239878.9,10600826925.6877
"GOA",1984,"WGOA","Shumagin_shelf","Pacific_cod",21720,145,126,2554.55593681391,586320.090664101,1493.64092195743,258810.76306213,20829.1823696811,38980588.1073116,8488.5474058601,33169.8173335021,12178758.2373603,17206634930822.5,3979750.71720121,20377765.7575193,8153.739,0.0347308641593321,815373.9,4584250810.93593
"GOA",1984,"WGOA","Shumagin_slope","Pacific_cod",21720,60,22,251.873867383222,4252.70018896477,91.8530631961605,634.676435016107,702.211496697188,33054.7910628049,338.410994965663,1066.01199842871,256081.655684673,4933123902.40475,115539.342515279,396623.968854067,2787.949,0.0118752731724851,278794.9,1295164476.20017
"GOA",1984,"WGOA","Shumagin_slope","Pacific_cod",21720,60,22,251.873867383222,4252.70018896477,91.8530631961605,634.676435016107,637.518197607542,27244.8058425868,307.233886907036,967.802508308047,232489.380108865,4066036982.75007,104894.940825591,360083.81939214,2531.101,0.0107812287104787,253110.1,1067492268.60017
"GOA",1984,"WGOA","Shumagin_slope","Pacific_cod",21720,60,22,251.873867383222,4252.70018896477,91.8530631961605,634.676435016107,505.158984045393,17106.2457801011,243.447102775596,766.870865315191,184220.779105409,2552950033.10985,83117.0340514373,285324.524159381,2005.603,0.00854286914881,200560.3,670206671.968167
"GOA",1984,"WGOA","Shumagin_slope","Pacific_cod",21720,60,22,251.873867383222,4252.70018896477,91.8530631961605,634.676435016107,487.935093372126,15959.6239724377,235.146535201104,740.723651543149,177939.591084866,2381827261.96132,80283.0773114746,275596.104858258,1937.22,0.00825159165221517,193722,625276499.4
"GOA",1987,"WGOA","Chirikof_gully","Pacific_cod",21720,90,79,1349.38092584542,68465.0071722575,647.781201275989,15608.525106094,14983.5784264437,8441713.62023928,9210.4858885924,20756.670964295,7192987.72243543,1924526183842.3,4436505.95902698,9949469.48584389,11104.039,0.0472976716729497,1110403.9,13698854275.3801
"GOA",1987,"WGOA","Chirikof_gully","Pacific_cod",21720,90,79,1349.38092584542,68465.0071722575,647.781201275989,15608.525106094,13517.8079982204,6870875.37618488,8309.46895786773,18726.147038573,6489332.80142459,1566409400063.29,4002504.21029241,8976161.39255676,10017.785,0.0426707710428792,1001778.5,11149666699.9694
"GOA",1987,"WGOA","Chirikof_shelf","Pacific_cod",21720,96,81,2437.95318205136,242754.002190079,1179.61059744192,64225.7492412618,19359.4254015989,15307370.7920752,11592.2032731662,27126.6475300316,9367113.17191789,4049891450461.19,5371926.13659112,13362300.2072447,7940.852,0.0338240716463159,794085.2,6567657007.08167
"GOA",1987,"WGOA","Chirikof_shelf","Pacific_cod",21720,96,81,2437.95318205136,242754.002190079,1179.61059744192,64225.7492412618,17802.1437993127,12943755.0518172,10659.7207994988,24944.5667991266,8613618.0290323,3424546490267.1,4939805.78343938,12287430.2746252,7302.086,0.0311032468596015,730208.6,5553484369.67042
"GOA",1987,"WGOA","Chirikof_shelf","Pacific_cod",21720,96,81,2437.95318205136,242754.002190079,1179.61059744192,64225.7492412618,26310.4199961365,28272957.335392,15754.3796094486,36866.4603828243,12730371.7229204,7480213927471.94,7300714.24693535,18160029.1989055,10792.012,0.0459685921732204,1079201.2,12130954445.4817
"GOA",1987,"WGOA","Chirikof_shelf","Pacific_cod",21720,96,81,2437.95318205136,242754.002190079,1179.61059744192,64225.7492412618,18856.6390030049,14522595.7968396,11291.1405084106,26422.1374975992,9123838.53957565,3842262486159.51,5232411.07662935,13015266.0025219,7734.619,0.0329456218568179,773461.9,6230927691.7626
"GOA",1987,"WGOA","Chirikof_shelf","Pacific_cod",21720,96,81,2437.95318205136,242754.002190079,1179.61059744192,64225.7492412618,12215.9446515257,6094944.97017094,7314.76842089216,17117.1208821592,5910719.64580495,1612547697512.22,3389726.24421288,8431713.04739701,5010.738,0.0213432464316068,501073.8,2614863020.43375
"GOA",1987,"WGOA","Chirikof_slope","Pacific_cod",21720,17,2,60.334422428209,3342.67685907057,22.9146205628183,474.132146723358,92.2098821445234,7807.62613921757,0,279.526352279511,35020.7124962226,1107449717.17964,0,105567.699271686,1528.313,0.006509851639345,152831.3,1373812242.79941
"GOA",1987,"WGOA","Chirikof_slope","Pacific_cod",21720,17,2,60.334422428209,3342.67685907057,22.9146205628183,474.132146723358,96.7740605323725,8599.67430194352,0,293.362267760987,36754.1577125587,1219795454.30422,0,110793.059073313,1603.961,0.00683207441492381,160396.1,1513187185.97118
"GOA",1987,"WGOA","Chirikof_slope","Pacific_cod",21720,17,2,60.334422428209,3342.67685907057,22.9146205628183,474.132146723358,117.845797231002,12752.4101714912,0,357.239431016987,44757.0660295024,1808828033.76545,0,134917.314643302,1953.21,0.00831970108249099,195321,2243939563.76471
"GOA",1987,"WGOA","Chirikof_slope","Pacific_cod",21720,17,2,60.334422428209,3342.67685907057,22.9146205628183,474.132146723358,184.958188674796,31413.1293625923,0,560.684891923615,70245.9150663478,4455702746.00989,0,211751.820800004,3065.55,0.0130577150707964,306555,5527691564.11765
"GOA",1987,"WGOA","Kodiak_gully","Pacific_cod",21720,56,55,1409.2384933352,32529.9525344301,689.038294338176,8485.26993778304,11149.5778806071,2036250.8829913,8289.86082821199,14009.2949330022,5451515.95118742,531145515350.595,3990973.50911126,6912058.39326358,7911.775,0.0337002181188531,791177.5,11177098760.1116
"GOA",1987,"WGOA","Kodiak_gully","Pacific_cod",21720,56,55,1409.2384933352,32529.9525344301,689.038294338176,8485.26993778304,9384.76737682603,1442651.59067931,6977.70052751053,11791.8342261415,4588622.95961331,376308208877.026,3359262.42151554,5817983.49771108,6659.46,0.0283659803967855,665946,7918692534.64286
"GOA",1987,"WGOA","Kodiak_gully","Pacific_cod",21720,56,55,1409.2384933352,32529.9525344301,689.038294338176,8485.26993778304,4521.15698375731,334821.708779355,3361.54091026503,5680.77305724959,2210591.25992968,87336511696.8923,1618340.88661716,2802841.6332422,3208.227,0.0136654479778297,320822.7,1837664977.93018
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,11876.217957322,9036110.9716594,5941.00977131516,17811.4261433288,8866212.26971323,7888926269300.62,3320540.93167663,14411883.6077498,5766.075,0.0245606055770881,576607.5,2002292121.75452
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,31725.4165096136,64482208.2808324,15870.457258361,47580.3757608663,23684667.8067137,56295832178758.2,8870293.93307094,38499041.6803564,15403.147,0.0656097289946641,1540314.7,14291046281.903
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,20363.7208669481,26566815.998695,10186.8343175939,30540.6074163022,15202573.113458,23194010485386.2,5693611.29131602,24711534.9356,9886.88,0.0421131809884541,988688,5887589392.38554
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,10834.0388054935,7519795.16371086,5419.66564082482,16248.4119701623,8088171.51495561,6565115213039.96,3029151.99420324,13147191.035708,5260.082,0.0224053275937515,526008.2,1666248850.03639
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,4530.49783357319,1314973.77386129,2266.35550096032,6794.64016618605,3382251.45616926,1148030516733.53,1266708.26952761,5497794.64281091,2199.622,0.00936929338600099,219962.2,291246118.696626
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,15110.5750748183,14628076.5030003,7558.97832898394,22662.1718206527,11280827.5001537,12770960577597.5,4224853.67121209,18336801.3290953,7336.402,0.0312494159158457,733640.2,3241603366.16169
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,22616.790948603,32770812.1619114,11313.9196758007,33919.6622214054,16884606.7098671,28610374722184.7,6323560.2746503,27445653.1450839,10980.778,0.0467726412486078,1098077.8,7262605867.09663
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,24874.6703622439,39640571.3563437,12443.4108746904,37305.9298497973,18570230.7218795,34607979658943.6,6954853.92711834,30185607.5166408,12077.011,0.0514420474449525,1207701.1,8785189569.63018
"GOA",1987,"WGOA","Kodiak_shelf","Pacific_cod",21720,166,159,2059.67108601987,271782.182469803,1537.65122196871,237277.918071002,10351.5073021452,6864871.66499871,5178.28202975757,15524.7325745327,7727936.73727767,5993337906455.62,2894238.20149165,12561635.2730637,5025.806,0.0214074286014252,502580.6,1521107416.36602
"GOA",1987,"WGOA","Kodiak_slope","Pacific_cod",21720,20,7,48.1654238226549,1198.49692777094,26.0012893332734,303.851392779728,78.1538910105733,3155.49402850695,0,195.726972515383,42190.0560902201,800003098.258422,0,101389.83080736,1622.614,0.0069115268979091,162261.4,1316275835.098
"GOA",1987,"WGOA","Kodiak_slope","Pacific_cod",21720,20,7,48.1654238226549,1198.49692777094,26.0012893332734,303.851392779728,140.246587958668,10161.3348055863,0,351.23062603561,75709.7482406562,2576173256.38119,0,181943.312617859,2911.769,0.0124026846582107,291176.9,4238908177.7805
"GOA",1987,"WGOA","Kodiak_slope","Pacific_cod",21720,20,7,48.1654238226549,1198.49692777094,26.0012893332734,303.851392779728,84.040717275602,3648.76298565893,0,210.46981727563,45367.9596738222,925060122.746913,0,109026.869875867,1744.835,0.00743212744060709,174483.5,1522050105.1125
"GOA",1987,"WGOA","Kodiak_slope","Pacific_cod",21720,20,7,48.1654238226549,1198.49692777094,26.0012893332734,303.851392779728,168.283392173292,14630.1462743868,0,421.445413002423,90844.9427538187,3709137853.45406,0,218315.741411139,3493.863,0.0148821149713422,349386.3,6103189945.0845
"GOA",1987,"WGOA","Shumagin_gully","Pacific_cod",21720,18,18,1155.45414796236,58540.9520633272,574.592526195923,23243.4374845774,4905.26798161096,1055066.48155846,2738.14075858908,7072.39520463283,2439326.84493997,418909685302.84,1073785.99865001,3804867.69122993,4245.316,0.0180829302126839,424531.6,10012190990.5422
"GOA",1987,"WGOA","Shumagin_gully","Pacific_cod",21720,18,18,1155.45414796236,58540.9520633272,574.592526195923,23243.4374845774,2632.40416896205,303850.173759163,1469.41883198554,3795.38950593857,1309060.82606565,120642426703.432,576245.528280202,2041876.1238511,2278.242,0.00970417540027772,227824.2,2883320292.78
"GOA",1987,"WGOA","Shumagin_shelf","Pacific_cod",21720,142,132,1524.79487627245,31403.8993823615,856.611923796647,9025.06625325658,12705.6857118232,2180504.29345317,9786.44375706484,15624.9276665816,7137905.59643495,626648158380.561,5572944.65520362,8702866.53766628,8332.718,0.0354932254927489,833271.8,4888898366.75803
"GOA",1987,"WGOA","Shumagin_shelf","Pacific_cod",21720,142,132,1524.79487627245,31403.8993823615,856.611923796647,9025.06625325658,20861.0861778485,5878067.42860089,16068.069935086,25654.1024206111,11719514.1729356,1689279007626.32,9150051.50870372,14288976.8371674,13681.241,0.0582752676658015,1368124.1,13180065347.7367
"GOA",1987,"WGOA","Shumagin_shelf","Pacific_cod",21720,142,132,1524.79487627245,31403.8993823615,856.611923796647,9025.06625325658,10484.2196805563,1484680.32739159,8075.37889474153,12893.060466371,5889911.96771523,426677533145.508,4598569.28291299,7181254.65251748,6875.823,0.0292875789372963,687582.3,3328674525.25838
"GOA",1987,"WGOA","Shumagin_shelf","Pacific_cod",21720,142,132,1524.79487627245,31403.8993823615,856.611923796647,9025.06625325658,18905.6099391832,4827720.46805701,14561.8813938278,23249.3384845386,10620950.4980387,1387423152326.41,8292344.09331354,12949556.9027639,12398.789,0.0528126613445955,1239878.9,10824814252.5451
"GOA",1987,"WGOA","Shumagin_shelf","Pacific_cod",21720,142,132,1524.79487627245,31403.8993823615,856.611923796647,9025.06625325658,12432.7794496628,2087839.87838581,9576.24008556225,15289.3188137634,6984590.05092575,600017628358.804,5453243.00906083,8515937.09279067,8153.739,0.0347308641593321,815373.9,4681118406.39021
"GOA",1987,"WGOA","Shumagin_slope","Pacific_cod",21720,17,5,116.036539384023,3752.9523731079,59.735923392375,1199.57385382244,323.503953939148,29170.4213910122,0,685.570010514595,166540.707885849,9323879262.73187,0,371239.264824245,2787.949,0.0118752731724851,278794.9,4571873926.63
"GOA",1987,"WGOA","Shumagin_slope","Pacific_cod",21720,17,5,116.036539384023,3752.9523731079,59.735923392375,1199.57385382244,293.700200871441,24043.1853172067,0,622.409857276264,151197.655434364,7685036632.97077,0,337037.75586853,2531.101,0.0107812287104787,253110.1,3768259991.19471
"GOA",1987,"WGOA","Shumagin_slope","Pacific_cod",21720,17,5,116.036539384023,3752.9523731079,59.735923392375,1199.57385382244,232.723231498215,15096.0384797371,0,493.187382480133,119806.547163518,4825217923.45417,0,267063.200671641,2005.603,0.00854286914881,200560.3,2365942612.41118
"GOA",1987,"WGOA","Shumagin_slope","Pacific_cod",21720,17,5,116.036539384023,3752.9523731079,59.735923392375,1199.57385382244,224.788304825518,14084.1597102687,0,476.371675295741,115721.625514177,4501786343.61585,0,257957.419092969,1937.22,0.00825159165221517,193722,2207348235.88235
"GOA",1990,"WGOA","Chirikof_gully","Pacific_cod",21720,83,72,2332.87065501613,172644.737432687,1130.67306337832,49050.267308683,25904.2867352547,21287041.2440226,16725.9923172221,35082.5811532872,12555037.7920024,6047882366743.84,7662817.53433015,17447258.0496746,11104.039,0.0472976716729497,1110403.9,14854272983.2712
"GOA",1990,"WGOA","Chirikof_gully","Pacific_cod",21720,83,72,2332.87065501613,172644.737432687,1130.67306337832,49050.267308683,23370.1966547608,17325938.0849787,15089.7700328307,31650.6232766909,11326839.6542154,4922489425854.88,6913201.45337652,15740477.8550543,10017.785,0.0426707710428792,1001778.5,12090084523.4548
"GOA",1990,"WGOA","Chirikof_shelf","Pacific_cod",21720,64,56,2630.43542926851,421285.414546998,1266.36524493273,153177.442619365,20887.8984393777,26565049.3568982,10588.1927978056,31187.6040809499,10056018.9879546,9658929986746.38,3845412.55932733,16266625.4165818,7940.852,0.0338240716463159,794085.2,9851882553.2225
"GOA",1990,"WGOA","Chirikof_shelf","Pacific_cod",21720,64,56,2630.43542926851,421285.414546998,1266.36524493273,153177.442619365,19207.6657219656,22463132.0744605,9736.47341546686,28678.8580284644,9247107.92590986,8167491694643.12,3536085.70134392,14958130.1504758,7302.086,0.0311032468596015,730208.6,8330591658.80562
"GOA",1990,"WGOA","Chirikof_shelf","Pacific_cod",21720,64,56,2630.43542926851,421285.414546998,1266.36524493273,153177.442619365,28387.690717891,49066068.7117479,14389.8795409147,42385.5018948673,13666628.919697,17840197322599.6,5226106.52927561,22107151.3101183,10792.012,0.0459685921732204,1079201.2,18196971268.8225
"GOA",1990,"WGOA","Chirikof_shelf","Pacific_cod",21720,64,56,2630.43542926851,421285.414546998,1266.36524493273,153177.442619365,20345.4158494934,25203118.116996,10313.2053323208,30377.626366666,9794852.68439635,9163738040507.38,3745542.80122735,15844162.5675654,7734.619,0.0329456218568179,773461.9,9346778268.5939
"GOA",1990,"WGOA","Chirikof_shelf","Pacific_cod",21720,64,56,2630.43542926851,421285.414546998,1266.36524493273,153177.442619365,13180.4227619821,10577421.5676537,6681.23017571548,19679.6153482486,6345424.45466374,3845901921343.09,2426484.56824264,10264364.3410848,5010.738,0.0213432464316068,501073.8,3922545067.55063
"GOA",1990,"WGOA","Chirikof_slope","Pacific_cod",21720,9,3,576.808385485523,145810.683945518,243.956402265342,25592.3331404308,881.543754046536,340575.938191873,0,2227.30204028656,372841.741015352,59777052229.4371,0,936644.671968971,1528.313,0.006509851639345,152831.3,2595114530.88778
"GOA",1990,"WGOA","Chirikof_slope","Pacific_cod",21720,9,3,576.808385485523,145810.683945518,243.956402265342,25592.3331404308,925.178154791745,375125.818181461,0,2337.54839999403,391296.55493392,65841162311.9728,0,983006.442198701,1603.961,0.00683207441492381,160396.1,2858385036.70111
"GOA",1990,"WGOA","Chirikof_slope","Pacific_cod",21720,9,3,576.808385485523,145810.683945518,243.956402265342,25592.3331404308,1126.62790661418,556272.032103016,0,2846.5298784399,476498.084468689,97635500891.0332,0,1197047.81660335,1953.21,0.00831970108249099,195321,4238726128
"GOA",1990,"WGOA","Chirikof_slope","Pacific_cod",21720,9,3,576.808385485523,145810.683945518,243.956402265342,25592.3331404308,1768.23494612515,1370270.01721674,0,4467.60956008388,747860.548964519,240506428089.028,0,1878758.52273355,3065.55,0.0130577150707964,306555,10441467670
"GOA",1990,"WGOA","Kodiak_gully","Pacific_cod",21720,58,47,1134.56778420051,36919.407029554,521.932119740382,14962.5893914288,8976.445030843,2311013.98269414,5932.29312565957,12020.5969360264,4129409.49665896,936600993434.774,2191460.51039969,6067358.48291823,7911.775,0.0337002181188531,791177.5,10791654279.5043
