"species_name","model","stratum_bin","year","lbin","cons_vonb_tot","pred_n","pred_full","dtot"
"Pacific_cod","EGOA","Southeastern_shelf",2003,"[30,60)",1.25313610646397,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_shelf",2003,"[60,85)",0.483646345583354,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_shelf",2005,"[0,20)",0.000702158291570756,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_shelf",2005,"[20,30)",0.0215227256162538,6,6,1
"Pacific_cod","EGOA","Southeastern_shelf",2005,"[30,60)",1.3643679201096,33,33,1
"Pacific_cod","EGOA","Southeastern_shelf",2005,"[60,85)",0.645089294317351,10,10,1
"Pacific_cod","EGOA","Southeastern_shelf",2007,"[0,20)",0.0013480061236978,1,1,1
"Pacific_cod","EGOA","Southeastern_shelf",2007,"[20,30)",0.0680291859351051,5,5,1
"Pacific_cod","EGOA","Southeastern_shelf",2007,"[30,60)",0.535292589839448,38,38,1
"Pacific_cod","EGOA","Southeastern_shelf",2007,"[60,85)",0.297988790251958,22,22,1
"Pacific_cod","EGOA","Southeastern_shelf",2009,"[0,20)",0.00089243342150959,1,1,1
"Pacific_cod","EGOA","Southeastern_shelf",2009,"[20,30)",0.0134010622565106,8,8,1
"Pacific_cod","EGOA","Southeastern_shelf",2009,"[30,60)",0.313646924138315,32,32,1
"Pacific_cod","EGOA","Southeastern_shelf",2009,"[60,85)",0.178574423488367,10,10,1
"Pacific_cod","EGOA","Southeastern_shelf",2011,"[0,20)",9.41141516068637e-05,1,0,NA
"Pacific_cod","EGOA","Southeastern_shelf",2011,"[20,30)",0.0323939066258317,8,8,1
"Pacific_cod","EGOA","Southeastern_shelf",2011,"[30,60)",0.992776457771801,60,59,1
"Pacific_cod","EGOA","Southeastern_shelf",2011,"[60,85)",0.456340618317878,23,23,1
"Pacific_cod","EGOA","Southeastern_shelf",2013,"[0,20)",0.00190036902983464,2,2,1
"Pacific_cod","EGOA","Southeastern_shelf",2013,"[20,30)",0.0236913086992847,7,7,1
"Pacific_cod","EGOA","Southeastern_shelf",2013,"[30,60)",0.309877142665673,34,34,1
"Pacific_cod","EGOA","Southeastern_shelf",2013,"[60,85)",0.163238043851736,8,8,1
"Pacific_cod","EGOA","Southeastern_shelf",2015,"[0,20)",0.00623695529327075,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_shelf",2015,"[20,30)",0.0413270929188141,7,7,1
"Pacific_cod","EGOA","Southeastern_shelf",2015,"[30,60)",0.796439770478717,44,44,1
"Pacific_cod","EGOA","Southeastern_shelf",2015,"[60,85)",0.19217646662181,9,9,1
"Pacific_cod","EGOA","Southeastern_shelf",2017,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_shelf",2017,"[20,30)",0.00458334035126396,2,2,1
"Pacific_cod","EGOA","Southeastern_shelf",2017,"[30,60)",0.294338358100826,17,17,1
"Pacific_cod","EGOA","Southeastern_shelf",2017,"[60,85)",0.209810078634022,12,12,1
"Pacific_cod","EGOA","Southeastern_shelf",2019,"[0,20)",0.00305096093193745,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_shelf",2019,"[20,30)",0.0644959710100438,6,6,1
"Pacific_cod","EGOA","Southeastern_shelf",2019,"[30,60)",0.247203866255899,24,24,1
"Pacific_cod","EGOA","Southeastern_shelf",2019,"[60,85)",0.301426254920446,20,20,1
"Pacific_cod","EGOA","Southeastern_shelf",2021,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_shelf",2021,"[20,30)",0.00907507801555357,4,4,1
"Pacific_cod","EGOA","Southeastern_shelf",2021,"[30,60)",0.694574034619917,30,30,1
"Pacific_cod","EGOA","Southeastern_shelf",2021,"[60,85)",0.849567415042258,19,18,1
"Pacific_cod","EGOA","Southeastern_slope",1984,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1984,"[20,30)",0.000775583987786965,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1984,"[30,60)",0.192842889194592,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1984,"[60,85)",0.152165882026205,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1987,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1987,"[30,60)",0.00465165887100914,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1987,"[60,85)",0.0421803523150098,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1990,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1990,"[30,60)",0.170646562552657,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1990,"[60,85)",0.442474573482376,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1993,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1993,"[30,60)",0.0722856551733207,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1993,"[60,85)",0.183784061796379,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1996,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1996,"[30,60)",0.123664536725484,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1996,"[60,85)",0.302421700730448,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1999,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1999,"[30,60)",0.0621458449125714,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",1999,"[60,85)",0.127353485959132,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2003,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2003,"[20,30)",0.0015385661210265,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2003,"[30,60)",0.904955234869841,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2003,"[60,85)",0.247114701917571,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2005,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2005,"[20,30)",0.000830457520682129,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2005,"[30,60)",1.08770888782891,14,14,1
"Pacific_cod","EGOA","Southeastern_slope",2005,"[60,85)",0.508947794503389,11,11,1
"Pacific_cod","EGOA","Southeastern_slope",2007,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2007,"[30,60)",0.326598101726773,18,18,1
"Pacific_cod","EGOA","Southeastern_slope",2007,"[60,85)",0.183783325927853,8,7,1
"Pacific_cod","EGOA","Southeastern_slope",2009,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2009,"[30,60)",0.0732574177973297,7,7,1
"Pacific_cod","EGOA","Southeastern_slope",2009,"[60,85)",0.060696912189206,4,4,1
"Pacific_cod","EGOA","Southeastern_slope",2011,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2011,"[30,60)",0.14213881364896,23,23,1
"Pacific_cod","EGOA","Southeastern_slope",2011,"[60,85)",0.121960217376436,8,8,1
"Pacific_cod","EGOA","Southeastern_slope",2013,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2013,"[20,30)",0.00992791400846317,1,1,1
"Pacific_cod","EGOA","Southeastern_slope",2013,"[30,60)",0.103743338712712,16,16,1
"Pacific_cod","EGOA","Southeastern_slope",2013,"[60,85)",0.0579705953791886,6,6,1
"Pacific_cod","EGOA","Southeastern_slope",2015,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2015,"[30,60)",0.616777273761088,13,13,1
"Pacific_cod","EGOA","Southeastern_slope",2015,"[60,85)",0.0931401155206636,4,4,1
"Pacific_cod","EGOA","Southeastern_slope",2017,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2017,"[30,60)",0.101588696217023,8,8,1
"Pacific_cod","EGOA","Southeastern_slope",2017,"[60,85)",0.0825602561159194,6,6,1
"Pacific_cod","EGOA","Southeastern_slope",2019,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2019,"[30,60)",0.150904133018461,2,2,1
"Pacific_cod","EGOA","Southeastern_slope",2019,"[60,85)",0.213505268402937,2,2,1
"Pacific_cod","EGOA","Southeastern_slope",2021,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2021,"[20,30)",0.00154852065731661,NA,NA,NA
"Pacific_cod","EGOA","Southeastern_slope",2021,"[30,60)",0.228966652295396,8,8,1
"Pacific_cod","EGOA","Southeastern_slope",2021,"[60,85)",0.169142055941828,10,10,1
"Pacific_cod","EGOA","Yakutat_gully",1984,"[0,20)",0.000290429632580869,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1984,"[30,60)",0.0833824592083141,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1984,"[60,85)",0.0630348481756859,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1987,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1987,"[30,60)",0.0197410378856358,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1987,"[60,85)",0.131410466543305,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1987,"[85,999)",0.00776899851416143,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1990,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1993,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1996,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",1999,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2003,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2005,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2007,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2009,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2011,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2013,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2013,"[60,85)",0.0208385512449378,1,1,1
"Pacific_cod","EGOA","Yakutat_gully",2015,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2015,"[30,60)",0.0191813391599114,1,1,1
"Pacific_cod","EGOA","Yakutat_gully",2015,"[60,85)",0.0213331022833416,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2017,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2019,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2019,"[30,60)",0.0095933104682128,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_gully",2021,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1984,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1984,"[20,30)",0.00073435362042236,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1984,"[30,60)",0.365357015611301,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1984,"[60,85)",0.526529334282534,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1987,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1987,"[30,60)",1.17234761198603,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1987,"[60,85)",1.48976669705136,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1990,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1990,"[20,30)",0.0199493514469499,4,2,1
"Pacific_cod","EGOA","Yakutat_shelf",1990,"[30,60)",0.305029931195168,18,16,1
"Pacific_cod","EGOA","Yakutat_shelf",1990,"[60,85)",0.317802872838023,23,19,1
"Pacific_cod","EGOA","Yakutat_shelf",1990,"[85,999)",0.0114543142541032,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",1993,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1993,"[30,60)",0.266914830791291,13,13,1
"Pacific_cod","EGOA","Yakutat_shelf",1993,"[60,85)",0.987836303207312,28,27,1
"Pacific_cod","EGOA","Yakutat_shelf",1996,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1996,"[20,30)",0.00234253867138086,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1996,"[30,60)",0.037560186533686,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1996,"[60,85)",0.343813109568721,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1999,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1999,"[30,60)",0.611366800051978,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",1999,"[60,85)",1.07912180205269,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2003,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2003,"[20,30)",0.00890202283256703,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2003,"[30,60)",0.0750522500815757,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2003,"[60,85)",0.162782252643676,4,4,1
"Pacific_cod","EGOA","Yakutat_shelf",2005,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2005,"[20,30)",0.00236635993815717,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2005,"[30,60)",0.0813587409744028,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2005,"[60,85)",0.168520286431301,5,5,1
"Pacific_cod","EGOA","Yakutat_shelf",2007,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2007,"[20,30)",0.00458259268157445,2,2,1
"Pacific_cod","EGOA","Yakutat_shelf",2007,"[30,60)",0.0353077737416713,6,6,1
"Pacific_cod","EGOA","Yakutat_shelf",2007,"[60,85)",0.0590756901155588,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2009,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2009,"[20,30)",0.00396362436699464,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2009,"[30,60)",0.213336401312905,9,9,1
"Pacific_cod","EGOA","Yakutat_shelf",2009,"[60,85)",0.547185910935598,12,11,1
"Pacific_cod","EGOA","Yakutat_shelf",2009,"[85,999)",0.0144322966013537,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2011,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2011,"[20,30)",0.00282568556818423,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2011,"[30,60)",0.0593834777814408,5,5,1
"Pacific_cod","EGOA","Yakutat_shelf",2011,"[60,85)",0.330414230303372,14,14,1
"Pacific_cod","EGOA","Yakutat_shelf",2013,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2013,"[20,30)",0.00448818844216626,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2013,"[30,60)",0.070607695077843,11,11,1
"Pacific_cod","EGOA","Yakutat_shelf",2013,"[60,85)",0.187898119474078,12,12,1
"Pacific_cod","EGOA","Yakutat_shelf",2013,"[85,999)",0.014557693920393,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2015,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2015,"[20,30)",0.00759582797580819,6,6,1
"Pacific_cod","EGOA","Yakutat_shelf",2015,"[30,60)",0.417114432236254,27,27,1
"Pacific_cod","EGOA","Yakutat_shelf",2015,"[60,85)",0.608367718163132,22,22,1
"Pacific_cod","EGOA","Yakutat_shelf",2015,"[85,999)",0.0482580729334131,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2017,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2017,"[30,60)",0.00555168139590327,1,1,1
"Pacific_cod","EGOA","Yakutat_shelf",2017,"[60,85)",0.0862072667721871,6,6,1
"Pacific_cod","EGOA","Yakutat_shelf",2019,"[0,20)",0.00249391106997494,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2019,"[20,30)",0.014476039474818,3,3,1
"Pacific_cod","EGOA","Yakutat_shelf",2019,"[30,60)",0.118615953042708,9,8,1
"Pacific_cod","EGOA","Yakutat_shelf",2019,"[60,85)",0.119084832877916,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2021,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_shelf",2021,"[20,30)",0.0603911000307341,8,8,1
"Pacific_cod","EGOA","Yakutat_shelf",2021,"[30,60)",0.202638526611566,13,13,1
"Pacific_cod","EGOA","Yakutat_shelf",2021,"[60,85)",0.600762591626087,21,21,1
"Pacific_cod","EGOA","Yakutat_slope",1984,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1984,"[30,60)",0.408819697608751,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1984,"[60,85)",0.192490416129347,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1987,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1990,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1993,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1996,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1996,"[30,60)",0.00658562305559672,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1996,"[60,85)",0.0998762060559515,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1999,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",1999,"[60,85)",0.00682657037403219,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2003,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2003,"[30,60)",0.0857605210862298,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2003,"[60,85)",0.0151664448283161,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2003,"[85,999)",0.015261406323686,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2005,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2007,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2009,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2009,"[30,60)",0.0508793117229005,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2009,"[60,85)",0.0451077859718522,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2011,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2011,"[30,60)",0.0111135132791776,2,2,1
"Pacific_cod","EGOA","Yakutat_slope",2011,"[60,85)",0.00835654637223163,1,1,1
"Pacific_cod","EGOA","Yakutat_slope",2013,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2013,"[30,60)",0.0143341995405977,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2013,"[60,85)",0.157484836889758,1,1,1
"Pacific_cod","EGOA","Yakutat_slope",2015,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2015,"[30,60)",0.227129591210169,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2015,"[60,85)",0.110385749022057,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2017,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2017,"[60,85)",0.00647827282747201,1,1,1
"Pacific_cod","EGOA","Yakutat_slope",2019,"[0,20)",0.000115873089486178,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2019,"[30,60)",0.0599589892565377,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2021,"[0,20)",0,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2021,"[30,60)",0.00597863799137626,NA,NA,NA
"Pacific_cod","EGOA","Yakutat_slope",2021,"[60,85)",0.0424039473222466,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1984,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1984,"[70,999)",0.0830711807085938,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1987,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1990,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1990,"[70,999)",0.019035150961286,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1993,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1993,"[70,999)",0.0152679234663719,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1996,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",1999,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2003,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2003,"[70,999)",0.0105811858094398,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2005,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2005,"[70,999)",0.042248070006807,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2007,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2007,"[50,70)",0.00539648206071412,1,0,NA
"Pacific_halibut","EGOA","Southeastern_gully",2009,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2011,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2011,"[50,70)",0.00785844726064819,1,0,NA
"Pacific_halibut","EGOA","Southeastern_gully",2013,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2015,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2017,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2019,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_gully",2021,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_shelf",1984,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_shelf",1984,"[20,50)",0.192184222912378,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_shelf",1984,"[50,70)",2.40880196863695,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_shelf",1984,"[70,999)",1.69053126217284,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_shelf",1987,"[0,20)",0,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_shelf",1987,"[20,50)",0.0235446578813128,NA,NA,NA
"Pacific_halibut","EGOA","Southeastern_shelf",1987,"[50,70)",0.554623782761783,NA,NA,NA
